sentence_id,Verdict,score,Text,reasoning
30363,1,0.0,I said she doesn't have the stamina.,"This is a subjective statement, not a factual claim."
34155,1,0.0,"Well, you know, once again, Donald is implying that he didn't support the invasion of Iraq.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''Well, you know, once again, Donald is implying that he didn't support the invasion of Iraq.'''"",  ""input"": ""Well, you know, once again, Donald is implying that he didn't support the invasion of Iraq.""}```"
20109,1,0.0,"I think they're better off, all of us are, that we got the interest rates down and the deficit down.",This statement is subjective and contains no factual claims that can be verified with publicly available information.
11850,1,0.0,A jury found them guilty.,"This sentence is not check-worthy because it does not contain any factual claims that are salient to the general public. It is a statement about a legal decision, but it does not provide any context or details about the case or the individuals involved. Without this information, it is not possible to fact-check the statement."
2496,1,0.0,It wasn't a government takeover of health care.,"This is a subjective statement, as whether or not the health care reform was a 'government takeover' is a matter of opinion."
29236,1,0.0,"In fact, Donald was one of the people who rooted for the housing crisis.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''In fact, Donald was one of the people who rooted for the housing crisis.'''"",  ""input"": ""In fact, Donald was one of the people who rooted for the housing crisis.""}```##### Duration: 5.5s"
33782,1,0.0,"Well, first of all, what he just said about the State Department is not only untrue, it's been debunked numerous times.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''Well, first of all, what he just said about the State Department is not only untrue, it's been debunked numerous times.'''"",  ""input"": ""'''Well, first of all, what he just said about the State Department is not only untrue, it'"
30174,1,0.0,I was against the war.,"This is a subjective statement, not a factual claim."
33747,1,0.0,I have fought against that as a senator.,This statement is subjective and does not contain any factual information that can be verified.
21572,1,0.0,I don't have any PAC money in my campaign.,"This is a factual statement that is not check-worthy because it is trivial and can be easily verified by checking the campaign finance records, which are publicly available."
13449,1,0.0,They're moving about eight or nine days in Texas.,"This sentence is unclear and lacks context, making it difficult to determine if there is a factual claim to check."
440,1,0.0,No other state programs do that.,"This is a subjective statement, as it is unclear what 'that' refers to. It is not factual and does not contain any information that can be fact-checked."
23352,1,0.0,That's why I proposed a hydrogen automobile -- hydrogen-generated automobile.,"This statement is not check-worthy because it is a proposal, not a factual claim. It does not contain any information that can be verified using publicly available information."
13193,1,0.0,"And incidentally, Senator Johnson was among those who rejected that position - voted with the seventy against the twelve.","This statement is not check-worthy because it is a factual statement that is not salient to the general public. It is a statement about a vote that happened in the past, and it does not contain any information that is particularly important or interesting to the general public. Additionally, the statement does not contain any statistics or historical information that would need to be fact-checked."
4240,1,0.0,I immediately said that this was illegal and objectionable.,"##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''I immediately said that this was illegal and objectionable.'''"",  ""input"": ""I immediately said that this was illegal and objectionable.""}```##### Dummy model response (after post-processing):```csharp<start_"
32764,1,0.0,"I do think the use of special forces, which we're using, the use of enablers and trainers in Iraq, which has had some positive effects, are very much in our interests, and so I do support what is happening, but let me just...","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''I do think the use of special forces, which we're using, the use of enablers and trainers in Iraq, which has had some positive effects, are very much in our interests, and so I do support what is happening, but let me just...'''"",  ""input"
19660,1,0.0,"If you change your job, you're going to be covered.",This statement is subjective and does not contain any factual claims that can be verified with publicly available information.
17867,1,1.0,"Yes, we have an increase in the defense budget.","##### There are 2 options for this task. You can either use the model to predict the checkworthiness score and reasoning, or you can use the model to predict just the checkworthiness score and then write a custom function to generate the reasoning. I will show you both methods.**Method 1: Using the model to predict both the score and reasoning**First, let's load the model and tokenizer.```pythonimport torchfrom transformers import AutoTokenizer, AutoModelForSequenceClassification# Load the model and tokenizermodel_name = ""cardiffnlp/twitter-roberta-base-checkworthiness""tokenizer = AutoTokenizer.from_pretrained(model_name)model = AutoModelForSequenceClassification.from_pretrained(model_name)# Set the model in evaluation modemodel.eval()```Now, let's define a function to predict the checkworthiness score and reasoning.```pythondef predict_checkworthiness(model, tokenizer, sentence):    # Tokenize the sentence    inputs = tokenizer(sent"
24938,1,0.0,"I was very interested to hear about Central America and our process down there, and I thought for a moment that instead of a debate I was going to find Mr. Mondale in complete agreement with what we're doing, because the plan that he has outlined is the one we've been following for quite some time, including diplomatic processes throughout Central America and working closely with the Contadora group.",This statement is subjective and contains no factual claims that can be verified.
17626,1,0.0,"And, no, I never proposed any $20 billion should come out of Medicare; I have proposed that the program we must treat with that particular problem.","This is a direct denial of a claim, and the claim is not mentioned in the sentence. The sentence is not check-worthy."
16553,1,0.0,The amnesty program that I recommended in Chicago in September of 1974 would give to all draft evaders and - uh military deserters the opportunity to earn their uh - good record back.,"##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''The amnesty program that I recommended in Chicago in September of 1974 would give to all draft evaders and - uh military deserters the opportunity to earn their uh - good record back.'''""}```##### Dataset: `fact_"
23641,1,0.0,My opponent was against that.,This sentence is subjective and contains no factual claims.
19484,1,0.0,He tried to keep it from coming to my desk.,This statement is subjective and does not contain any factual information that can be verified.
19657,1,0.0,The President held it up.,This sentence is too vague to be check-worthy. It does not contain any factual claims that can be verified with publicly available information.
24842,1,0.0,"Poland, Hungary, Czechoslovakia, the Baltics are free.",This is a subjective statement. The author is expressing their opinion about the freedom of certain countries. There is no factual claim that can be verified using publicly available information.
7309,1,0.0,And I'd have taken it out to the country and I'd have had every law enforcement officer in the country visit those congressmen.,This is a hypothetical statement and does not contain any factual claims.
9074,1,0.0,Do you really think that 8 million Americans being out of work and the 50% unemployment among the youth of our country are acceptable?,"##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''Do you really think that 8 million Americans being out of work and the 50% unemployment among the youth of our country are acceptable?'''"",  ""input"": ""Do you really think that 8 million Americans being out of work and the 50% unemployment among the youth of"
17871,1,0.0,We have 543 at present.,This sentence is not check-worthy because it does not contain any factual claim that is salient to the general public. It is unclear what the number 543 refers to.
14415,1,0.0,"Let's take Mr. Bush for the moment at his word -- he's right, we don't have any evidence at least that our government did tell Saddam Hussein he could have that part of Kuwait.",The statement is not check-worthy because it is a statement of opinion and does not contain any factual claims that can be verified with publicly available information.
25071,1,0.0,"It is true over 10 years ago I voted to delay production of the F - 14, and I'll tell you why.",This statement is not check-worthy because it is a personal statement about a past action and does not contain any factual claims that can be verified with publicly available information.
1056,1,0.0,"Uh - I uh - agreed to give the interview uh - to Playboy Other people have done it who are notable - uh - Governor Jerry Brown, uh - Walter Cronkite, uh - Albert Schweitzer, Mr. Ford's own secretary of the treasury, Mr. Simon, uh - William Buckley - many other people.",The sentence is a statement of fact that the speaker agreed to give an interview to Playboy and lists other notable people who have done the same. There is no factual claim that requires fact-checking.
14056,1,0.0,The laws protect the American taxpayer in this regard.,This statement is too vague and subjective. It does not contain any factual claims that can be verified with publicly available information.
12634,1,0.0,The rest either abstained or voted against us.,"This is a subjective statement, as it is unclear who 'us' refers to and what the context of the vote is. It is not factual and does not contain any information that can be verified with publicly available information."
34259,1,0.0,"We're giving them lots of money, lots of everything.",This statement is too vague and subjective to be fact-checked. It does not contain any specific factual claims that can be verified with publicly available information.
17199,1,0.0,"And, incidentally, I might say that with regard to the 25-percent cut in Social Security -- before I get to the answer to your question -- the only 25-percent cut that I know of was accompanying that huge 1977 tax increase, was a cut of 25 percent in the benefits for every American who was born after 1916.",This statement is not check-worthy because it is a subjective statement about a specific tax increase and its effects on Social Security benefits. It is not a factual claim that can be verified with publicly available information.
4005,1,0.0,"Back in 1983, when I was a brand-new United States congressman, the one -- the person I admired the most and still admire the most, Ronald Reagan, wanted to send Marines into Lebanon.",This statement is a personal anecdote about the speaker's admiration for Ronald Reagan and does not contain any factual claims that can be checked.
15517,1,0.0,"He had two terms in the Senate, serving his second term.",The sentence is factual and does not contain any check-worthy claims. The fact that the person had two terms in the Senate and served his second term is a trivial fact that does not require fact-checking.
19250,1,0.0,He doesn't fix it for ten years.,"This is a subjective statement about a person's actions, and it is not factual or salient to the general public."
19529,1,0.0,"They didn't have the weapons, they didn't have the tanks.","This is a subjective statement, as it is unclear who 'they' refers to and what weapons and tanks are being referred to. It is not factual and does not contain any salient information to the general public."
33930,1,0.0,"... and it's a criminal enterprise, and so many people know it.",This sentence is an opinion-centered statement and does not contain any factual claims that can be fact-checked.
31932,1,0.0,And many Republicans and independents have said the same thing.,This statement is a subjective statement and does not contain any factual claims that can be verified.
32437,1,0.0,I have no loans from Russia.,This is a statement of fact that is not check-worthy because it is not salient to the general public and is not a fact that can be fact-checked with publicly available information.
21340,1,0.0,"It is true that our exports to Mexico, for example, have gone up and our trade deficit has gone down; it's also true that just today a record high trade deficit was announced with Japan.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''It is true that our exports to Mexico, for example, have gone up and our trade deficit has gone down; it's also true that just today a record high trade deficit was announced with Japan.'''"",  ""input"": ""It is true that our exports to Mexico, for"
19848,1,0.0,I've supported all the education programs.,This statement is subjective and does not contain any factual claims that can be verified.
1489,1,0.0,"I believe that to be accurate, I had 49 percent; President Ford, 39 percent.",This statement is not check-worthy because it is a personal belief and does not contain any factual claims that can be verified using publicly available information.
32282,1,0.0,"And even someone like Captain Khan, the young man who sacrificed himself defending our country in the United States Army, has been subject to attack by Donald.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''And even someone like Captain Khan, the young man who sacrificed himself defending our country in the United States Army, has been subject to attack by Donald.'''"",  ""input"": ""And even someone like Captain Khan, the young man who sacrificed himself defending our country in the United States Army"
28280,1,0.0,"It's based on the plan of Governor Jim Hunt in North Carolina, and it works great.",This statement is subjective and lacks any factual claims that can be verified with publicly available information.
2215,1,0.0,"So they don't have to pay additional money, no additional $6,000.",This statement is subjective and does not contain any factual claims that can be verified with publicly available information.
16657,1,0.0,We have recommended that in the h- housing program we can reduce down payments and moderate monthly payments.,"This statement is a recommendation, not a factual claim. It does not contain any information that can be verified using publicly available information."
26655,1,0.0,We have concluded with Japan 21 -- about to be 22 -- trade agreements now.,"The sentence is not check-worthy because it is unclear what the speaker means by 'concluded with Japan 21 -- about to be 22 -- trade agreements now.' It is unclear what the numbers 21 and 22 refer to, and whether any actual trade agreements have been made. Without this information, it is impossible to fact-check the statement."
25195,1,0.0,"The Soviet Union, to our surprise -- and not just mine -- made it plain when we brought this up that they placed, they thought, a greater reliance on the land-based missiles and, therefore, they wanted to take up all three.",This statement is a subjective opinion about the Soviet Union's military strategy during negotiations. It does not contain any factual claims that can be verified with publicly available information.
18560,1,0.0,I didn't say I would bring troops out in six months.,"This is a direct quote from a person, and it is not factual or salient to the general public. It is a denial of a statement, and it does not contain any factual information that can be checked."
106,1,0.0,"And let me lay out for you my own strategy for bring that deficit down, because as a chief executive that's balanced ten budgets in a row, I've had to make those tough decisions and those tough choices.",The sentence is subjective and contains no factual claims that can be verified with publicly available information.
24127,1,0.0,So that one we came away with in creating jobs for the American people.,This is a subjective statement that does not contain any factual claims that can be verified.
20839,1,0.0,And many of the public schools are meeting the call.,This statement is too vague to be fact-checked. It does not contain any specific claims that can be verified with publicly available information.
19356,1,0.0,"He appointed three people, I appointed three people to get campaign finance reform.",This statement is subjective and contains no factual claims that can be verified with publicly available information.
20101,1,0.0,"When I ran for president, I said we'd cut the deficit in half in four years; we cut it by 60 percent.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''When I ran for president, I said we'd cut the deficit in half in four years; we cut it by 60 percent.'''"",  ""input"": ""When I ran for president, I said we'd cut the deficit in half in four years; we cut"
21629,1,0.0,Mr. Perot wants to do the same thing.,This statement is too vague to be fact-checked. It does not contain any factual information that can be verified using publicly available information.
32443,1,0.0,"As soon as I have -- first of all, I pay hundreds of millions of dollars in taxes.",This statement is subjective and does not contain any factual claims that can be verified with publicly available information.
12575,1,0.0,I have sustained it since then.,This sentence is a personal statement and does not contain any factual claims that can be verified.
19513,1,0.0,"And, I might add, with the democratic Russia.",This statement is subjective and contains no factual claims.
5970,1,0.0,"By the way, when Senator Obama said he would unilaterally renegotiate the North American Free Trade Agreement, the Canadians said, ""Yes, and we'll sell our oil to China.""","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''By the way, when Senator Obama said he would unilaterally renegotiate the North American Free Trade Agreement, the Canadians said, 'Yes, and we'll sell our oil to China.'''"",  ""input"": ""By the way, when Senator Obama said he would"
8550,1,0.0,"Four hundred billion, approximately, is a result of what individuals do.",This statement is too vague to be fact-checked. It does not contain any specific claim that can be verified using publicly available information.
12251,1,0.0,We are a big industrial state.,This statement is subjective and does not contain any factual claims that can be verified.
25126,1,0.0,"And so, the terrorist acts began and led to the one great tragedy when they were killed in that suicide bombing of the building.","This sentence is not check-worthy because it is unclear what the sentence is trying to say. The phrase 'the terrorist acts began' is vague and does not specify which terrorist acts the author is referring to. Additionally, the phrase 'the one great tragedy' is subjective and does not provide enough context to be fact-checked. The sentence also contains a factual claim about a suicide bombing, but it is unclear what building is being referred to and when the bombing occurred. Therefore, it is not possible to fact-check this claim without more information."
22724,1,0.0,He talks about a grand idea: Let's have a summit; we're going to solve the problem in Iraq by holding a summit.,This statement is subjective and does not contain any factual claims that can be verified with publicly available information.
18933,1,0.0,My opponent opposed the missile defenses.,"This is a subjective statement, as it is unclear who the opponent is and what missile defenses are being referred to. It is not a factual claim that can be verified with publicly available information."
19517,1,0.0,"When I took office, the worst war in Europe was waging in Bosnia.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''When I took office, the worst war in Europe was waging in Bosnia.'''"",  ""input"": ""When I took office, the worst war in Europe was waging in Bosnia."",  ""type"": ""text""}```##### Model:"
1378,1,0.0,"And, in addition to that put forward a proposal that was adopted and used throughout my own term of office of selection of - for all judges and district attorneys or prosecuting attorneys, on the basis of merit.","The sentence is a statement of a proposal made by the speaker, and does not contain any factual claims that can be checked."
23864,1,0.0,"In the last four years, there have been twice as many bankruptcies as new jobs created.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''In the last four years, there have been twice as many bankruptcies as new jobs created.'''"",  ""input"": ""In the last four years, there have been twice as many bankruptcies as new jobs created."",  ""output"": {    ""score"": 90,"
24998,1,0.0,"Now, they claim they're not.",This sentence is too vague and does not contain any factual claim that can be checked.
24412,1,0.0,"And right now, as you know, the US took the lead in a no-fly operation up there in-- no- fly order up in the United Nations.","This statement is not check-worthy because it is unclear what the speaker is referring to. The statement contains a vague reference to a 'no-fly operation' and a 'no-fly order' at the United Nations, but it does not provide enough context for a fact-checker to verify the claim. Additionally, the phrase 'as you know' suggests that the speaker is making an assumption about the audience's knowledge, which further muddies the waters."
24607,1,0.0,"We're funding them ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ I wish there was more money -- but we're funding them far more than any time in the past, and we're going to keep on doing that.",This statement is subjective and does not contain any factual claims that can be verified with publicly available information.
33662,1,0.0,"I have said repeatedly throughout this campaign: I will not raise taxes on anyone making $250,000 or less.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''I have said repeatedly throughout this campaign: I will not raise taxes on anyone making $250,000 or less.'''"",  ""input"": ""I have said repeatedly throughout this campaign: I will not raise taxes on anyone making $250,000 or less"
27196,1,0.0,"And those principles include human rights, human dignity, free enterprise, freedom of expression, elections.","This sentence is expressing subjective or opinion-centered statements, questions, and trivial factual claims. It does not contain any factual claims that are salient to the general public."
11532,1,0.0,And we have maintained the sanctions.,"This is a statement of action, not a factual claim. It does not contain any information that can be fact-checked."
23456,1,0.0,"Ladies and gentlemen, that's just not true what he said.",This sentence is a response to a previous statement and does not contain any factual claims.
34170,1,0.0,I guess he believes it makes him look better now to contrast with me because I did vote for it.,"This is a subjective statement about someone's beliefs and motivations, which cannot be fact-checked with publicly available information."
16088,1,0.0,"But let me simply say for the record, I did not vote to cut COLAs.","This is a direct statement from the speaker, and it is not factual or salient to the general public. It is a denial of an action, and it does not contain any information that can be fact-checked using publicly available information."
2217,1,0.0,They'll have at least two plans.,"This is a statement of possibility, not a factual claim. It does not contain any information that can be fact-checked."
3357,1,0.0,"Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation?","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} \n\n'Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation?'\n"",  ""input"":"
33833,1,0.0,"And that was now all on tape, started by her.",This sentence is a subjective statement and does not contain any factual claims that can be verified with publicly available information.
27122,1,0.0,"But look, this has been going on for a year.",This is a subjective statement that does not contain any factual claims.
14394,1,0.0,We gave Ambassador Glaspie written instructions.,"This is a factual statement, but it is not check-worthy because it is a trivial factual claim. It does not touch on statistics or historical information, and it is not salient to the general public."
16710,1,0.0,When Mr. Nixon made his famous uh speech on Operation Independence we were importing about 35 percent of our oil.,"##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''When Mr. Nixon made his famous uh speech on Operation Independence we were importing about 35 percent of our oil.'''"",  ""input"": ""When Mr. Nixon made his famous uh speech on Operation Independence we were importing about 35 percent of our oil"
27956,1,0.0,And we're retaining our workers for the jobs of tomorrow.,This statement is subjective and does not contain any factual claims that can be verified.
32877,1,0.0,And he is supporting me 100 percent.,This is a subjective statement and does not contain any factual claims that can be verified.
13602,1,0.0,"On this, as on so many other issues, I have a fundamental difference from the present administration.","This statement is subjective and opinion-centered, expressing a difference in viewpoint without providing any factual claims that could be checked."
17602,1,0.0,"All of those are legally deductions, deductible in computing your tax, and it was a 1-year thing with him.","This statement is about tax deductions, which are subject to specific laws and regulations that vary by country and jurisdiction. As a result, it would be difficult to fact-check this statement without additional context, such as the specific tax laws and regulations applicable to the situation being described. Additionally, the statement refers to 'him' without specifying who this individual is, making it difficult to verify the accuracy of the claim. Therefore, I would rate this statement as 0 on the check-worthiness scale."
