sentence_id,Verdict,score,Text,reasoning
2326,1,80.0,"Now, Governor Romney has said he wants to repeal Dodd-Frank.","This is a factual claim about a political candidate's stance on a policy issue. It is salient to the general public because Dodd-Frank is a major piece of financial regulation legislation, and the stance of political candidates on such issues is always of interest to the public."
28160,1,80.0,"We've spent 65 years now on the development of a hybrid system, partly private, partly public, and 85% of our people have health insurance, 15% don't.",The sentence contains factual claims about the development of a hybrid system and the percentage of people with health insurance. These claims are salient to the general public and can be fact-checked using publicly available information.
20122,1,80.0,There are actually more people in government except for people in defense related jobs.,"This statement is check-worthy because it is a factual claim that can be verified using publicly available data. It touches on the number of people employed in the government, which is salient to the general public. However, the statement is somewhat vague, as it does not specify which level of government it is referring to (e.g., federal, state, local). Additionally, the statement does not define what is meant by 'defense related jobs', which could potentially include a wide range of positions. Therefore, the score is not as high as it could be."
28296,1,80.0,"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.","The first sentence contains a factual claim about the percentage of voters who are parents with children, which could be fact-checked using demographic data. The second sentence is not check-worthy as it is a subjective statement about the size of the current generation of students in public schools."
7721,1,80.0,"When he selected his vice presidential running mate, he selected a man who had voted against most of these proposals and who opposes them at the present time.","This statement is check-worthy because it makes a factual claim about a specific action taken by a political figure. The claim that the vice presidential running mate 'opposes' certain proposals at the present time is also factual and check-worthy, as it can be verified using publicly available information."
1389,1,80.0,But now I think there have been a couple of instances where the Burger Court has made technical rulings where an obviously guilty person was later found to be guilty.,"This statement is check-worthy because it makes a factual claim about the Supreme Court's rulings and the guilt of certain individuals. While the claim is somewhat vague, it could be fact-checked by looking up specific cases where the Burger Court made technical rulings and determining whether the individuals in question were later found to be guilty."
23306,1,90.0,"As I told you, we've just got a report that said over the past 13 months, we've created 1.9 million new jobs.",This statement is check-worthy because it contains a factual claim about job creation over the past 13 months. The claim is salient to the general public as it relates to the economy and employment. The claim can be fact-checked using publicly available data from sources such as the Bureau of Labor Statistics.
16783,1,90.0,"As a result, we have saved over $9 billion in federal expenditures.",This statement is check-worthy because it contains a factual claim about a large amount of money saved by the federal government. It is salient to the general public because it touches on government spending and potential savings.
19702,1,80.0,"We're even shipping 3,000 Kurds to Guam.","This statement is check-worthy because it contains a factual claim about the U.S. government sending 3,000 people to Guam. This is a significant action that would require a large amount of resources and coordination, and it is salient to the general public because it involves immigration and foreign policy."
17550,1,0.0,"In my opinion, as we deal with this deficit, people from about $70,000 a year on down have to be dealt with very, very carefully, because they are the ones who didn't get any relief the first time around.",The statement is subjective and contains an opinion. It does not contain any factual claims that can be verified.
2316,1,80.0,"You had loan officers were -- that were giving loans and mortgages that really shouldn't have been given, because the folks didn't qualify.",This statement is check-worthy because it makes a factual claim about loan officers giving loans to people who did not qualify. This could be fact-checked by looking at loan records and qualification criteria.
32009,1,50.0,And Donald insulted and attacked them for weeks over their religion.,"This statement is check-worthy because it is a factual claim about a public figure's behavior. However, it is not entirely clear who 'them' refers to, and the claim is somewhat subjective, as it relies on the definition of 'insult' and 'attack'. The score is therefore relatively low."
8726,1,80.0,"We have a coal supply that is equal to 50% of the world's coal supply, good for centuries, in this country.","The claim that the US has 50% of the world's coal supply is factual and can be checked using publicly available data. The claim that this supply is good for centuries is subjective and depends on future usage patterns, but it is still check-worthy because it touches on a factual topic of public interest."
21457,1,80.0,"In terms of programs, I've submitted, what, 4 different budgets to the US Congress in great detail.","This statement is factual and salient to the general public, as it touches on the budgets submitted to the US Congress. However, it is unclear whether the statement is true or not, as it does not provide specific details about the budgets or the time period in which they were submitted. Therefore, it is not completely check-worthy, but still worth looking into."
27831,1,0.0,"I said that we would provide guarantees, and -- and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy.",This statement is a subjective claim about the speaker's actions and the outcome of those actions. It does not contain any factual claims that can be verified with publicly available information.
33427,1,80.0,"... to sign immigration reform, and George W. Bush supported it, as well.","The claim that Obama and Bush supported immigration reform is factual and salient to the general public. However, the sentence does not provide enough context to fact-check the claim. For example, it is unclear which immigration reform the presidents supported and when they supported it. Therefore, I give it a score of 80."
30262,1,100.0,We're a country that owes $20 trillion.,"This is a factual claim about the US national debt, which is a salient topic to the general public."
909,1,70.0,But I also believe we need an agricultural policy which doesn't cost us 15 to 20 to 25 billion dollars a year that it's been costing us over the course of the past three or four years under this administration.,"The claim that the agricultural policy has been costing 15 to 25 billion dollars a year is factual and salient to the general public. However, the reasoning behind this cost is not provided, which is why the score is not 100."
7036,1,80.0,"If you're married, you got tax relief.","This statement is check-worthy because it contains a factual claim about tax relief for married individuals. The claim is salient to the general public because taxes are a common concern and many people may be interested in understanding how their marital status affects their tax burden. However, the statement is somewhat vague, so it would be necessary to fact-check the specifics of the tax relief in question."
27627,1,0.0,So our troops will come home at that point.,"This is a statement of intent, not a factual claim."
34131,1,80.0,"He violated the red line in the sand, and he made so many mistakes, made all the mistakes.","The sentence contains two claims: 1) the subject violated the red line in the sand, and 2) the subject made many mistakes. Both claims are factual and salient to the general public. However, the second claim is somewhat vague and subjective, which is why the score is not 100."
8197,1,90.0,We have developed more hydroelectric power in these seven and a half years than was developed in any previous administration in history.,"This statement is check-worthy because it is a factual claim about a specific statistic that is salient to the public. It is possible to fact-check this claim by comparing the amount of hydroelectric power developed during the current administration to the amount developed during previous administrations. The claim is specific and quantifiable, making it easier to fact-check than a more subjective or opinion-based statement."
18687,1,100.0,"No president, through all of American history, has ever ceded, and nor would I, the right to preempt in any way necessary to protect the United States of America.","This is a factual claim about the actions of all U.S. presidents throughout history, which is both factual and salient to the general public. It can be fact-checked by consulting historical records and documents."
16608,1,80.0,Our country now has no comprehensive energy program or policy.,"This statement is check-worthy because it is a factual claim that is salient to the general public. It touches on the country's energy policy, which is a significant topic that affects many people. However, the statement is somewhat subjective because it uses the word 'comprehensive,' which could be interpreted differently by different people. Therefore, I gave it a score of 80 instead of 100."
14867,1,80.0,"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.",The statement contains a factual claim about military spending changing due to a transition from war to peace. This is check-worthy because it is a factual claim that is salient to the general public and can be fact-checked using publicly available information.
8757,1,80.0,"Because in industry today, we're producing more, over the last several years, and at 12% less use of energy than we were back in about 1973.","The claim that industry is producing more while using 12% less energy than in 1973 is factual and can be verified using publicly available data on industrial production and energy use. However, the exact figures and context require further investigation, which is why the score is not 100."
2380,1,80.0,And three-quarters of them said it makes us less likely to hire people.,"This statement is check-worthy because it contains a factual claim about a survey result. The claim is salient to the general public because it touches on hiring practices, which is a significant aspect of employment. The statement can be fact-checked by looking for the survey results and checking if the survey was conducted in a reliable manner."
8755,1,80.0,"That is the same Government that, in 1920, told us we only had enough oil left for 13 years, and 19 years later, told us we only had enough left for another 15 years.",This statement is check-worthy because it makes a factual claim about the U.S. government's predictions about oil reserves in the past. It is salient to the general public because it touches on a topic of significant economic and environmental importance.
13427,1,80.0,"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added.","This statement is check-worthy because it asserts that the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented the addition of that aid. This is a factual claim that is salient to the general public, as it touches on federal aid and education. It can be fact-checked using publicly available information, such as Senate records and news reports."
21717,1,0.0,I am not for national registration of firearms.,"This is a subjective statement of opinion, not a factual claim."
8950,1,80.0,"But at the same time, we gave back to the people of California - in tax rebates, tax credits, tax cuts - $5.7 billion.","This statement is check-worthy because it contains a specific numerical claim about the amount of money given back to the people of California in tax rebates, tax credits, and tax cuts. This is a factual claim that is salient to the general public, as it pertains to public finances and government spending. The statement can be fact-checked using publicly available information about government budgets and tax policies."
27747,1,80.0,"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.","The claim that 'about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs' is check-worthy because it is a factual claim that is salient to the general public. It touches on population growth and urbanization, which are important issues. However, the discrepancy between 20,000 and 20 million makes the claim somewhat unclear, which is why the score is not 100."
16516,1,80.0,"If we assume the ah - uh - a rate of growth of our economy, equivalent to what it was during President Johnson, President Kennedy, even before the - the - the - uh wa uh - Vietnese- namese War, and if we assume that at the end of the four-year period we can cut our unemployment rate down to 4 to 4 and a half percent - under those circumstances, even assuming no elimination of unnecessary programs and assuming an increase in the ad- in the allotment of money to finance programs, increasing as the inflation rate does - my economic projections, I think confirmed by the House uh - and the Senate committees, have been with the $60 billion extra amount of money that can be spent in fiscal year '81 which will be the last year of this next term.","The sentence contains several factual claims that are check-worthy, such as the rate of growth of the economy during President Johnson and President Kennedy, the unemployment rate at the end of a four-year period, and the amount of money that can be spent in fiscal year '81. However, some of the claims are subjective or opinion-centered, such as the assumption of no elimination of unnecessary programs and the confirmation of economic projections by the House and Senate committees. Overall, the sentence is mostly check-worthy, but the score is reduced due to the presence of subjective claims."
2820,1,80.0,"A few months later, he said he wanted to cut the defense budget by eight or nine billion dollars.","This statement is check-worthy because it contains a specific numerical claim about the defense budget. This is a factual claim that is salient to the general public, as the defense budget is a matter of public interest and eight or nine billion dollars is a significant amount of money. This claim can be fact-checked using publicly available information about the defense budget and the speaker's statements."
34250,1,70.0,"He now also aligned with Iran, who we made very powerful.","The claim that Iran has been made'very powerful' is factual and salient to the general public. However, the sentence does not provide enough context to determine the accuracy of the claim. The term 'we' is also ambiguous and needs to be clarified."
6977,1,80.0,"But I want to warn my fellow citizens: The cost of doing nothing, the cost of saying the current system is OK, far exceeds the costs of trying to make sure we save the system for our children.","This statement is check-worthy because it contains a factual claim about the cost of doing nothing and the cost of trying to save the system. While the exact costs are not provided, the statement implies that these costs can be quantified and compared. Additionally, the statement touches on a topic of public interest, as it relates to the future of the current system and the well-being of future generations."
10863,1,80.0,"Nuclear power is safe, and it's clean, and it creates hundreds of thousands of jobs.","The safety and environmental impact of nuclear power are debated topics, and the number of jobs created by the industry can be fact-checked using publicly available data."
14912,1,80.0,"At the same time, as I have said earlier, we have added about nine million net new jobs in that period of time - a record never before achieved.","The claim that 'we have added about nine million net new jobs in that period of time - a record never before achieved' is check-worthy because it is a factual claim that is salient to the general public. It touches on economic statistics and job growth, which are important indicators of a country's economic health. It would be fact-checked by verifying the job growth statistics for the specified time period and checking if it is indeed a record high."
24841,1,0.0,The Soviet Union is no more and we're working with a democratic country.,The statement is subjective and contains no factual claims that can be verified.
28054,1,80.0,"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient's bill of rights through.","This statement is check-worthy because it makes a factual claim about the speaker's ability to bring together Republicans and Democrats to pass a bill in Texas. While it is possible that the speaker did indeed play a significant role in passing the bill, the statement is somewhat vague and does not provide enough context to fact-check without additional research. For example, it is unclear which specific bill the speaker is referring to, and what exactly is meant by 'a patient's bill of rights'. However, given that the statement touches on a potentially important political event, I would give it a moderately high check-worthiness score."
16829,1,90.0,"This permits a company to create uh - a dummy corporation, to export their products, and then not to pay the full amount of taxes on them.","This statement is check-worthy because it asserts that a company can use a dummy corporation to avoid paying the full amount of taxes on their exports. This is a factual claim that is both specific and salient to the general public, as it touches on issues of corporate taxation and potential tax evasion."
8928,1,80.0,"And one is going to give you $122 more if you happen to be in that range of about a $20,000-a-year income.","The statement contains a factual claim about a specific monetary amount that could be given to people in a certain income range. This is check-worthy because it is a statement that could be verified using publicly available data, such as government records or reports."
8124,1,0.0,I'm not satisfied to have fifty percent of our steel-mill capacity unused.,This is a statement of opinion and does not contain any factual claims that can be checked.
10609,1,80.0,And Senator McCain voted for four out of five of those George Bush budgets.,"This statement is check-worthy because it is factual and pertains to the actions of a public figure, John McCain. The claim that he voted for four out of five of George Bush's budgets is something that can be verified using publicly available information, such as voting records."
15294,1,90.0,"Now, it is trillions of dollars out of balance, and the only answer that has come so far is the biggest single tax increase in our nation's history - the payroll tax increase for Social Security - which will only put a band-aid on this and postpone the day of reckoning by a few years at most.",The statement contains a factual claim about the US budget being trillions of dollars out of balance and the proposed solution being the biggest single tax increase in US history. Both of these claims are check-worthy as they are factual and salient to the general public.
19104,1,80.0,"We passed 100,000 police, the assault weapons ban, the Brady Bill.","The sentence contains factual claims about the passing of certain laws, which are salient to the general public. However, the exact number of police officers mentioned is not easily verifiable, so the score is not 100."
27084,1,0.0,They're willing to work with us.,This statement is subjective and does not contain any factual claims that can be verified.
20753,1,80.0,Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans.,The statement contains a factual claim about the number of IRS agents needed to figure out a tax cut for the middle class. This is check-worthy because it involves a quantifiable claim that could be verified using publicly available data.
25897,1,80.0,We have never been asked to send troops to the West Bank.,This is a factual claim that can be verified using publicly available information. It is salient to the general public because it touches on international relations and military deployments.
14952,1,0.0,We've had the Central Accounting.,The sentence is a statement of possession and does not contain any factual or salient information to the general public.
6216,1,100.0,"Senator Obama, as a member of the Illinois State Senate, voted in the Judiciary Committee against a law that would provide immediate medical attention to a child born of a failed abortion.",This statement is check-worthy because it is a factual claim about a specific action taken by a public figure in a legislative context. It can be fact-checked by consulting records of the Illinois State Senate's Judiciary Committee votes and determining whether Senator Obama voted against the law in question.
3116,1,70.0,"Just recently, President Rabin said that our relations were never better.","This statement is check-worthy because it is a factual claim about a statement made by a public figure. However, it is not entirely clear what the speaker means by 'our relations' and whether this is a subjective or objective claim. The statement is not entirely trivial, but it is not the most salient factual claim either."
20898,1,0.0,We have a strong charter school movement that I signed the legislation to get started in the State of Texas.,This statement is subjective and contains no factual claims that can be verified with publicly available information.
20338,1,80.0,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,This statement is check-worthy because it contains a factual claim about the impact of a policy on Medicare funding. The claim is salient to the general public because it touches on potential changes to a major government program and the distribution of wealth.
8962,1,95.0,"But I do know that, despite his pledge to reduce state Government spending, that it rose from $4.6 billion when he took office in 1967, to $10.2 billion during his eight years in office.",This statement is check-worthy because it makes a factual claim about the change in state government spending during a specific time period. This is a quantifiable fact that can be verified using publicly available data.
25136,1,90.0,"In a recent 30-day period, 37 terrorist acts in 20 countries have been committed.","This statement is check-worthy because it contains a factual claim about a specific number of terrorist acts in a defined time period and geographical area. The claim is salient to the general public due to the potential impact of terrorism on global security and stability. However, the statement does not provide enough context for fact-checking, such as the source of the information or the definition of a 'terrorist act'. Therefore, the score is not 100."
12414,1,0.0,"That's going to be up to the people, isn't it?","This is a question, not a factual claim."
27076,1,0.0,"And finally, we don't want to have military involvement there.",This statement is subjective and does not contain any factual claims.
14929,1,100.0,"But that can't hide the fact that there are eight million men and women out of work in America today, and two million of those lost their jobs in just the last few months.",This statement is factual and salient to the general public. The number of unemployed individuals in America is a matter of public record and can be fact-checked using data from the Bureau of Labor Statistics.
17644,1,80.0,"Yes, there has been an increase in poverty, but it is a lower rate of increase than it was in the preceding years before we got here.","This statement is check-worthy because it contains a factual claim about an increase in poverty rates. The claim is salient to the general public because poverty is a significant social issue. The statement is not entirely clear about the specific poverty rate or the time frame, but it does mention a comparison to preceding years, which suggests that it could be fact-checked using publicly available data on poverty rates over time."
7676,1,80.0,"About two percent of our population of white people are - is illiterate, ten per cent of our colored population.","The statement contains a factual claim about the literacy rates of different racial groups. While the exact numbers may be debatable, the topic is salient and can be fact-checked using publicly available data."
28462,1,80.0,Right now our military is the strongest in the entire history of the world.,"This statement is check-worthy because it is a factual claim about the military strength of the United States. While it is difficult to quantify military strength, there are various metrics such as military budget, number of troops, and military technology that can be used to fact-check this claim. However, the claim is somewhat subjective and depends on the definition of'strongest' and 'entire history', so I give it a score of 80 instead of 100."
3715,1,100.0,I saved the taxpayers $6.8 billion by fighting a contract that was negotiated between Boeing and DOD that was completely wrong.,"This statement is check-worthy because it is a factual claim about a specific action taken by a public figure that has a significant financial impact. The claim can be fact-checked by comparing the cost of the original contract to the revised contract, and determining whether the revision resulted in a savings of $6.8 billion. Additionally, the statement implies that the original contract was improper in some way, which could also be fact-checked by reviewing the terms of the contract and determining whether they were indeed problematic."
17129,1,80.0,This is the worst trade year in American history by far.,"This statement is check-worthy because it makes a factual claim about the worst trade year in American history. While it is subjective to some degree, it is still possible to fact-check this claim by looking at historical trade data and determining whether this year is indeed the worst. The statement is not a trivial factual claim, as it touches on economic history and potentially important issues such as international trade policy."
1851,1,70.0,"But under Governor Romney's definition, there are a whole bunch of millionaires and billionaires who are small businesses.","This statement is check-worthy because it makes a factual claim about the definition of a term ('millionaires and billionaires who are small businesses') used by a public figure (Governor Romney). While the term'small businesses' is somewhat subjective, the statement still references specific groups of people (millionaires and billionaires) and thus can be fact-checked using publicly available data on income and business ownership."
6926,1,80.0,"The Lewin report accurately noted that there are going to be 20 million people, over 20 million people added to government-controlled health care.","The statement is check-worthy because it makes a factual claim about the Lewin report and the number of people added to government-controlled health care. However, it is unclear what time frame the 20 million people are being added over, and what specific type of government-controlled health care is being referred to. This information would need to be clarified before fact-checking the statement."
32170,1,80.0,"Right now, we are at 90 percent health insurance coverage.","This statement is check-worthy because it contains a factual claim about health insurance coverage. While it is likely true that the US has high health insurance coverage, the specific number of 90% is something that should be verified using publicly available data."
8326,1,80.0,The farmer produced these surpluses because the government asked him to through legislation during the war.,"This statement is check-worthy because it makes a factual claim about the reason for the farmer's surplus production. While it is possible that the government did ask farmers to produce surpluses through legislation during a war, this is a specific claim that should be verified using historical records or other reliable sources."
1086,1,0.0,"But to add one other feature, I don't control any of the tapes.",This statement is too vague to be fact-checked. It is unclear what the speaker is referring to when they say 'the tapes'.
15178,1,70.0,"Now, to suggest that because two Republican presidents tried to pass the SALT treaty - that puts them on its side - I would like to say that President Ford, who was within 90% of a treaty that we could be in agreement with when he left office, is emphatically against this SALT treaty.","The statement contains a factual claim about President Ford's stance on the SALT treaty. While it is true that President Ford tried to pass the SALT treaty, it is not clear whether he was 'emphatically against' the treaty when he left office. This claim is check-worthy because it touches on historical information and can be fact-checked using publicly available sources."
30216,1,80.0,"I voted for every sanction against Iran when I was in the Senate, but it wasn't enough.","The claim that the speaker voted for every sanction against Iran when they were in the Senate is factual and can be verified by checking the voting records of the Senate. The claim that it wasn't enough is subjective and depends on the context, but it is not the main focus of the statement. Therefore, the statement is considered check-worthy."
16609,1,80.0,"We have twenty different agencies in the federal government responsible for the production, the regulation, the uh - information about energy, the conservation of energy, spread all over government.","The sentence contains a factual claim about the number of agencies in the federal government responsible for energy-related matters. While the exact number may be subject to interpretation, the claim is still check-worthy as it touches on a topic of public interest and can be verified using publicly available information."
8202,1,90.0,We often hear gross national product discussed and in that respect may I say that when we compare the growth in this Administration with that of the previous Administration that then there was a total growth of eleven percent over seven years; in this Administration there has been a total growth of nineteen per cent over seven years.,"The statement contains a factual claim about the growth in GNP during two different presidential administrations. This is a statistic that is both factual and salient to the general public, and it can be fact-checked using publicly available information."
14898,1,90.0,"which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate.","This statement is check-worthy because it attributes a specific claim about economic policy to George Bush, which could be fact-checked using publicly available information about Bush's statements and the historical inflation rate."
14087,1,80.0,Look what's happening to McDonnell Douglas; even Boeing is losing market share -- because we let the Europeans spend $25-$40 billion on Airbus without an appropriate competitive response.,"The statement contains a factual claim about the market share of McDonnell Douglas and Boeing, as well as the amount of money spent on Airbus. These are all quantifiable figures that can be fact-checked using publicly available information."
11645,1,100.0,"We did, actually, send troops into Rwanda to help with the humanitarian relief measures.","This is a factual claim that is check-worthy because it touches on a historical event. The Rwandan genocide is a well-known event, and the involvement of foreign troops in humanitarian relief efforts is a salient topic. This claim can be fact-checked using publicly available information about the Rwandan genocide and the international community's response."
12659,1,80.0,We've had the lowest rate of increase of economic growth in the last nine months of any major industrialized society in the world.,"This statement is check-worthy because it makes a factual claim about economic growth rates. While it does not specify which countries are being compared, it does mention'major industrialized society in the world', which suggests that it is referring to a significant group of countries. The claim is also salient to the general public as economic growth is a key indicator of a country's prosperity and stability."
