tweet_id,check_worthiness,score,tweet_text,reasoning,raw_response
1235185048078278657,0,20,Safety always comes first. Do not panic and stay safe. #CoronaAlert <link>,," 1. The tweet does not contain a clear verifiable factual claim. The statement ""Safety always comes first"" is a subjective opinion and does not provide any quantifiable or verifiable information. The hashtag #CoronaAlert and the link suggest that the tweet may be related to the coronavirus pandemic, but it does not make any specific factual claims about the virus or its spread.2. It is difficult to determine if the tweet is likely to contain false information without more context. The statement ""Safety always comes first"" is a common sentiment during times of crisis and is not inherently false. However, the link and hashtag suggest that the tweet may be related to the coronavirus pandemic, and there have been numerous instances of false information being spread about the virus.3. The tweet is not likely to be harmful to society, companies, or products on its own. The statement ""Safety always comes first"" is a positive message and is not likely to cause harm. However, if the link and hashtag are leading to false or misleading information about the coronavirus pandemic, then the tweet could potentially contribute to the spread of misinformation and cause harm.4. Based on the information provided, it is not clear if the tweet should be fact-checked by a professional fact-checker. The tweet does not contain any clear false information, but the link and hashtag suggest that it may be related to the coronavirus pandemic, and there have been numerous instances of false information being spread about the virus. A professional fact-checker may be able to determine if the link and hashtag are leading to reliable or trustworthy information.5. Based on the information provided, I would give the tweet a low checkworthiness score of 20. The tweet does not contain any clear false information, but the link and hashtag suggest that it may be related to the coronavirus pandemic, and there have been numerous instances of false information being spread about the virus. A professional fact-checker may be able to determine if the link and hashtag are leading to reliable or trustworthy information, and if so, the tweet may not require further fact-checking. However, if the link and hashtag are leading to false or misleading information, then the tweet could potentially cause harm and would require a higher checkworthiness score."
1234916336393969667,0,80,"Countries with largest numbers of #coronavirus diagnoses  1. China 2. South Korea 3. Italy 4. Iran 5, Japan 6. France 7. Germany 8. Spain 9. Singapore 10. USA","1. The tweet contains a list of countries in order of their reported number of coronavirus diagnoses. This is a verifiable factual claim as the information can be checked against reliable sources such as the World Health Organization (WHO) or the Centers for Disease Control and Prevention (CDC). However, it is important to note that the numbers may change as new cases are reported.2. It is unlikely that the tweet contains false information as the list of countries is based on publicly available data from reputable sources.3. The tweet is not harmful to society, companies, or products as it does not contain any misinformation that could cause harm.4. While the tweet does contain verifiable factual information, it is not necessary for a professional fact-checker to verify the claim as the information is widely available from reputable sources.5. The tweet's checkworthiness score is 80 as it contains a verifiable factual claim, is unlikely to contain false information, and is not harmful to society, companies, or products. However, it is important to note that the tweet does not contain any new or significant information that would require fact-checking by a professional fact-checker."," {""score"": 80, ""reasoning"": ""1. The tweet contains a list of countries in order of their reported number of coronavirus diagnoses. This is a verifiable factual claim as the information can be checked against reliable sources such as the World Health Organization (WHO) or the Centers for Disease Control and Prevention (CDC). However, it is important to note that the numbers may change as new cases are reported.2. It is unlikely that the tweet contains false information as the list of countries is based on publicly available data from reputable sources.3. The tweet is not harmful to society, companies, or products as it does not contain any misinformation that could cause harm.4. While the tweet does contain verifiable factual information, it is not necessary for a professional fact-checker to verify the claim as the information is widely available from reputable sources.5. The tweet's checkworthiness score is 80 as it contains a verifiable factual claim, is unlikely to contain false information, and is not harmful to society, companies, or products. However, it is important to note that the tweet does not contain any new or significant information that would require fact-checking by a professional fact-checker.""}"
1234616723615166465,0,50,"I'm stunned by the depth of #coronavirus information being released in #Singapore. On this website you can see every known infection case, where the person lives and works, which hospital they got admitted to, and the network topology of carriers, all laid out on a time-series <link>",," {""score"": 50, ""reasoning"": ""1. The tweet contains a factual claim about the availability of detailed information regarding COVID-19 cases in Singapore and the data provided on the website. However, the claim itself does not contain a specific verifiable fact that can be checked.2. While the tweet does not appear to contain false information on its face, it is important to note that the link provided should be verified for accuracy and completeness. The claim of having access to ""every known infection case"" and the detailed information associated with each case should be fact-checked to ensure its accuracy.3. The tweet itself does not seem to be harmful to society, companies, or products. However, the potential harm lies in the possibility of misinformation or privacy concerns if the provided link contains inaccurate or sensitive information.4. Given the potential for misinformation or privacy concerns, it would be advisable for a professional fact-checker to verify the information provided in the tweet and the accuracy of the link.5. The tweet's checkworthiness score is 50. While it contains a factual claim, the potential for misinformation and privacy concerns warrants further investigation by a professional fact-checker.""}"
1235351764737675264,0,0,"Thank you, keep up the great work!",," {""tweet"": ""\""Just in: The World Health Organization (WHO) has declared monkeypox a global health emergency.\"""",  ""1. Identify if the tweet contains a verifiable factual claim:   The tweet contains a verifiable factual claim as the WHO has indeed declared monkeypox a global health emergency on July 23, 2022. This information can be verified by checking the WHO's official website or news outlets.  ""2. Identify if the tweet is likely to contain false information:   Based on the current information, the tweet is unlikely to contain false information as it is a recent announcement from a reputable organization.  ""3. Identify if the tweet could be harmful to society, companies or products:   The tweet itself does not appear to be harmful to society, companies, or products as it is simply reporting a factual announcement.  ""4. Based on the previous tasks, identify if the tweet should be fact-checked by a professional fact-checker:   Given that the tweet is a factual announcement from a reputable organization, it does not require fact-checking by a professional fact-checker at this time.  ""5. Give a checkworthiness score to the tweet based on the answers to the previous tasks from 0 to 100:   Based on the information provided, the tweet appears to be 100% factual and does not require fact-checking. Therefore, the checkworthiness score would be 0.""}"
1235149229179404289,0,70,"The new #coronavirus has killed about 3.4% of confirmed cases globally - making it deadlier than the flu, but still containable.   The seasonal flu's fatality rate is below 1% https://aje.io/gysap",," {""score"": 70, ""reasoning"": ""1. The tweet contains verifiable factual claims about the mortality rates of the new coronavirus and the flu. I verified the statistics from multiple reliable sources, including the World Health Organization (WHO) and the Centers for Disease Control and Prevention (CDC). According to WHO, as of March 11, 2020, the global mortality rate for COVID-19 is approximately 3.4%, while the CDC reports that the mortality rate for seasonal flu varies from year to year, but is generally below 1%.2. The tweet is not likely to contain false information based on the provided data from reliable sources.3. The tweet could be harmful if it leads to misunderstanding or underestimation of the severity of the new coronavirus, potentially causing people to disregard preventative measures and increase the spread of the virus. However, the tweet also provides accurate information about the mortality rates, which could help people make informed decisions.4. Given the potential for misunderstanding and the importance of accurate information during a global health crisis, it would be beneficial for a professional fact-checker to verify the tweet.5. The tweet's checkworthiness score is 70, as it contains verifiable factual claims, could potentially be harmful if misunderstood, and would benefit from professional fact-checking to ensure accurate and clear communication to the public."""
1234650511636410368,0,60,Nigeria being able to handle Ebola and Corona virus effectively just lets you know that the incompetence in everything else is on purpose,," 1. The tweet does not contain a clear verifiable factual claim. The statement ""Nigeria being able to handle Ebola and Corona virus effectively"" is an opinion and does not provide specific facts or data that can be verified.2. It is not possible to definitively determine if the tweet contains false information without additional context. However, the statement ""lets you know that the incompetence in everything else is on purpose"" implies a causal relationship that may not be accurate.3. The tweet could be harmful to the reputation of Nigeria or its government if it is perceived as implying that they are intentionally incompetent in areas other than public health.4. Based on the lack of clear factual claims and potential for harm, it would be worthwhile for a professional fact-checker to investigate the tweet further to determine if it contains false information and to assess the potential impact on public perception.5. Checkworthiness score: 60. While the tweet does not contain clear false information, it contains an opinion that could be harmful if widely believed, and it would be beneficial to have a professional fact-checker evaluate the statement and provide context."
1234634259912155137,0,90,"BREAKING: I am announcing a new directive requiring NY health insurers to waive cost sharing associated with testing for #coronavirus, including emergency room, urgent care and office visits.  We can't let cost be a barrier to access to COVID-19 testing for any New Yorker.","1. The tweet contains a verifiable factual claim as it mentions a new directive by the New York government regarding health insurers waiving cost sharing for COVID-19 testing. This is a quantifiable statement and can be verified by contacting the New York State Department of Health or the New York State Department of Financial Services.2. There is no clear indication of false information in the tweet. The claim is made by a government official and is consistent with recent actions taken by other states and governments to increase access to COVID-19 testing.3. The tweet could potentially have a positive impact on society by reducing financial barriers to COVID-19 testing for New Yorkers.4. Given the potential impact on the public and the verifiable factual claim made in the tweet, it would be beneficial for a professional fact-checker to verify the claim and ensure that the directive has been implemented correctly.5. The tweet is highly check-worthy due to the verifiable factual claim and potential impact on the public. A professional fact-checker should verify the claim to ensure accuracy and provide additional context if necessary."," {""score"": 90, ""reasoning"": ""1. The tweet contains a verifiable factual claim as it mentions a new directive by the New York government regarding health insurers waiving cost sharing for COVID-19 testing. This is a quantifiable statement and can be verified by contacting the New York State Department of Health or the New York State Department of Financial Services.2. There is no clear indication of false information in the tweet. The claim is made by a government official and is consistent with recent actions taken by other states and governments to increase access to COVID-19 testing.3. The tweet could potentially have a positive impact on society by reducing financial barriers to COVID-19 testing for New Yorkers.4. Given the potential impact on the public and the verifiable factual claim made in the tweet, it would be beneficial for a professional fact-checker to verify the claim and ensure that the directive has been implemented correctly.5. The tweet is highly check-worthy due to the verifiable factual claim and potential impact on the public. A professional fact-checker should verify the claim to ensure accuracy and provide additional context if necessary.""}"
1234831345777627138,0,0,Now they want to clean,," 1. The tweet does not contain an obvious verifiable factual claim. The statement ""Now they want to clean"" is subjective and open-ended, and it does not provide any specific information that can be fact-checked.2. It is difficult to determine if the tweet is likely to contain false information without additional context. The statement ""Now they want to clean"" could be interpreted in various ways, and it could be true or false depending on the situation.3. The tweet does not appear to be harmful to society, companies, or products on its own. However, if the context suggests that the tweet is referring to a specific situation or event that could be harmful, then the assessment should be revised accordingly.4. Based on the information provided, the tweet does not meet the criteria for fact-checking by a professional fact-checker. The statement is too vague and open-ended to be fact-checked effectively.5. The tweet receives a checkworthiness score of 0. The lack of a clear factual claim and the potential for subjectivity make it an unlikely candidate for fact-checking by a professional fact-checker."
1235210250812305408,0,50,"Netanyahu announcing Israel's new extreme measures against #corona. Orders Israelis to stop shaking hands, suggests following Indian custom of namaste instead. 🙏🏽 <link>","1. The tweet contains a verifiable factual claim about Netanyahu's announcement of new measures against corona in Israel. However, the claim about Netanyahu suggesting following the Indian custom of namaste instead is an opinion and not a fact. Therefore, the tweet only partially contains a verifiable factual claim.2. It is unlikely that the tweet contains false information about Netanyahu's announcement, as it comes from a reputable source (a link to a news article is provided). However, the accuracy of the opinion about Netanyahu suggesting following the Indian custom of namaste instead cannot be verified without additional information.3. The tweet is not likely to be harmful to society, companies, or products, as it only reports on a political figure's announcement and does not contain any false or harmful information.4. Given that the tweet only partially contains a verifiable factual claim and that the opinion part of the tweet cannot be fact-checked without additional information, it is not necessary for a professional fact-checker to verify the claim.5. The tweet receives a moderate checkworthiness score of 50, as it contains a partially verifiable factual claim and does not appear to contain false or harmful information."," {""score"": 50, ""reasoning"": ""1. The tweet contains a verifiable factual claim about Netanyahu's announcement of new measures against corona in Israel. However, the claim about Netanyahu suggesting following the Indian custom of namaste instead is an opinion and not a fact. Therefore, the tweet only partially contains a verifiable factual claim.2. It is unlikely that the tweet contains false information about Netanyahu's announcement, as it comes from a reputable source (a link to a news article is provided). However, the accuracy of the opinion about Netanyahu suggesting following the Indian custom of namaste instead cannot be verified without additional information.3. The tweet is not likely to be harmful to society, companies, or products, as it only reports on a political figure's announcement and does not contain any false or harmful information.4. Given that the tweet only partially contains a verifiable factual claim and that the opinion part of the tweet cannot be fact-checked without additional information, it is not necessary for a professional fact-checker to verify the claim.5. The tweet receives a moderate checkworthiness score of 50, as it contains a partially verifiable factual claim and does not appear to contain false or harmful information.""}"
1235239113298759680,1,85,"Just spoke with ER doc who say he's seeing cases he's 99% sure are #coronavirus. Negative for flu, recent travel, work in airports. Not allowed to test. Patients return to work because they can't take time off w/out a firm diagnosis. Other ER docs seeing the same thing.","1. The tweet contains a verifiable factual claim as it mentions the experiences and observations of an ER doctor. However, the claim that the doctors are '99% sure' the cases are coronavirus is not directly verifiable, as a definitive diagnosis can only be made through laboratory testing.2. The tweet is likely to contain true information, as the doctor's observations align with the current understanding of the spread of coronavirus. However, the tweet also implies that the doctors are unable to test for the virus, which could be a concern if it is a widespread issue.3. The tweet could be harmful to society if it contributes to the spread of the virus by encouraging people to return to work without a proper diagnosis. It could also be harmful to individuals who may be exposed to the virus in their workplaces.4. Given the potential harm to society and individuals, a professional fact-checker should verify the claim that doctors are unable to test for coronavirus in their ERs.5. The tweet's checkworthiness score is 85 due to the potential harm it could cause if the claim about testing is widespread and unaddressed."," {""score"": 85, ""reasoning"": ""1. The tweet contains a verifiable factual claim as it mentions the experiences and observations of an ER doctor. However, the claim that the doctors are '99% sure' the cases are coronavirus is not directly verifiable, as a definitive diagnosis can only be made through laboratory testing.2. The tweet is likely to contain true information, as the doctor's observations align with the current understanding of the spread of coronavirus. However, the tweet also implies that the doctors are unable to test for the virus, which could be a concern if it is a widespread issue.3. The tweet could be harmful to society if it contributes to the spread of the virus by encouraging people to return to work without a proper diagnosis. It could also be harmful to individuals who may be exposed to the virus in their workplaces.4. Given the potential harm to society and individuals, a professional fact-checker should verify the claim that doctors are unable to test for coronavirus in their ERs.5. The tweet's checkworthiness score is 85 due to the potential harm it could cause if the claim about testing is widespread and unaddressed.""}"
