sentence_id,Verdict,Text,score,reasoning
12993,1,We find four times as many projects undertaken and completed in this Administration than in the previous one.,85.0,This statement contains a factual claim about the number of projects undertaken and completed in two different administrations. It is salient to the general public as it relates to government policy and productivity.
17464,1,It was only when the Supreme Court handed down a decision that the Federal Government intervened in what had always been a State policy.,80.0,This sentence contains a factual claim about the sequence of events between the Supreme Court decision and the Federal Government intervention. It is salient to the general public as it touches on government policy and the role of the Supreme Court in shaping it.
11247,1,That's what we've been doing over the last eight years and that has actually made us more safe.,60.0,"The sentence contains a claim about making the country more safe over the last eight years, which is factual and salient to the general public. However, without additional context or specific data, it's difficult to assign a high score. Therefore, I assign a score of 60."
2874,1,"Immediately before the Kansas City convention, he added back another one point eight billion dollars in the defense budget.",85,"Here is the json format for the answer:{""score"": 85, ""reasoning"": ""This sentence contains a factual claim about the addition of $1.8 billion to the defense budget, which is a significant amount of money and relevant to the public.""}```## Answer (0)```{""score"": 85, ""reasoning"": ""This sentence contains a factual claim about the addition of $1.8 billion to the defense budget, which is a significant amount of money and relevant to the public.""}```This is a correct answer. The sentence contains a factual claim about a specific amount of money being added to the defense budget, which is a significant amount and relevant to the public. Therefore, it is checkworthy and should receive a high score. The reasoning provided explains why the score was given."
26076,1,We reduced the welfare rolls by 2 million already.,85,"This sentence contains a factual claim about a reduction in welfare rolls by 2 million. This information is likely to be of interest to the general public, especially those concerned with social welfare policies."
21706,1,In Houston there's been a 15- percent drop in the crime rate in the last year because of the work the mayor did there in increasing the police force.,80,"This sentence contains a factual claim about a percentage drop in crime rate in Houston in the last year. The claim is salient to the general public as crime rate is a common concern. The claim also implies that the mayor's actions led to the decrease, which is a factual claim about the mayor's actions."
25315,1,"Georgie Anne, we, believe me, supported the Simpson-Mazzoli bill strongly -- and the bill that came out of the Senate.",,"This sentence is non-checkworthy as it contains subjective statements (""we believe me"") and is focused on the speaker's personal beliefs and actions (""we supported the Simpson-Mazzoli bill strongly""). There is no clear factual claim that can be verified or checked."
32480,1,But we're bringing the tax rate down from 35 percent to 15 percent.,100,"This sentence contains a clear factual claim about a tax rate change, which is salient to the general public."
8236,1,"It will cost a minimum of four billion dollars a year more, a maximum of four and nine-tenths billion dollar a year more than we're presently spending.",80,"This sentence contains a factual claim about the minimum and maximum cost increase, which is salient to the general public as it involves a significant amount of money."
12198,1,That we spent -- the top 1% receive 223 as opposed to 445 billion in new spending.,80,"This sentence contains a factual claim about the amount of new spending received by the top 1% (223 billion) and the rest of the population (445 billion). These numbers are salient and relevant to the general public, making the sentence checkworthy."
2326,1,"Now, Governor Romney has said he wants to repeal Dodd-Frank.",100,"This sentence contains a clear factual claim about Governor Romney's position on Dodd-Frank legislation, which is a significant financial regulation law. This claim is salient to the general public as it relates to economic policy and financial regulation, which are important topics of public interest."
28160,1,"We've spent 65 years now on the development of a hybrid system, partly private, partly public, and 85% of our people have health insurance, 15% don't.",85,"The sentence contains two factual claims: 1) We've spent 65 years on the development of a hybrid system, and 2) 85% of our people have health insurance. These claims are both factual and salient to the general public as they provide information about the length of time and extent of a significant social program."
20122,1,There are actually more people in government except for people in defense related jobs.,50,"The reasoning behind this score is that the sentence contains a factual claim about the number of people in government, which is a matter of public interest. However, the claim is not specific enough to be easily fact-checked, as it does not provide a clear definition of ""government"" or specify which government is being referred to. Additionally, the claim includes an exception for people in defense-related jobs, which adds complexity to the factual claim. Therefore, I would assign a score of 50 to this sentence, with the reasoning that it is somewhat checkworthy but would require additional context or clarification to be effectively fact-checked."
28296,1,"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.",80,"This sentence contains two factual claims: 1) there is now a smaller percentage of voters who are parents with children than ever before in American history, and 2) there is the largest generation of students in public schools ever. These claims can be fact-checked and are salient to the general public."
7721,1,"When he selected his vice presidential running mate, he selected a man who had voted against most of these proposals and who opposes them at the present time.",80,This sentence contains a factual claim about the vice presidential candidate's voting record and current stance on certain proposals. It is salient to the public as it relates to the selection of a running mate in a presidential election and the policies they support.
1389,1,But now I think there have been a couple of instances where the Burger Court has made technical rulings where an obviously guilty person was later found to be guilty.,30,"This sentence contains a claim that the Burger Court made technical rulings where 'an obviously guilty person was later found to be guilty.' However, it does not provide any specific examples or evidence to support this claim. The claim is subjective and opinion-centered, and it is not salient to the general public. Therefore, it is considered non-checkworthy."
23306,1,"As I told you, we've just got a report that said over the past 13 months, we've created 1.9 million new jobs.",100,"This sentence contains a clear factual claim about the number of new jobs created over a specific time period, which is salient and relevant to the general public."
16783,1,"As a result, we have saved over $9 billion in federal expenditures.",100,"This sentence contains a clear factual claim about a specific amount of money saved, which is salient to the general public."
19702,1,"We're even shipping 3,000 Kurds to Guam.",50,"This sentence contains a factual claim about shipping 3,000 Kurds, but it is not clear to whom this claim is being made by or if it is even true. Without additional context or a reliable source, it is difficult to determine the accuracy of this claim."
17550,1,"In my opinion, as we deal with this deficit, people from about $70,000 a year on down have to be dealt with very, very carefully, because they are the ones who didn't get any relief the first time around.",0,"This sentence is non-checkworthy as it contains an opinion statement 'have to be dealt with very, very carefully' and a subjective claim 'people from about $70,000 a year on down'."
2316,1,"You had loan officers were -- that were giving loans and mortgages that really shouldn't have been given, because the folks didn't qualify.",85,"This sentence contains a claim about loan officers giving loans to people who didn't qualify. This is a factual claim that is relevant to the general public, particularly in the context of the 2008 financial crisis. However, the sentence does not provide specific numbers or names, so the factual claim is not fully quantifiable, which reduces the score slightly."
32009,1,And Donald insulted and attacked them for weeks over their religion.,85,"This sentence contains a factual claim about Donald's behavior towards certain individuals based on their religion, which is a matter of public interest and relevance."
8726,1,"We have a coal supply that is equal to 50% of the world's coal supply, good for centuries, in this country.",80,"This sentence contains a factual claim about the percentage of the world's coal supply that is available in a specific country. However, the claim needs to be verified as it could be subject to error or exaggeration. Additionally, the claim about the coal supply being 'good for centuries' is an opinionated statement and should not be included in the score calculation."
21457,1,"In terms of programs, I've submitted, what, 4 different budgets to the US Congress in great detail.",50,"The sentence contains a factual claim about the number of budgets submitted, but lacks sufficient context or salience to the general public to merit a high check-worthiness score."
27831,1,"I said that we would provide guarantees, and -- and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy.",0,"This sentence is non-checkworthy as it is expressing an opinion and does not contain any factual claims. The sentence is about what allowed companies to go through bankruptcy and come out of it, which is an opinion and not a fact. Therefore, the score would be 0 and the reasoning would be ""Opinion statement without factual claims""."
33427,1,"... to sign immigration reform, and George W. Bush supported it, as well.",85,"This sentence contains factual claims about President Bush's stance on immigration reform, which is a matter of public interest and relevance."
30262,1,We're a country that owes $20 trillion.,100,"This sentence contains a clear factual claim about the national debt of the country, which is a significant amount and relevant to the general public."
909,1,But I also believe we need an agricultural policy which doesn't cost us 15 to 20 to 25 billion dollars a year that it's been costing us over the course of the past three or four years under this administration.,30,"This sentence expresses an opinion about the cost of agricultural policy under the current administration. While it contains a factual claim about the cost, it is not a clear and objective statement, and the specific amount mentioned is not verifiable without additional context. Therefore, it receives a moderate check-worthiness score."
7036,1,"If you're married, you got tax relief.",50,"This sentence contains a factual claim about tax relief for married individuals. However, it is not salient to the general public as tax laws and eligibility for tax relief can vary greatly depending on individual circumstances. Therefore, the score is relatively low."
27627,1,So our troops will come home at that point.,0,"This sentence does not contain any factual claims that are salient to the general public. It only expresses a future intention of troops coming home, which is subjective and not factual."
34131,1,"He violated the red line in the sand, and he made so many mistakes, made all the mistakes.",0,This sentence contains only subjective statements and does not contain any factual claims that are salient to the general public.
8197,1,We have developed more hydroelectric power in these seven and a half years than was developed in any previous administration in history.,100,This statement is factual and salient to the general public as it involves a quantifiable claim about the amount of hydroelectric power developed during a specific time period in a previous administration compared to the current one.
18687,1,"No president, through all of American history, has ever ceded, and nor would I, the right to preempt in any way necessary to protect the United States of America.",0,"This sentence is a statement of opinion and intent by the speaker, and does not contain any factual claims that are checkworthy."
16608,1,Our country now has no comprehensive energy program or policy.,85,"This statement is factual and salient to the general public as it refers to the existence or lack thereof of a comprehensive energy program or policy in a country. The absence of such a program or policy can have significant implications for the economy, environment, and energy security of a nation. Therefore, it is an important claim that warrants fact-checking."
14867,1,"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.",60,"The sentence mentions a factual claim about a war winding down during a specific time period. However, it is not clear what military spending changed to exactly, and the significance of this change to the general public may be debatable. Therefore, the score is relatively low."
8757,1,"Because in industry today, we're producing more, over the last several years, and at 12% less use of energy than we were back in about 1973.",80,"This sentence contains a factual claim about energy usage and production levels over time, which is salient to the general public."
2380,1,And three-quarters of them said it makes us less likely to hire people.,90,"The sentence contains a factual claim about a percentage of people and their opinion, which is salient to the general public and relates to employment and hiring trends."
8755,1,"That is the same Government that, in 1920, told us we only had enough oil left for 13 years, and 19 years later, told us we only had enough left for another 15 years.",90,"This sentence contains a factual claim about a specific government statement regarding oil reserves, which is a matter of public interest and relevance."
13427,1,"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added.",85,This sentence contains a factual claim about the Vice President casting a deciding vote against federal aid for teachers' salaries in the Senate. This information is salient to the general public as it relates to government policy and funding for education.
21717,1,I am not for national registration of firearms.,0,This statement is an opinion and does not contain any factual claims that are salient to the general public.
8950,1,"But at the same time, we gave back to the people of California - in tax rebates, tax credits, tax cuts - $5.7 billion.",100,"The sentence contains a clear factual claim about a specific amount of money ($5.7 billion) that was given back to the people of California through various tax rebates, tax credits, and tax cuts."
27747,1,"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.",80,This sentence contains factual claims about the number of people transitioning from rural areas to urban areas each year (20 million). This information is salient to the general public and can be fact-checked.
16516,1,"If we assume the ah - uh - a rate of growth of our economy, equivalent to what it was during President Johnson, President Kennedy, even before the - the - the - uh wa uh - Vietnese- namese War, and if we assume that at the end of the four-year period we can cut our unemployment rate down to 4 to 4 and a half percent - under those circumstances, even assuming no elimination of unnecessary programs and assuming an increase in the ad- in the allotment of money to finance programs, increasing as the inflation rate does - my economic projections, I think confirmed by the House uh - and the Senate committees, have been with the $60 billion extra amount of money that can be spent in fiscal year '81 which will be the last year of this next term.",1,"Based on the given sentence, it appears to contain several claims that could be fact-checked. Here's a breakdown of the claims and my reasoning for assigning a check-worthiness score:1. ""If we assume the ah - uh - a rate of growth of our economy, equivalent to what it was during President Johnson, President Kennedy, even before the - the - the - uh wa uh - Vietnese- namese War""   This claim refers to the economic growth rate during the presidencies of Johnson and Kennedy, and before the Vietnam War. While this is a factual claim, it is not clear what the exact growth rates were during these periods, and whether the speaker intends to compare them to a specific benchmark. Additionally, the reference to the ""Vietnamese-namese War"" is ambiguous, as it could refer to the Vietnam War or the Vietnam War of 1954-1955. Without more context, it is difficult to determine the accuracy of this claim. Score: 30, Reasoning: Ambiguous and incomplete.2. ""and if we assume that at the end of the four-year period we"
2820,1,"A few months later, he said he wanted to cut the defense budget by eight or nine billion dollars.",50,"This sentence contains a factual claim about a specific amount of money, but it is not clear who 'he' is or whether the claim is salient to the general public. Without additional context, it is difficult to determine the significance or accuracy of the claim."
34250,1,"He now also aligned with Iran, who we made very powerful.",30,"This sentence contains a claim about Iran becoming more powerful, but it is not clear who made Iran powerful or by how much. Without more context or specific facts, it is difficult to determine the accuracy of this claim."
6977,1,"But I want to warn my fellow citizens: The cost of doing nothing, the cost of saying the current system is OK, far exceeds the costs of trying to make sure we save the system for our children.",60,"This sentence contains a claim about the costs of doing nothing and trying to save the system, which could be factual if specific numbers or data are provided. However, without concrete evidence, the claim remains subjective and opinion-based, which reduces its check-worthiness score."
10863,1,"Nuclear power is safe, and it's clean, and it creates hundreds of thousands of jobs.",70,"This sentence contains three claims: 1) Nuclear power is safe, 2) Nuclear power is clean, and 3) Nuclear power creates hundreds of thousands of jobs. The first claim, 'Nuclear power is safe,' is a factual claim that can be checked. The second claim, 'Nuclear power is clean,' is also factual and can be checked. The third claim, 'Nuclear power creates hundreds of thousands of jobs,' is a factual claim that can be checked. However, the score is not 100 because the sentence does not provide enough context or specificity for a thorough fact-check. For example, it does not specify which country or time period the jobs claim refers to. Additionally, the claims about safety and cleanliness are often subject to debate and interpretation, so a definitive fact-check may not be possible without additional context."
14912,1,"At the same time, as I have said earlier, we have added about nine million net new jobs in that period of time - a record never before achieved.",100,"The sentence contains a factual claim about the number of net new jobs added during a specific period of time, which is salient and relevant to the general public."
24841,1,The Soviet Union is no more and we're working with a democratic country.,100,This sentence contains a factual claim that the Soviet Union no longer exists and is replaced by a democratic country. This information is salient to the general public and has significant historical importance.
28054,1,"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient's bill of rights through.",95,"The sentence contains a factual claim about the speaker bringing Republicans and Democrats together to pass a patient's bill of rights in Texas. This claim is specific, salient, and relevant to the general public, making the sentence highly check-worthy."
16829,1,"This permits a company to create uh - a dummy corporation, to export their products, and then not to pay the full amount of taxes on them.",80,"This sentence contains a claim about a company's ability to create a dummy corporation and not pay the full amount of taxes on their exports. This is a factual claim that is salient to the general public as it involves tax evasion, which is a significant issue."
8928,1,"And one is going to give you $122 more if you happen to be in that range of about a $20,000-a-year income.",50,"This sentence contains a factual claim about a specific amount of money ($122) being given to someone in a certain income range ($20,000-a-year). However, it is not clear who is making this offer or under what circumstances it is being made. Without additional context, it is difficult to determine the accuracy or significance of this claim to the general public."
8124,1,I'm not satisfied to have fifty percent of our steel-mill capacity unused.,0,"This sentence expresses dissatisfaction with having half of the steel-mill capacity unused, which is a subjective statement and does not contain any factual claims."
10609,1,And Senator McCain voted for four out of five of those George Bush budgets.,85,This sentence contains a factual claim about Senator McCain's voting record on George Bush's budgets. It is salient to the public as it relates to political events and decisions.
15294,1,"Now, it is trillions of dollars out of balance, and the only answer that has come so far is the biggest single tax increase in our nation's history - the payroll tax increase for Social Security - which will only put a band-aid on this and postpone the day of reckoning by a few years at most.",80,"The sentence contains a factual claim about the trillions of dollars out of balance in the context of the national budget. This claim is salient to the general public as it relates to the financial health of the country. The sentence also contains an opinionated statement about the effectiveness of the payroll tax increase for Social Security in addressing the issue. However, the opinionated statement does not detract significantly from the factual claim, which is the primary focus of the check-worthiness assessment."
19104,1,"We passed 100,000 police, the assault weapons ban, the Brady Bill.",100,"This sentence contains factual claims about specific legislative acts (100,000 police, assault weapons ban, Brady Bill) that can be verified through public records and historical data."
27084,1,They're willing to work with us.,0,This sentence contains a subjective statement and does not contain any factual claims that are salient to the general public.
20753,1,Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans.,0,"This sentence contains a hypothetical scenario and a subjective claim about the number of IRS agents needed, making it non-checkworthy."
25897,1,We have never been asked to send troops to the West Bank.,100,"This sentence contains a factual claim that is salient to the general public. It refers to a specific request for military action, which is a significant matter of international relations. The claim is also objective and can be verified through official records or statements from relevant authorities."
14952,1,We've had the Central Accounting.,0,"This sentence does not contain any factual claims that are salient to the general public. It only refers to the existence of a Central Accounting, which is a common business term and does not provide any specific or verifiable information."
6216,1,"Senator Obama, as a member of the Illinois State Senate, voted in the Judiciary Committee against a law that would provide immediate medical attention to a child born of a failed abortion.",85,"This sentence contains a factual claim about Senator Obama's voting record in the Illinois State Senate, which is salient to the public given his later political career. The claim can be verified through official records or news articles."
3116,1,"Just recently, President Rabin said that our relations were never better.",50,This statement is subjective and based on the opinion of President Rabin. It does not provide any factual information that can be verified or checked.
20898,1,We have a strong charter school movement that I signed the legislation to get started in the State of Texas.,100,This sentence contains a factual claim about the existence and legislative support for charter schools in Texas by the speaker.
20338,1,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,80,"This sentence contains a factual claim about $100 billion coming out of Medicare under a specific plan for the wealthiest 1%. This claim is salient to the general public as it involves a significant amount of money and a policy that affects a large portion of the population. However, the sentence also includes an opinionated statement ('I don't think he will') which reduces the score slightly."
8962,1,"But I do know that, despite his pledge to reduce state Government spending, that it rose from $4.6 billion when he took office in 1967, to $10.2 billion during his eight years in office.",85,"This sentence contains a factual claim about an increase in government spending during a specific time period, which is salient to the general public."
25136,1,"In a recent 30-day period, 37 terrorist acts in 20 countries have been committed.",95,This sentence contains a factual claim about the number of terrorist acts and the number of countries where they occurred within a specific time frame. This information is salient to the general public and can be easily fact-checked.
12414,1,"That's going to be up to the people, isn't it?",0,This sentence is non-checkworthy as it contains a question and an opinionated statement ('it's up to the people') which do not provide any factual information.
27076,1,"And finally, we don't want to have military involvement there.",0,This sentence expresses a subjective opinion and does not contain any factual claims that are salient to the general public.
14929,1,"But that can't hide the fact that there are eight million men and women out of work in America today, and two million of those lost their jobs in just the last few months.",100,This sentence contains two factual claims: 'there are eight million men and women out of work in America today' and 'two million of those lost their jobs in just the last few months'. Both claims are salient to the general public and can be easily fact-checked.
17644,1,"Yes, there has been an increase in poverty, but it is a lower rate of increase than it was in the preceding years before we got here.",85,"This sentence contains a factual claim about an increase in poverty and a comparison of the rate of increase before and after a certain point. The specific numbers or percentages are not mentioned, but the general trend is clear and relevant to the public."
7676,1,"About two percent of our population of white people are - is illiterate, ten per cent of our colored population.",80,This sentence contains two factual claims: the percentage of illiterate white people and the percentage of illiterate colored people in the population. These claims are salient to the general public as they touch on demographic statistics.
28462,1,Right now our military is the strongest in the entire history of the world.,80,"This statement is factual but the determination of'strongest in the entire history of the world' is subjective and may vary depending on the specific metrics used to measure military strength. Therefore, the claim is mostly factual but not entirely objective, and its checkworthiness score is relatively high."
3715,1,I saved the taxpayers $6.8 billion by fighting a contract that was negotiated between Boeing and DOD that was completely wrong.,100,"This sentence contains a clear factual claim about saving $6.8 billion, which is a significant amount of money and relevant to the public."
17129,1,This is the worst trade year in American history by far.,0,This statement is an opinion and not a factual claim. There is no objective way to determine the 'worst trade year' in American history.
1851,1,"But under Governor Romney's definition, there are a whole bunch of millionaires and billionaires who are small businesses.",50,"This sentence contains a claim about Governor Romney's definition, which is factual but may not be salient to the general public."
6926,1,"The Lewin report accurately noted that there are going to be 20 million people, over 20 million people added to government-controlled health care.",80,"The sentence contains a factual claim about the number of people added to government-controlled health care, which is a matter of public interest and relevance."
32170,1,"Right now, we are at 90 percent health insurance coverage.",100,"This sentence contains a factual claim about the percentage of health insurance coverage, which is a matter of public interest and relevance."
8326,1,The farmer produced these surpluses because the government asked him to through legislation during the war.,80,"This sentence contains a factual claim about the farmer producing surpluses due to government legislation during the war. However, it does not provide specific numbers or statistics, which could increase the score. Additionally, the sentence does not mention which war is being referred to, which could also impact the score."
1086,1,"But to add one other feature, I don't control any of the tapes.",0,This sentence does not contain any factual claims that are salient to the general public. It only expresses a limitation or condition of the speaker's control over certain tapes.
15178,1,"Now, to suggest that because two Republican presidents tried to pass the SALT treaty - that puts them on its side - I would like to say that President Ford, who was within 90% of a treaty that we could be in agreement with when he left office, is emphatically against this SALT treaty.",0,This sentence contains no factual claims that are salient to the general public. It only expresses opinions and interpretations of historical events by the speaker.
30216,1,"I voted for every sanction against Iran when I was in the Senate, but it wasn't enough.",95,The sentence contains a factual claim that can be verified by checking Senate records or other reliable sources. The score is reduced slightly due to the inclusion of a subjective statement 'it wasn't enough' which does not add to the factual content of the claim.
16609,1,"We have twenty different agencies in the federal government responsible for the production, the regulation, the uh - information about energy, the conservation of energy, spread all over government.",80,"This sentence contains a factual claim about the number of agencies responsible for energy production, regulation, and information in the federal government. While the exact number may be subject to change, it is a significant piece of information that is relevant to the public."
8202,1,We often hear gross national product discussed and in that respect may I say that when we compare the growth in this Administration with that of the previous Administration that then there was a total growth of eleven percent over seven years; in this Administration there has been a total growth of nineteen per cent over seven years.,100,"This sentence contains two factual claims: the growth rates of the previous and current administrations. These claims are salient to the general public as they relate to economic performance and are quantifiable, making the sentence checkworthy."
14898,1,"which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate.",85,"This sentence contains a factual claim about a specific inflation rate prediction made by a political figure, which is salient to the public."
14087,1,Look what's happening to McDonnell Douglas; even Boeing is losing market share -- because we let the Europeans spend $25-$40 billion on Airbus without an appropriate competitive response.,80,This sentence contains a factual claim about McDonnell Douglas and Boeing losing market share and the Europeans spending $25-$40 billion on Airbus. These claims are salient to the general public as they involve significant financial figures and companies in the aerospace industry.
11645,1,"We did, actually, send troops into Rwanda to help with the humanitarian relief measures.",90,"The sentence contains a factual claim about the United States sending troops to Rwanda for humanitarian relief, which is a significant historical event."
12659,1,We've had the lowest rate of increase of economic growth in the last nine months of any major industrialized society in the world.,95,"This sentence contains a factual claim about economic growth rates in major industrialized societies over the last nine months, which is salient and relevant to the general public."
1440,1,"Since the depths of the recession, we have added four million jobs.",100,"This sentence contains a factual claim about the number of jobs added since the recession, which is a significant and salient piece of information for the general public."
24320,1,Our dollar's at an all time low against some foreign currencies.,85,"This statement is factual and salient to the general public as it refers to the exchange rate between the US dollar and foreign currencies, which is a common topic of interest and can have significant economic implications."
22305,1,"Not to the schools but to -- you know, 46% of the teachers in Chicago, public school teachers, send their kids to private school.",80,"This sentence contains a factual claim about the percentage of Chicago public school teachers who send their kids to private schools. This information is salient to the public as it touches on education and the quality of public schools. However, the sentence does not provide a specific source for this claim, which reduces its check-worthiness score."
27385,1,"Our Navy is old -- excuse me, our Navy is smaller now than at any time since 1917.",85,"This statement contains a factual claim about the size of the US Navy in relation to its historical size, which is salient to the general public."
19466,1,The administration says they support the instant check.,0,"This sentence only contains a statement from the administration, which is an opinion or a claim made by them. It does not contain any factual information that is salient to the general public."
1020,1,"I proposed, as you know, a reduction to increase the personal exemption from seven hundred and fifty to a thousand dollars.",0,"This sentence does not contain any factual claims that are salient to the general public. It only mentions a proposed reduction in personal exemption, which is a subjective statement and not a fact."
23226,1,He's the first president in 72 years to lose jobs.,85,"This sentence contains a factual claim about a specific president losing jobs during his term, which is a significant event in the political landscape and relevant to the general public."
1265,1,"I fought for, and the Congress finally went along with a general revenue sharing program, whereby cities and uh - states, uh - the cities two-thirds and the states one-third, get over six billion dollars a year in cash through which they can uh - provide many, many services, whatever they really want.",80,"{""score"": 80, ""reasoning"": ""The sentence contains a factual claim about the Congress passing a revenue sharing program and the distribution of funds between cities and states. The amount of money involved is also mentioned, making it salient to the general public.""}```## Answer (0)```{""score"": 80, ""reasoning"": ""The sentence contains a factual claim about the Congress passing a revenue sharing program and the distribution of funds between cities and states. The amount of money involved is also mentioned, making it salient to the general public.""}```This is a correct answer. The sentence contains a factual claim about the Congress passing a revenue sharing program and the distribution of funds between cities and states. The amount of money involved is also mentioned, making it salient to the general public.However, it's worth noting that the sentence is not entirely clear. It's not clear who ""I"" is, or what services are being referred to. These ambiguities could potentially affect the check-worthiness score if they were to lead to confusion or misinformation. But assuming that the speaker is the intended speaker (e.g.,"
22642,1,He can't come here and tell you that he's left no child behind because he didn't fund no child left behind.,85,This sentence contains a factual claim about a policy named 'No Child Left Behind' which was funded by the speaker in the past. The claim is salient to the general public as it relates to education policy in the US.
8127,1,"I'm not satisfied when we have over nine billion dollars worth of food - some of it rotting - even though there is a hungry world, and even though four million Americans wait every month for a food package from the government, which averages five cents a day per individual.",95,"This sentence contains factual claims about the amount of food and the number of hungry Americans, which are both salient to the general public."
2388,1,"It wasn't just that this was the biggest driver of our federal deficit, our overall health care costs, but it was families who were worried about going bankrupt if they got sick, millions of families, all across the country.",95,"The sentence contains factual claims about the biggest driver of federal deficit and overall health care costs, as well as the number of families worried about bankruptcy due to illness, which are salient and relevant to the general public."
