sentence_id,Verdict,Text,score,reasoning
12198,1,That we spent -- the top 1% receive 223 as opposed to 445 billion in new spending.,80,"This sentence contains a factual claim about the amount of new spending received by the top 1% compared to the rest of the population. However, the exact numbers (223 and 445 billion) are not widely known and may require fact-checking to verify their accuracy. Therefore, the score is not 100, but rather 80, which indicates a high level of check-worthiness."
2326,1,"Now, Governor Romney has said he wants to repeal Dodd-Frank.",95,"This statement is factual and salient to the general public as it refers to a specific policy position taken by a major political figure, Governor Romney, and the Dodd-Frank Act, which is a significant piece of financial regulation legislation."
28160,1,"We've spent 65 years now on the development of a hybrid system, partly private, partly public, and 85% of our people have health insurance, 15% don't.",85,The sentence contains factual claims about the number of years spent on developing a hybrid system and the percentage of population with health insurance. These claims are salient to the general public as they provide important information about the progress and coverage of a significant social issue.
20122,1,There are actually more people in government except for people in defense related jobs.,50,"The reasoning behind this score is that the sentence contains a factual claim about the number of people in government, which is a matter of public interest. However, the claim is not specific enough to be easily fact-checked, as it does not provide a clear definition of ""government"" or specify which government is being referred to. Additionally, the claim includes an exception for people in defense-related jobs, which adds complexity to the factual claim. Therefore, I would assign a score of 50 to this sentence, with the reasoning that it is somewhat checkworthy but would require additional context or clarification to be effectively fact-checked."
28296,1,"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.",80,"This sentence contains factual claims about the percentage of voters being parents with children and the number of students in public schools. These claims are salient to the general public as they touch on demographic trends and the education system. However, the sentence also contains an opinionated statement about the irony of the situation, which slightly reduces its check-worthiness score."
7721,1,"When he selected his vice presidential running mate, he selected a man who had voted against most of these proposals and who opposes them at the present time.",85,This sentence contains factual claims about the vice presidential candidate's voting record and current stance on certain proposals. These claims are salient to the public as they relate to the candidate's qualifications for the position and potential impact on policy.
1389,1,But now I think there have been a couple of instances where the Burger Court has made technical rulings where an obviously guilty person was later found to be guilty.,30,This sentence is non-checkworthy as it contains a subjective statement 'obviously guilty' and a statement about a specific legal case 'The Burger Court' which may require extensive research and context to fact-check accurately.
23306,1,"As I told you, we've just got a report that said over the past 13 months, we've created 1.9 million new jobs.",100,"This sentence contains a clear factual claim about the number of new jobs created over a specific time period, which is salient and relevant to the general public."
16783,1,"As a result, we have saved over $9 billion in federal expenditures.",100,"This sentence contains a clear factual claim about a specific amount of money saved, which is salient to the general public."
19702,1,"We're even shipping 3,000 Kurds to Guam.",0,"This sentence contains a factual claim about shipping 3,000 people to Guam. However, it also mentions a specific group of people, the Kurds, which makes it subjective and not representative of general public interest. Therefore, it is not check-worthy."
17550,1,"In my opinion, as we deal with this deficit, people from about $70,000 a year on down have to be dealt with very, very carefully, because they are the ones who didn't get any relief the first time around.",0,This sentence is non check-worthy as it contains an opinion statement 'in my opinion' and does not provide any factual claims that are salient to the general public.
2316,1,"You had loan officers were -- that were giving loans and mortgages that really shouldn't have been given, because the folks didn't qualify.",80,"This sentence implies that loan officers were issuing mortgages to individuals who did not meet the qualification criteria. This is a factual claim that could have significant public interest, as it relates to the housing market and financial regulations. However, the sentence does not provide specific numbers or names, which limits the fact-checking scope and reduces the score."
32009,1,And Donald insulted and attacked them for weeks over their religion.,85,"This sentence contains a factual claim about Donald's behavior towards certain individuals based on their religion, which is a matter of public interest and relevance."
8726,1,"We have a coal supply that is equal to 50% of the world's coal supply, good for centuries, in this country.",85,"This sentence contains a factual claim about the percentage of the world's coal supply that is in a specific country. While the exact number may be subject to change, the claim is significant and relevant to the general public."
21457,1,"In terms of programs, I've submitted, what, 4 different budgets to the US Congress in great detail.",0,This sentence is a statement about an individual's actions and is not factual or salient to the general public.
27831,1,"I said that we would provide guarantees, and -- and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy.",0,"The sentence is about the speaker's past actions and intentions, which are subjective and not factual."
33427,1,"... to sign immigration reform, and George W. Bush supported it, as well.",85,"This sentence contains factual claims about President Bush's stance on immigration reform, which is a significant policy issue. The public would be interested in knowing whether a president supported a particular policy, especially one as contentious as immigration reform."
30262,1,We're a country that owes $20 trillion.,95,"This sentence contains a factual claim about the national debt of the United States, which is a significant amount and relevant to the general public."
909,1,But I also believe we need an agricultural policy which doesn't cost us 15 to 20 to 25 billion dollars a year that it's been costing us over the course of the past three or four years under this administration.,30,"This sentence expresses an opinion about the cost of agricultural policy under the current administration, which is subjective and not factual. However, it does mention a specific dollar amount, which could be fact-checked if the context provides enough information to determine the accuracy of the claim. Thus, it receives a moderate check-worthiness score."
7036,1,"If you're married, you got tax relief.",50,"This sentence contains a factual claim about tax relief for married individuals. However, it is not salient to the general public as tax laws and eligibility for tax relief can vary greatly depending on individual circumstances. Therefore, the score is relatively low."
27627,1,So our troops will come home at that point.,0,"This sentence is non check-worthy as it contains a statement about the future actions of troops, which is subjective and not factual. Therefore, the score would be 0 and the reasoning would be ""The sentence contains a subjective statement about future actions of troops."""
34131,1,"He violated the red line in the sand, and he made so many mistakes, made all the mistakes.",0,This sentence contains subjective statements and does not provide any factual information that is salient to the general public.
8197,1,We have developed more hydroelectric power in these seven and a half years than was developed in any previous administration in history.,95,This statement is factual and salient to the general public as it involves a quantifiable claim about the amount of hydroelectric power developed during a specific time frame in comparison to previous administrations.
18687,1,"No president, through all of American history, has ever ceded, and nor would I, the right to preempt in any way necessary to protect the United States of America.",0,This sentence is a non-checkworthy statement as it is an opinion and a hypothetical statement from a president. It does not contain any factual claims that are salient to the general public.
16608,1,Our country now has no comprehensive energy program or policy.,85,"This statement is factual and salient to the general public as it touches on a significant national issue: energy policy. The lack of a comprehensive energy program or policy is a matter of public interest and debate, and it is important for citizens to be informed about their country's energy policies or lack thereof."
14867,1,"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.",60,"This sentence is factual and touches on historical information, but it is not particularly salient to the general public as it refers to a specific war (likely the Vietnam War) and time period (1969-1977). Military spending changing from war to peace is a well-known phenomenon, but the specifics of which war and time period are not widely known or relevant to most people."
8757,1,"Because in industry today, we're producing more, over the last several years, and at 12% less use of energy than we were back in about 1973.",85,"This sentence contains a factual claim about energy usage and production levels over time, which is salient to the general public. The specific numbers and time frame add to the check-worthiness of the claim."
2380,1,And three-quarters of them said it makes us less likely to hire people.,80,"The sentence contains a factual claim about a percentage of people and their opinions, which is likely to be of interest to the general public."
8755,1,"That is the same Government that, in 1920, told us we only had enough oil left for 13 years, and 19 years later, told us we only had enough left for another 15 years.",90,"This sentence contains a factual claim about a historical event and its repetition, which is salient to the public as it relates to oil supply and government predictions, making it checkworthy."
13427,1,"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added.",85,This sentence contains a factual claim about the Vice President casting a deciding vote in the Senate and preventing the addition of federal aid for teachers' salaries. This information is relevant to the public as it involves government actions and funding for education.
21717,1,I am not for national registration of firearms.,0,This sentence is a statement of opinion and does not contain any factual claims that are salient to the general public.
8950,1,"But at the same time, we gave back to the people of California - in tax rebates, tax credits, tax cuts - $5.7 billion.",80,"The sentence contains a factual claim about the amount of money given back to the people of California, which is salient to the general public."
27747,1,"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.",80,This sentence contains factual claims about the number of people transitioning from rural areas to urban areas each year (20 million). It also implies a factual statement about the need for employment opportunities for these individuals. These claims are salient to the general public as they relate to demographic trends and economic conditions.
16516,1,"If we assume the ah - uh - a rate of growth of our economy, equivalent to what it was during President Johnson, President Kennedy, even before the - the - the - uh wa uh - Vietnese- namese War, and if we assume that at the end of the four-year period we can cut our unemployment rate down to 4 to 4 and a half percent - under those circumstances, even assuming no elimination of unnecessary programs and assuming an increase in the ad- in the allotment of money to finance programs, increasing as the inflation rate does - my economic projections, I think confirmed by the House uh - and the Senate committees, have been with the $60 billion extra amount of money that can be spent in fiscal year '81 which will be the last year of this next term.",1,"Based on the given sentence, it appears to contain several factual claims that could be checked. These claims include:1. The assumed rate of economic growth during the presidencies of Johnson and Kennedy.2. The unemployment rate at the end of a four-year period.3. The amount of money that can be spent in fiscal year '81.To determine the check-worthiness score, we need to assess the significance and verifiability of these claims.1. The assumed rate of economic growth during the presidencies of Johnson and Kennedy is a factual claim that can be checked by looking up historical economic data. However, the sentence does not provide a specific time frame or numerical value for this growth rate, making it difficult to verify without additional context. Therefore, we cannot assign a high check-worthiness score based on this claim alone.2. The unemployment rate at the end of a four-year period is a factual claim that can be checked by looking up unemployment statistics. However, the sentence does not specify which four-year period is being referred to, making it difficult to verify without additional context. Therefore, we cannot assign a high check-worthiness score based on this claim alone"
2820,1,"A few months later, he said he wanted to cut the defense budget by eight or nine billion dollars.",50,"This sentence contains a factual claim about a specific amount of money, but it is not salient to the general public as it refers to a specific person's statement and a specific budget, rather than a broader, more general claim or statistic."
34250,1,"He now also aligned with Iran, who we made very powerful.",30,"This sentence contains a claim about Iran becoming more powerful, which is factual. However, the claim is not salient to the general public as it is not a new or significant development. Additionally, the sentence implies that the speaker is responsible for making Iran more powerful, which is an opinionated statement and not factual."
6977,1,"But I want to warn my fellow citizens: The cost of doing nothing, the cost of saying the current system is OK, far exceeds the costs of trying to make sure we save the system for our children.",60,"This sentence expresses a warning and a call to action, which are subjective opinions. However, it also implies a factual claim about the costs of doing nothing versus trying to save the system. The specific costs mentioned are not provided, so the factual claim is not fully quantifiable. Therefore, the score is set at 60, which reflects the presence of both factual and opinion elements."
10863,1,"Nuclear power is safe, and it's clean, and it creates hundreds of thousands of jobs.",70,"This sentence contains three factual claims: nuclear power is safe, it's clean, and it creates hundreds of thousands of jobs. However, the claim that nuclear power is clean is subjective and can be debated, which reduces the score."
14912,1,"At the same time, as I have said earlier, we have added about nine million net new jobs in that period of time - a record never before achieved.",95,"This sentence contains a factual claim about the number of net new jobs added during a specific period of time, which is a significant statistic and relevant to the general public."
24841,1,The Soviet Union is no more and we're working with a democratic country.,100,"This sentence contains factual claims that are salient to the general public. The Soviet Union was a historical political entity that no longer exists, and the statement that we're working with a democratic country is also factual and relevant to understanding current international relations."
28054,1,"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient's bill of rights through.",90,"The sentence contains a clear factual claim about a political event that involved both major political parties, making it noteworthy to the general public."
16829,1,"This permits a company to create uh - a dummy corporation, to export their products, and then not to pay the full amount of taxes on them.",80,"{""score"": 80, ""reasoning"": ""This sentence contains a factual claim about a company's ability to create a dummy corporation and export products without paying the full amount of taxes, which is of public interest and relevance.""}However, it's important to note that the sentence is incomplete and lacks specific details, such as the name of the company or the specific tax laws involved. A more check-worthy version of this sentence would include these details. For example:{""score"": 95, ""reasoning"": ""This sentence contains a factual claim about Company X's ability to create a dummy corporation and export products to Country Y, avoiding paying the full amount of taxes through Tax Law Z. This information is of public interest and relevance, as it touches on issues of corporate tax evasion and international trade.""}"
8928,1,"And one is going to give you $122 more if you happen to be in that range of about a $20,000-a-year income.",50,"This sentence contains a factual claim about a specific amount of money ($122) being given to someone in a certain income range ($20,000-a-year). However, it is not clear who is giving the money or under what circumstances it is being given. Without additional context, it is difficult to determine the significance or impact of this claim on the general public. Therefore, the check-worthiness score is moderate."
8124,1,I'm not satisfied to have fifty percent of our steel-mill capacity unused.,0,"This sentence expresses dissatisfaction with having half of the steel-mill capacity unused, which is a subjective opinion. Therefore, it is not check-worthy."
10609,1,And Senator McCain voted for four out of five of those George Bush budgets.,85,"This sentence contains a factual claim about Senator McCain's voting record on George Bush's budgets. It is salient to the public as it relates to political events and decisions made by prominent figures. However, the sentence does not provide an exact number of budgets, so the score is not 100."
15294,1,"Now, it is trillions of dollars out of balance, and the only answer that has come so far is the biggest single tax increase in our nation's history - the payroll tax increase for Social Security - which will only put a band-aid on this and postpone the day of reckoning by a few years at most.",80,"The sentence mentions a factual claim about the trillions of dollars out of balance in the context of the national budget, which is a significant and salient issue. The claim about the payroll tax increase being the biggest single tax increase in history is also factual and relevant to understanding the potential solution to the imbalance issue. However, the sentence does not provide a specific amount for the trillions of dollars out of balance or the size of the payroll tax increase, which could limit the accuracy of the factual claims. Therefore, the score is not perfect but still relatively high due to the presence of factual and salient claims."
19104,1,"We passed 100,000 police, the assault weapons ban, the Brady Bill.",85,"This sentence contains factual claims about specific legislative acts (100,000 police, assault weapons ban, Brady Bill) that are salient to the general public."
27084,1,They're willing to work with us.,0,This sentence is non-checkworthy as it contains a subjective statement and does not provide any factual information that can be verified.
20753,1,Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans.,0,"This sentence is non-checkworthy as it contains a hypothetical scenario and a subjective claim about the number of IRS agents needed to determine a tax cut, which is not a factual or salient claim to the general public."
25897,1,We have never been asked to send troops to the West Bank.,90,"This statement is factual and salient to the general public as it relates to a specific military action and a geographical location. The West Bank is a well-known region and the idea of sending troops there is a significant political matter. Therefore, it is likely to be of interest to a wide audience."
14952,1,We've had the Central Accounting.,0,"This sentence does not contain any factual claims that are salient to the general public. It is a statement about having 'Central Accounting,' which is a common business practice and does not provide any new or significant information."
6216,1,"Senator Obama, as a member of the Illinois State Senate, voted in the Judiciary Committee against a law that would provide immediate medical attention to a child born of a failed abortion.",85,"This sentence contains a factual claim about Senator Obama's voting record in the Illinois State Senate, which is a matter of public interest and relevance. The claim is specific and can be verified through official records."
3116,1,"Just recently, President Rabin said that our relations were never better.",50,This statement is subjective and based on the opinion of President Rabin. It does not provide any factual information that can be verified or checked.
20898,1,We have a strong charter school movement that I signed the legislation to get started in the State of Texas.,90,"The sentence contains a factual claim about a legislative action taken by the speaker, which is a matter of public record and relevant to the education policy debate."
20338,1,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,80,"This sentence contains a factual claim about a specific amount of money ($100 billion) being taken out of Medicare under a certain plan for the wealthiest 1%. This information is salient to the general public as it relates to a significant government program and its potential impact on funding. However, the sentence also includes an opinionated statement ('I don't think he will') which slightly reduces the check-worthiness score."
8962,1,"But I do know that, despite his pledge to reduce state Government spending, that it rose from $4.6 billion when he took office in 1967, to $10.2 billion during his eight years in office.",85,"This sentence contains a factual claim about an increase in government spending during a specific time period, which is salient to the general public and can be easily fact-checked."
25136,1,"In a recent 30-day period, 37 terrorist acts in 20 countries have been committed.",95,This sentence contains a factual claim about the number of terrorist acts and the number of countries where they occurred within a specific time frame. This information is salient to the general public and can be easily fact-checked.
12414,1,"That's going to be up to the people, isn't it?",0,"This sentence is non-checkworthy as it contains a question and is subjective in nature, expressing uncertainty about who is responsible for a decision rather than stating a fact."
27076,1,"And finally, we don't want to have military involvement there.",0,"This sentence expresses a subjective opinion, as it contains the phrase 'we don't want'. Therefore, it is not check-worthy."
14929,1,"But that can't hide the fact that there are eight million men and women out of work in America today, and two million of those lost their jobs in just the last few months.",95,"This sentence contains factual claims about the number of unemployed people in America, which is a matter of public interest. The numbers are specific and quantifiable, making the claim check-worthy."
17644,1,"Yes, there has been an increase in poverty, but it is a lower rate of increase than it was in the preceding years before we got here.",85,"This sentence contains a factual claim about an increase in poverty and a comparison of the rate of increase to previous years, which is salient to the general public."
7676,1,"About two percent of our population of white people are - is illiterate, ten per cent of our colored population.",80,"This sentence contains factual claims about the literacy rates of different racial groups in the population. However, it is important to note that the sentence does not provide a specific source for these statistics, which could impact the reliability of the information. Additionally, the term 'colored population' is outdated and potentially offensive, so it is important to consider the potential impact of using this term when evaluating the check-worthiness of the sentence."
28462,1,Right now our military is the strongest in the entire history of the world.,50,This statement is subjective and opinion-centered as it depends on the definition of'strongest' and the interpretation of 'history of the world'. It is not a factual claim that can be objectively verified.
3715,1,I saved the taxpayers $6.8 billion by fighting a contract that was negotiated between Boeing and DOD that was completely wrong.,100,"This sentence contains a clear factual claim about a specific amount of money saved, which is a quantifiable fact that is salient to the general public."
17129,1,This is the worst trade year in American history by far.,0,This statement is an opinion and not a factual claim. There is no objective way to determine the 'worst trade year' in American history.
1851,1,"But under Governor Romney's definition, there are a whole bunch of millionaires and billionaires who are small businesses.",30,"This sentence is not entirely factual as it depends on Governor Romney's definition of small businesses, which is subjective. However, it does touch on a political figure and economic concepts that may be of interest to the general public."
6926,1,"The Lewin report accurately noted that there are going to be 20 million people, over 20 million people added to government-controlled health care.",85,This sentence contains a factual claim about the number of people added to government-controlled health care according to the Lewin report. The claim is salient as it relates to a significant policy change and the number is large enough to be of public interest.
32170,1,"Right now, we are at 90 percent health insurance coverage.",95,"The sentence contains a factual claim about the percentage of health insurance coverage, which is a matter of public interest and relevance."
8326,1,The farmer produced these surpluses because the government asked him to through legislation during the war.,80,This sentence is checkworthy because it contains a factual claim about legislation during a war that likely had a significant impact on agricultural production. The specific claim about a farmer producing surpluses adds to the saliency of the statement for the general public.
1086,1,"But to add one other feature, I don't control any of the tapes.",0,"This sentence is non-checkworthy as it contains a statement that is subjective and does not provide any factual information that is salient to the general public. The sentence is about the speaker's lack of control over certain tapes, which is an opinion and does not contain any verifiable facts. Therefore, the score would be 0 and the reasoning would be ""Subjective statement without factual information""."
15178,1,"Now, to suggest that because two Republican presidents tried to pass the SALT treaty - that puts them on its side - I would like to say that President Ford, who was within 90% of a treaty that we could be in agreement with when he left office, is emphatically against this SALT treaty.",0,This sentence is non check-worthy as it contains opinion-centered statements and does not provide any factual claims that are salient to the general public.
30216,1,"I voted for every sanction against Iran when I was in the Senate, but it wasn't enough.",80,"The sentence contains a factual claim about the speaker's past voting record in the Senate regarding sanctions against Iran, which is salient to the general public."
16609,1,"We have twenty different agencies in the federal government responsible for the production, the regulation, the uh - information about energy, the conservation of energy, spread all over government.",80,"This sentence contains factual claims about the number and roles of different agencies in the federal government related to energy production, regulation, and conservation. These claims are salient to the general public as they concern the functioning of the government and its impact on energy policies."
8202,1,We often hear gross national product discussed and in that respect may I say that when we compare the growth in this Administration with that of the previous Administration that then there was a total growth of eleven percent over seven years; in this Administration there has been a total growth of nineteen per cent over seven years.,100,"This sentence contains a factual comparison of the growth rates of two different administrations' Gross National Products over a 7-year period. The numbers are specific and quantifiable, making it a clear factual claim."
14898,1,"which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate.",85,"This sentence contains a factual claim about a specific inflation rate prediction made by a political figure, which is salient to the public and can be fact-checked."
14087,1,Look what's happening to McDonnell Douglas; even Boeing is losing market share -- because we let the Europeans spend $25-$40 billion on Airbus without an appropriate competitive response.,80,"This sentence contains factual claims about McDonnell Douglas, Boeing, and Airbus, and their market shares. It implies that Europeans spent a significant amount of money on Airbus, which is a factual claim. The sentence also implies that this spending led to a loss of market share for McDonnell Douglas and Boeing, which is also factual. These claims are salient to the general public as they involve major companies and industries."
11645,1,"We did, actually, send troops into Rwanda to help with the humanitarian relief measures.",90,"This sentence is checkworthy. It contains a factual claim about the United States sending troops to Rwanda for humanitarian relief measures. This is a significant event in international relations and history, and the factual nature of the claim makes it important for public knowledge. Therefore, the score would be high, perhaps around 90 or above. The reasoning is that the sentence contains a factual claim about a historical event that is significant and relevant to the general public."
12659,1,We've had the lowest rate of increase of economic growth in the last nine months of any major industrialized society in the world.,95,This sentence contains a factual claim about economic growth rates in major industrialized societies over a specific time period. The claim is salient to the general public as it relates to economic trends and global economic comparisons.
1440,1,"Since the depths of the recession, we have added four million jobs.",85,"This sentence contains a factual claim about the number of jobs added since the recession, which is a significant figure and relevant to the general public."
24320,1,Our dollar's at an all time low against some foreign currencies.,85,"This statement is factual and salient to the general public as it relates to the exchange rate between the US dollar and foreign currencies, which is a common topic of interest and can have significant economic implications."
22305,1,"Not to the schools but to -- you know, 46% of the teachers in Chicago, public school teachers, send their kids to private school.",80,"This sentence contains a factual claim about the percentage of Chicago public school teachers who send their kids to private schools. This information is salient to the public as it touches on education and the quality of public schools. However, the sentence is not a definitive fact as it only refers to '46%' of teachers, and the source of this statistic is not mentioned. Therefore, the score is not 100 but rather 80, indicating that the claim is factual but not definitively sourced."
27385,1,"Our Navy is old -- excuse me, our Navy is smaller now than at any time since 1917.",85,"This sentence contains a factual claim about the size of the US Navy in relation to historical data, which is salient to the general public."
19466,1,The administration says they support the instant check.,0,This sentence is non-checkworthy as it only reports a statement made by the administration and does not contain any factual claims that are salient to the general public.
1020,1,"I proposed, as you know, a reduction to increase the personal exemption from seven hundred and fifty to a thousand dollars.",0,"This sentence is not checkworthy as it is a statement about a specific proposal made by the speaker, which is not a fact that can be verified by external sources. The score is 0."
23226,1,He's the first president in 72 years to lose jobs.,85,"This sentence contains a factual claim about a specific president losing jobs during his term, which is a significant event in the political landscape and relevant to the general public."
1265,1,"I fought for, and the Congress finally went along with a general revenue sharing program, whereby cities and uh - states, uh - the cities two-thirds and the states one-third, get over six billion dollars a year in cash through which they can uh - provide many, many services, whatever they really want.",85,The sentence contains factual claims about the Congress passing a revenue sharing program and the distribution of funds between cities and states. These claims are salient to the general public as they involve government spending and policy decisions.
22642,1,He can't come here and tell you that he's left no child behind because he didn't fund no child left behind.,85,This sentence contains a factual claim about a policy named 'No Child Left Behind' which was implemented by former President George W. Bush. The claim is that the speaker is disputing the President's statement that he has left no child behind in terms of funding. This is a significant and salient claim in the context of education policy in the United States.
