sentence_id,Verdict,score,Text,reasoning
5986,0,80.0,It's mortgaging our children's future.,"This statement implies a factual claim about the financial impact of current actions on future generations. However, it is a common phrase and may not have a specific or quantifiable meaning, which could make fact-checking difficult. Therefore, the score is not 100 but rather 80, indicating a high likelihood of check-worthiness."
25898,0,80.0,I saw the agreement that Prime Minister Rabin and Yassir Arafat signed on the West Bank.,"This sentence contains a factual claim about the signing of an agreement between Rabin and Arafat in the West Bank. However, it does not provide enough information to definitively fact-check the claim without additional context, such as the name of the agreement or the date it was signed. Therefore, the score is not 100, but rather 80, which reflects the presence of a factual claim that can be fact-checked with additional information."
19108,0,80.0,"And most important, let's make education our highest priority so that every eight-year-old will be able to read, every 12-year-old can log onto the Internet, every 18-year-old can go to college.","This sentence contains factual claims about age milestones for education (eight-year-old, twelve-year-old, eighteen-year-old). However, it is not clear what the specific facts are that need to be checked, and the sentence does not provide enough context to determine the accuracy of the claims. Additionally, the sentence does not provide any specific statistics or data that would need to be fact-checked. Therefore, while the sentence is checkworthy to some extent, it does not meet the strict criteria for a high check-worthiness score."
26401,0,100.0,Congress passed a paperwork reduction act.,"This statement is factual and salient to the general public. The Paperwork Reduction Act is a real law that was passed by Congress in 1995. It is a significant piece of legislation that affects many aspects of government and business operations, making it a common topic of public interest."
29566,0,100.0,"So if he's paid zero, that means zero for troops, zero for vets, zero for schools or health.","This sentence contains several factual claims about the impact of a 'he' (presumably a political figure) not paying a certain amount of money on various public services such as troops, veterans, schools, and health. These claims can be fact-checked using publicly available information."
17974,0,80.0,"I have a better plan to be able to fight the war on terror by strengthening our military, strengthening our intelligence, by going after the financing more authoritatively, by doing what we need to do to rebuild the alliances, by reaching out to the Muslim world, which the president has almost not done, and beginning to isolate the radical Islamic Muslims, not have them isolate the United States of America.","The sentence contains several factual claims that can be checked, such as the actions taken or not taken by the president regarding fighting the war on terror, strengthening military and intelligence, rebuilding alliances, and reaching out to the Muslim world. However, the sentence also includes subjective statements like 'a better plan' and 'isolating radical Islamic Muslims', which may not be easily fact-checked using publicly available information."
25808,0,100.0,"Number one, add another million children to the insured ranks through the Medicaid program.",This sentence contains a clear factual claim about an increase in the number of children insured through the Medicaid program. The claim can be fact-checked using publicly available data from the Centers for Medicare and Medicaid Services or other reliable sources.
13099,0,80.0,"As far as Berlin is concerned, there isn't any question about the necessity of defending Berlin; the rights of people there to be free; and there isn't any question about what the united American people - Republicans and Democrats alike - would do in the event there were an attempt by the Communists to take over Berlin.","This sentence contains several factual claims: 1) Berlin is a city in question, 2) there is a necessity to defend Berlin, 3) people in Berlin have the right to be free, and 4) the united American people would take action in the event of a Communist takeover. These claims can be fact-checked using historical records and political statements. However, the sentence does not provide specific details about the time period, the number of people involved, or the exact actions that would be taken, which limits the scope of fact-checking and reduces the score."
33593,0,85.0,"I want us to raise the national minimum wage, because people who live in poverty should not -- who work full-time should not still be in poverty.","This sentence contains a factual claim about the current situation of people working full-time being in poverty despite the minimum wage. It also implies a call to action to raise the minimum wage, which is a policy proposal. However, the sentence does not provide specific numbers or statistics, which could increase its check-worthiness score."
2389,0,85.0,"If they had a pre-existing condition, they might not be able to get coverage at all.",This statement contains a factual claim about insurance coverage for individuals with pre-existing conditions. It is salient to the general public as health insurance is a common topic of interest and debate. The claim can be fact-checked using publicly available information from insurance companies and regulatory bodies.
27560,0,80.0,"And they can look at my track record, whether it's Iran sanctions, whether it's dealing with counterterrorism, whether it's supporting democracy, whether it's supporting women's rights, whether it's supporting religious minorities.","This sentence contains multiple claims about the speaker's track record in various policy areas. These claims can be fact-checked using publicly available information, such as government records, news articles, and reports from international organizations. However, the sentence does not provide specific facts or figures, so the score is not 100."
3003,0,80.0,We still have no comprehensive energy policy in this country.,"This statement implies a factual claim about the existence or lack of a comprehensive energy policy in the country. While the specifics of what constitutes a 'comprehensive' energy policy may be subjective, the existence or absence of such a policy is a matter of public interest and can be fact-checked using publicly available information, such as government reports or news articles."
13149,0,100.0,There have been many wars in the history of mankind.,This statement is factual and salient to the general public as it refers to a historical fact. The number of wars throughout history is a well-documented fact.
5491,0,80.0,"Americans are hurting right now, and they're angry.","This statement is checkworthy because it contains a factual claim about the emotional state of Americans, which is a matter of public interest. However, it is not a specific fact that can be easily fact-checked, so the score is not as high as it could be for a more precise claim."
15490,0,80.0,"We have much to do to step up that war, to double the number of drug enforcement agents, to fight both here and abroad, to work with our neighbors in this hemisphere.",This sentence contains several factual claims that can be checked using publicly available information. The number of drug enforcement agents can be verified through government records or reports. The claim about fighting the war both here and abroad can be checked through news articles and government statements. The claim about working with neighbors in this hemisphere can be checked through diplomatic records and news articles.
32268,0,80.0,"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","This sentence contains factual claims about specific incidents (Orlando, San Bernardino, and World Trade Center) that are historically significant and have had a significant impact on the general public. These claims can be fact-checked using publicly available information."
22691,0,80.0,"Senator Richard Lugar, the Republican chairman of the Foreign Relations Committee, said that the handling of the reconstruction aid in Iraq by this administration has been incompetent.","This statement contains a factual claim about the handling of reconstruction aid in Iraq by the administration, which is a matter of public interest and relevance. However, it only mentions one specific instance of incompetence, and it does not provide a quantifiable measure of the extent or impact of this incompetence. Therefore, the score is not as high as it could be with more specific and quantifiable information."
7744,0,80.0,Look at the votes in the United Nations over the past seven and a half years.,"This sentence is checkworthy as it contains a factual claim about the time frame over which to examine UN votes. However, the specific claims about the votes themselves are not mentioned and would need to be identified to determine the full checkworthiness of the sentence."
8295,0,100.0,The farmer plants in the spring and harvests in the fall.,This sentence contains a factual claim about agricultural practices that is widely known and relevant to the general public.
15866,0,80.0,"And doesn't that prove the point, George, which is that values like family and education and community, decent homes for young people that family on Long Island I visited on Monday where Lou and Betty Tolamo (phonetic) bought a house for some $19,000 back in 1962, have had seven children, they're all making good livings.","This sentence contains several factual claims: the location of a visit to Long Island, the purchase price of a house in 1962, and the number and employment status of the Tolamos' children. These claims can be fact-checked using publicly available information, such as property records and census data. However, the sentence also includes subjective statements, such as'making good livings,' which may require additional research or context to fact-check accurately. Therefore, the score is set at 80 to reflect the presence of both factual and subjective elements."
28404,0,80.0,"If you want somebody who believes that we were better off eight years ago than we are now and that we ought to go back to the kind of policies that we had back then, emphasizing tax cuts mainly for the wealthy, here is your man.",This sentence contains a factual claim about a political stance ('we were better off eight years ago than we are now') and a claim about a policy ('emphasizing tax cuts mainly for the wealthy'). These claims are salient to the general public and can be fact-checked using publicly available information.
2195,0,80.0,"And every health care economist that looks at it says, over time, what'll happen is the traditional Medicare system will collapse.","This statement implies a factual claim about the future actions of health care economists and the potential collapse of the traditional Medicare system. However, it is important to note that this claim may be subject to interpretation and debate among experts. Additionally, the statement does not provide specific evidence or data to support the claim, which may limit the ability to fact-check it definitively using publicly available information. Therefore, a score of 80 is assigned, reflecting a moderately check-worthy claim."
1060,0,80.0,"I believe that the opposite is true with President Ford's campaign, and uh - I hope that we can leave those issues in this next ten days about personalities and mistakes of the past - we've both made some mistakes - and talk about unemployment, inflation, housing, education, taxation, government organization, stripping away of secrecy, and the things that are crucial to the American people.","The sentence contains several factual claims related to issues that are crucial to the American people, such as unemployment, inflation, housing, education, taxation, government organization, and stripping away of secrecy. These claims can be fact-checked using publicly available information."
10942,0,100.0,"He says that he's going to give you a $5,000 tax credit.","This statement is checkworthy as it contains a clear factual claim about a monetary amount, which is a quantifiable fact that can be verified through publicly available information, such as tax laws or government websites."
13814,0,80.0,Is the senior citizen better off because inflation is not wiping out their family's savings?,"This sentence contains a factual claim about inflation affecting savings, which is a common topic of public interest and relevance. However, it also includes the subjective term 'better off,' which slightly reduces the score."
8879,0,80.0,"In addition to that, jobs programs to re-employ the youth in our cities would be very high on my priority list, both the Youth Opportunities Act of 1980 and a billion-dollar program that I would recommend to put youth to work in energy projects, in conservation projects, in projects that would carry out some of the great national goals of our country.","The sentence contains several factual claims: the existence of the Youth Opportunities Act of 1980, the recommendation of a billion-dollar program, and the mention of energy projects, conservation projects, and national goals. These claims can be fact-checked using publicly available information."
18187,0,80.0,And there's an enormous undone job to protect the loose nuclear materials in the world that are able to get to terrorists.,"This sentence contains a factual claim about the existence of loose nuclear materials in the world that could potentially fall into the hands of terrorists. However, the sentence does not provide any specific numbers or statistics, which limits the fact-checking potential. Therefore, the score is set at 80, indicating a moderately check-worthy statement."
17845,0,80.0,"I asked: ""Are you better off than you were 4 years before?''","This statement contains a claim about a person's current state in comparison to their state in the past, which is factual and salient to the general public. The comparison is often used in political debates and campaigns, making it relevant to a wide audience. However, the statement is not specific enough to fact-check directly, as it does not provide a clear timeframe or context beyond '4 years ago'. To fact-check this statement, one would need to know the specific individual being referred to and the exact timeframe in question. Therefore, the score is not 100, as some additional information is required to complete the fact-check."
9547,0,95.0,"If somebody came to you, Governor, with a plan that said, here, I want to spend $7 or $8 trillion, and then we're going to pay for it, but we can't tell you until maybe after the election how we're going to do it, you wouldn't take such a sketchy deal and neither should you, the American people, because the math doesn't add up.",This sentence contains a factual claim about a large sum of money ($7 or $8 trillion) and a call to action for the American people not to accept a deal without knowing how it will be paid for. The claim about the large sum of money is salient to the general public and can be fact-checked using publicly available information.
3499,0,100.0,You've mentioned President Dwight David Eisenhower.,President Dwight David Eisenhower is a historical figure and a factual claim about him being a president is salient to the general public.
19894,0,80.0,"Where we don't have very much money at the Federal level to spend on education, we ought to spend it helping the 90 percent of the kids that we can help.","This sentence contains a factual claim about the percentage of kids that can be helped at the Federal level, which is publicly available information. However, it also contains an opinionated statement about spending money on education, which reduces the score slightly."
3696,0,80.0,"And I also think that we're going to have to rebuild our infrastructure, which is falling behind, our roads, our bridges, but also broadband lines that reach into rural communities.","This sentence contains factual claims about the need to rebuild infrastructure, specifically roads, bridges, and broadband lines. These claims can be fact-checked using publicly available data from sources such as the American Society of Civil Engineers' Infrastructure Report Card and the Federal Communications Commission. However, the sentence also includes the opinion that 'we're going to have to rebuild our infrastructure,' which may vary depending on political or personal beliefs. Therefore, the score is not 100 because the opinionated statement reduces the overall factuality of the sentence."
19107,0,80.0,Now let's move a million people from welfare to work.,"This statement contains a factual claim about moving a million people from welfare to work, which is a significant number and relevant to the general public. However, it does not provide enough information to fact-check the claim directly, as it does not specify a time frame or location. Therefore, the score is not 100, but rather 80, as some additional context is required to fact-check the claim effectively."
1005,0,80.0,"Which means, of course, that uh - we will have to maintain an adequate military capability - which means, of course, that we will have to add a uh - I think uh - a few billion dollars to our defense appropriations to make certain that we have adequate uh -strategic forces - adequate conventional forces.","The sentence contains several factual claims: 'we will have to maintain an adequate military capability', 'we will have to add a few billion dollars to our defense appropriations', and 'we have adequate strategic forces - adequate conventional forces'. These claims can be fact-checked using publicly available information from government budget reports and military spending data."
20862,0,100.0,"We've got to recruit 100,000 new teachers.","This statement contains a clear factual claim about a specific number of new teachers to be recruited, which is a matter of public interest and relevance."
2229,0,80.0,"This is an idea that's been around a long time, which is saying, hey, let's see if we can't get competition into the Medicare world so that people can get the choice of different plans at lower cost, better quality.","This sentence contains a factual claim about the existence and longevity of the idea of introducing competition into the Medicare world. It also implies a potential benefit of lower costs and better quality, which are factual and salient to the general public."
24207,0,80.0,"Until we control health care costs, we're not going to control the deficit.","This statement contains a factual claim about the relationship between health care costs and the deficit. It is a common belief and relevant to the general public, making it checkworthy."
29022,0,80.0,"Since the assassination of our best leaders in the '60's, since the Vietnam War, since Watergate, and because we need campaign finance reform.","This sentence contains several factual claims that are relevant to the general public. It mentions historical events such as the assassinations of leaders in the '60s, the Vietnam War, and Watergate. These events are significant in American history and have had a major impact on the country. The sentence also implies a call for campaign finance reform, which is a current issue and can be fact-checked using publicly available information."
382,0,100.0,The government was very much involved; so was the housing industry; so was the banking industry; so were housing advocates; so were non-profit agencies; so were governors and mayors and people all over this country who believe deeply in home ownership and affordable housing.,This sentence contains multiple claims about various industries and individuals being involved in housing and affordable housing. These claims are factual and salient to the general public as they touch on issues of national importance and public policy.
11071,0,80.0,"We could be providing logistical support, setting up a no-fly zone at relatively little cost to us, but we can only do it if we can help mobilize the international community and lead.","This sentence contains a claim about the potential cost of setting up a no-fly zone and the need for international community involvement. These are factual claims that are relevant to the general public. However, the sentence also includes subjective elements such as'relatively little cost' and 'help mobilize the international community and lead.' These elements make it difficult to fact-check with absolute certainty and reduce the score."
11094,0,100.0,And I understand that we have to say never again to a Holocaust and never again to Rwanda.,"This sentence contains a clear factual claim about historical events (the Holocaust and Rwanda genocides) and their significance, which is salient to the general public."
7209,0,80.0,He talked about children whose parents don't speak English as a first language?,"This sentence contains a factual claim about children whose parents don't speak English as a first language. According to the U.S. Census Bureau, there were approximately 5.5 million children under the age of 18 in the United States who lived with at least one parent who was an immigrant and spoke a language other than English at home as of 2019. This information is publicly available and can be used to fact-check the claim."
14486,0,85.0,The debt and the deficit.,This sentence contains two claims: 'The debt' and 'The deficit'. Both are factual and salient to the general public as they are key economic indicators. They can be fact-checked using publicly available data from sources such as the US Treasury or the Federal Reserve.
18625,0,100.0,"But the enemy attacked us, Jim, and I have a solemn duty to protect the American people, to do everything I can to protect us.","This sentence contains a clear factual claim that 'the enemy attacked us', which is a significant and salient event in the context of national security and international relations. This claim can be fact-checked using publicly available information, such as news articles or official government statements."
3769,0,80.0,"Well, I want to make sure we're not handing the health care system over to the federal government which is basically what would ultimately happen with Senator Obama's health care plan.","This statement contains a factual claim about Senator Obama's health care plan and its potential implications for the federal government's role in healthcare. However, it is not a definitive statement as it is an opinion that the handing over of the healthcare system to the federal government would ultimately happen. Therefore, the score is not 100 but rather 80."
2893,0,80.0,"And I've seen at first hand, in a very vivid way, the deep hurt that's come to this country in the aftermath of Vietnam and Cambodia, Chile, and Pakistan, and Angola, and Watergate, CIA revelations.","This sentence contains several factual claims about historical events (Vietnam, Cambodia, Chile, Pakistan, Angola, Watergate, CIA revelations). These events are significant and salient to the general public. However, the sentence also contains subjective elements ('deep hurt' and 'vivid way'), which may make it difficult to fact-check definitively using publicly available information. Therefore, the score is not 100, but rather 80, which reflects the presence of factual claims but also the presence of subjective elements."
15251,0,80.0,"To repeat myself, we have this year the opportunity, which we'll realize, to produce 800 million tons of coal - an unequaled record in the history of our country.","This statement contains a factual claim about the production record of coal in the country, which is a matter of public interest and can be fact-checked using publicly available data from sources such as the US Energy Information Administration or the World Coal Association."
25069,0,80.0,"[Applause] I propose a budget -- I have proposed a budget which would increase our nation's strength, in real terms, by double that of the Soviet Union.","This statement contains a factual claim about a proposed budget and a comparison to the Soviet Union's budget, which is a matter of public record and relevant to the general public."
27220,0,80.0,"We have to stand for our principles, stand for our allies, stand for a strong military and stand for a stronger economy.","This sentence contains several factual claims that are relevant to the general public:'stand for our principles','stand for our allies','stand for a strong military', and'stand for a stronger economy'. These claims can be fact-checked using publicly available information, such as government reports, military budgets, and economic indicators."
8532,0,80.0,"We have to remember that the cold war that Mr. Khrushchev is waging and his colleagues are waging, is waged all over the world and it's waged right here in the United States.","This sentence contains a factual claim that Mr. Khrushchev and his colleagues were waging the Cold War around the world, including in the United States. This is a well-known historical fact."
16368,0,80.0,"28 years ago, as a young man just graduated from law school, I came to this city, came clear across the country, to watch John Kennedy be nominated for the presidency of the United States, right here in Los Angeles.","This sentence contains a factual claim about a historical event (JFK's nomination) that is likely to be of interest to the general public. However, the sentence also includes some subjective elements (the speaker's personal experience and opinion of the event). To fact-check this claim, one could look up the date and location of JFK's nomination and confirm that the speaker was indeed present."
7344,0,100.0,I met with the Black Congressional Caucus at the White House.,"This statement is checkworthy as it contains a factual claim about a meeting between the Black Congressional Caucus and the White House, which is a matter of public interest."
6700,0,80.0,"And when you have more money in your pocket, you're able to better afford things you want.","This sentence contains a factual claim about the relationship between having more money and being able to afford things. However, it is a common observation and may not be new or salient to the general public."
10967,0,100.0,"I want to give every American a $5,000 refundable tax credit.","This statement contains a clear factual claim about a proposed policy, which is a tax credit amount. The amount is quantifiable and can be fact-checked using publicly available information."
25595,0,100.0,"I want this nation to protect its air, its water, its land, and its public health.","This sentence contains factual claims about protecting the environment (air, water, land) and public health, which are salient issues to the general public."
9275,0,80.0,"The administration brought a criminal action against the people drilling up there for oil, this massive new resource we have.","This sentence contains a factual claim about a criminal action brought by the administration against people drilling for oil. However, it also includes the subjective claim 'this massive new resource we have,' which makes it not entirely check-worthy."
18495,0,80.0,"You know, my hardest -- the hardest part of the job is to know that I committed the troops in harm's way and then do the best I can to provide comfort for the loved ones who lost a son or a daughter or a husband or wife.","This sentence contains a factual claim about the speaker's job and the emotional burden it entails. However, it is not a clear-cut factual statement and the specific numbers of troops or casualties are not mentioned, making it a somewhat vague claim. Therefore, the score is set at 80."
28707,0,80.0,Parents now feel like you have to compete with the mass culture in order to raise your kids with the values that you want them to have.,"This statement implies a factual claim about the current societal pressure on parents to instill their values in their children amidst the influence of mass culture. While it may be subjective as to what specific values parents want for their children, the existence and intensity of this pressure is a factual matter that can be investigated through surveys, studies, and expert opinions."
11237,0,80.0,But we've also got to provide them with financial and concrete assistance to help rebuild their economies.,"This sentence contains a claim about providing financial and concrete assistance to help rebuild economies, which is factual and relevant to the general public. However, it does not specify which economies are being referred to or the amount of financial assistance, which limits the scope of fact-checking."
34451,0,80.0,Our inner cities are a disaster.,"This statement is checkworthy because it contains a factual claim about the condition of inner cities, which is a matter of public interest and concern. However, the claim is somewhat vague and could encompass a wide range of issues, so the score is not 100."
11113,0,100.0,We will kill bin Laden; we will crush Al Qaida.,"This statement contains factual claims that are both salient to the general public and have significant historical importance. Osama bin Laden was a prominent leader of Al Qaida, an Islamic extremist group responsible for numerous terrorist attacks, including the 9/11 attacks on the United States. The statement expresses a clear intention to take action against these individuals and organizations, which is a matter of public record and widely reported in historical accounts."
15188,0,95.0,"If President Brezhnev said, we will scrap this treaty, negotiated under three American Presidents over a seven-year period of time, we insist upon nuclear superiority as a basis for future negotiations, and we believe that the launching of a nuclear arms race is a good basis for future negotiations, it's obvious that I, as President, and all Americans, would reject such a proposition.","This sentence contains several factual claims: 1) President Brezhnev said something specific about scrapping a treaty and seeking nuclear superiority. 2) The treaty was negotiated under three American Presidents over a seven-year period. 3) The President and Americans would reject such a proposition. These claims can be fact-checked using publicly available information, such as historical records and news articles."
17363,0,80.0,They want the equal rights amendment ratified.,"The Equal Rights Amendment (ERA) is a proposed constitutional amendment that would guarantee equal legal rights for all American citizens regardless of sex. The fact that 'they' want it ratified is a factual claim that is salient to the general public, as the ERA is a significant piece of legislation that has been a topic of debate for decades. However, the sentence does not provide any specific information about who 'they' are, which could limit the scope of fact-checking. Therefore, the score is not 100, but rather 80, to reflect the incomplete nature of the claim."
26077,0,80.0,"Now, I've got a plan with this new welfare reform law to work with the private sector, to give employees specific tax incentives to hire people off welfare, and to do some other things which will create more jobs in the private sector, at least a million, and move more people from welfare to work.","The sentence contains a factual claim about the number of jobs that may be created (at least a million) and the potential impact on people from welfare to work. However, the claim is not directly verifiable as it depends on the success of the welfare reform law and the private sector's response. Therefore, the score is set at 80 to reflect the potential factual content."
7285,0,80.0,Neighborhoods are safer when we crack down on people who commit crimes with guns.,"This statement contains a factual claim that 'neighborhoods are safer' when a certain action ('crack down on people who commit crimes with guns') is taken. However, the causality between the action and the outcome is not explicitly stated and may require further investigation. Therefore, the score is not 100, but 80 to account for the need for fact-checking the causal relationship."
29715,0,100.0,"You walk down the street, you get shot.",This sentence contains a factual claim about an event (getting shot) that is salient to the general public.
20509,0,100.0,"First of all on the issue of partial birth or so-called late-term abortion, I would sign a law banning that procedure, provided that doctors have the ability to save a woman's life or to act if her health is severely at risk.",This sentence contains a factual claim about a proposed law and the conditions under which it would be permissible. The claim can be fact-checked using publicly available information about the proposed law and the exceptions it allows for.
15450,0,80.0,Is America as respected throughout the world as it was?,"This sentence contains a factual claim about America's current level of respect in the world compared to its past level. While the specifics of the claim require further research, the general idea is checkworthy and can be fact-checked using publicly available information such as opinion polls, surveys, and diplomatic records."
18936,0,95.0,"Weapons of mass destruction, nuclear proliferation.","This sentence contains a factual claim about weapons of mass destruction and nuclear proliferation, which are significant public concerns. These topics often involve statistics and historical information, making them checkworthy."
17874,0,80.0,"And then you add to that food and wardrobe, and all the other things, and you only have a small portion going for weapons.","This sentence contains a claim about the allocation of resources for food, wardrobe, and weapons. While it is factual, it is not clear what specific context or entity this claim is referring to, which may limit the publicly available information for fact-checking. However, it is salient to the general public as it touches on the topic of resource allocation and military spending."
13488,0,85.0,The United States cannot continue to carry the major share of this burden by itself.,"This statement implies a factual claim about the United States' role in carrying a burden, which is a significant issue in international relations. The specific amount or nature of the burden is not mentioned, but it is generally understood that the burden being referred to is financial or military in nature. This claim is salient to the general public as it relates to international cooperation and the distribution of resources and responsibilities among nations. The factual information required to fact-check this claim can be obtained from publicly available sources such as government reports, news articles, and academic studies."
722,0,80.0,"The armed forces, the conventional forces of the United States have never been more ready.","This statement is checkworthy as it implies a factual claim about the readiness level of the US conventional forces, which is a matter of public interest and can be fact-checked using publicly available information from sources such as the Department of Defense or military publications."
10094,0,80.0,It took them a long time to say this was a terrorist act by a terrorist group.,This sentence contains a factual claim about the time it took for an organization or individuals to label an event as a terrorist act by a terrorist group. This information is salient to the general public and can be fact-checked using publicly available news articles or official statements from law enforcement agencies or government organizations.
16722,0,80.0,"There ought to be a full-time uh - atomic energy specialist, independent of the power company in the control room, full time, twenty-four hours a day, to shut down a plant if an abnormality develops.","This statement contains a factual claim about the presence and role of an atomic energy specialist in a power plant control room. However, it also includes an opinionated statement about the specialist being independent of the power company and working full-time, which may not be universally true. Therefore, the score is set to 80, reflecting the factual core of the claim while acknowledging the subjective elements."
16831,0,85.0,"And when those rich corporations don't pay that tax, the average American taxpayer pays it for 'em.",This sentence contains a factual claim about corporations not paying their taxes and the average American taxpayer paying for it instead. This information is salient to the general public and can be fact-checked using publicly available data from tax authorities and government reports.
7072,0,80.0,"If you can make 50 cents in the heart of Mexico, for example, or make $5 here in America, $5.15, you're going to come here if you're worth your salt, if you want to put food on the table for your families.","This sentence contains a factual claim about the potential difference in earnings between Mexico and America, which is salient to the general public. However, it also includes subjective language ('worth your salt') and a rounding of numbers ('$5.15'), which slightly reduces its check-worthiness score."
17424,0,100.0,"Before I campaigned as a Democrat for a Republican candidate for President, I had already voted for Dwight Eisenhower to be President of the United States.","This statement contains a factual claim about the person's past voting history and political affiliation, which is salient to understanding their current political position and can be fact-checked using publicly available election records."
18928,0,80.0,It's a central part of dealing with weapons of mass destruction and proliferation.,"This sentence implies a factual claim about the role of dealing with weapons of mass destruction and proliferation. While the sentence is somewhat vague, it can be fact-checked by researching the responsibilities and actions of governments, international organizations, and other relevant entities in this area. The score is not 100 because the sentence does not contain specific claims that can be fact-checked directly, but rather a broader statement about a topic that requires further investigation to determine the factual claims that can be made."
16763,0,100.0,Each one of those jobs would've cost the taxpayers $25 thousand.,"This sentence contains a clear factual claim about the cost of jobs to taxpayers, which is a matter of public interest and can be fact-checked using publicly available information."
17118,0,80.0,And perhaps the dominant domestic issue of our times is what do we do about these enormous deficits.,"This sentence contains a factual claim about a current domestic issue, which is the existence and significance of enormous deficits. This claim is salient to the general public and can be fact-checked using publicly available information, such as government reports and economic data."
10057,0,80.0,"Look what's happening in Syria, in Egypt, now in Libya.","This sentence contains claims about current events in multiple countries, which are factual and salient to the general public. However, it is important to note that the sentence does not provide specific facts or figures, so the score is not 100."
9605,0,80.0,It also means that we've got to make sure that young people like yourself are able to afford a college education.,"This sentence contains a factual claim about the importance of college education for young people, which is salient to the general public. However, it does not provide any specific statistics or facts, so the score is not as high as it could be with more detailed information."
10124,0,80.0,"So my belief is that, (A), we have to enforce the laws we've already got, make sure that we're keeping guns out of the hands of criminals, those who are mentally ill. We've done a much better job in terms of background checks, but we've got more to do when it comes to enforcement.","The sentence contains factual claims about enforcing laws, keeping guns out of the hands of criminals and mentally ill individuals, and improving background checks. These claims are relevant to the general public and can be fact-checked using publicly available information."
