sentence_id,Verdict,Text,reasoning,MISTRAL_7B_INSTRUCT standard zeroshot_prediction,MISTRAL_7B_INSTRUCT standard fewshot_prediction,MIXTRAL_INSTRUCT standard zeroshot_prediction,MIXTRAL_INSTRUCT standard fewshot_prediction,MISTRAL_7B_INSTRUCT LORA_prediction
8872,1,"I'm happy to say that, in contrast to that, the Anderson-Lucey platform for America, program for the 80s, has devoted considerable time, and in very specific detail, we have talked about two things that ought to be done to aid urban America."," {""score"": 0, ""reasoning"": ""The sentence contains subjective statements ('I'm happy to say that') and vague claims ('two things that ought to be done to aid urban America') that are not factual or salient to the general public, making it non-checkworthy.""}",0.0,0.0,0.0,0.0,0.0
13693,1,"Now look, he says Arkansas's a poor state."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement, as it only expresses someone's opinion about Arkansas being a poor state. Therefore, it is non-checkworthy.""}",0.0,0.0,0.0,0.0,0.0
10523,1,"Well, thank you, Oliver, and that's an excellent question, because as you just described it, bailout, when I believe that it's rescue, because -- because of the greed and excess in Washington and Wall Street, Main Street was paying a very heavy price, and we know that."," {""score"": 0, ""reasoning"": ""This sentence contains subjective statements and does not contain any clear factual claims that could be checked using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
13192,1,"That is why I think the Senate was right, including a majority of the Democrats, a majority of the Republicans, when they rejected Senator Kennedy's position in 1955."," {""score"": 0, ""reasoning"": ""This sentence expresses the speaker's opinion regarding the actions of the Senate in 1955, and there is no factual claim that can be objectively verified with publicly available information.""}",0.0,0.0,0.0,0.0,0.0
822,1,"He says, Ã¢â€°Â¥Well, let's concede that the administration has been doing business with Noriega."," {""score"": 0, ""reasoning"": ""This sentence is non-checkworthy as it contains only a concessive statement and an opinion about the administration doing business with Noriega. There is no factual claim that can be objectively verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
32599,1,I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement about the speaker's effort and pride in being re-elected, as well as an opinionated statement about the size of the margin. These types of claims are not verifiable using publicly available information and cannot be given a",0.0,0.0,0.0,0.0,0.0
16499,1,"Well, Mr. Ford is - is uh changing uh considerably his previous philosophy."," {""score"": 0, ""reasoning"": ""The sentence does not contain any clear factual claims that could be checked using publicly available information. It is largely focused on Mr. Ford's philosophy, which is subjective and opinion-centered.""}",0.0,0.0,0.0,0.0,0.0
6952,1,We're aligning facilities where the veterans live now.," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claims that are check-worthy. It is a statement about an action being taken, but it does not provide any specific information that can be verified using publicly available data.""}",0.0,0.0,0.0,0.0,0.0
32040,1,"... because everything he just said is absolutely false, but I'm not surprised."," {""score"": 0, ""reasoning"": ""The sentence contains an opinion-centered statement ('everything he just said is absolutely false') and does not contain any factual claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
27366,1,It's not driven by politics.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement and is not factual or salient to the general public.""}",0.0,0.0,0.0,0.0,0.0
2489,1,Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.," {""score"": 0, ""reasoning"": ""This sentence is non-checkworthy as it contains only a statement about the capabilities of a board and does not contain any factual claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
15459,1,"I have not had the experience the President has had in holding that office, but I think in being Governor of California, the most populous state in the Union - if it were a nation, it would be the seventh-ranking economic power in the world - I, too, had some lonely moments and decisions to make."," {""score"": 0, ""reasoning"": ""The sentence contains subjective statements about the speaker's personal experiences and feelings, and does not contain any factual claims that can be objectively verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
3998,1,"And as a consequence, we lost legitimacy in Pakistan."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective claim about losing legitimacy in Pakistan, which is not a verifiable fact. It is an opinion or interpretation of the speaker, and the specifics of what constitutes 'losing legitimacy' are not defined or quant",0.0,0.0,0.0,0.0,0.0
26259,1,I have never supported quotas.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement, 'I have never supported', which cannot be objectively verified or proven using publicly available information. Therefore, it is non-checkworthy.""}",0.0,0.0,0.0,0.0,0.0
8375,1,"And therefore I've never suggested we should uh - be able to retire the debt substantially, or even at all in nineteen sixty-one or two."," {""score"": 0, ""reasoning"": ""This sentence contains no factual claims that are checkworthy. It is a statement about the speaker's position on retiring the debt, which is subjective and opinion-centered.""}",0.0,0.0,0.0,0.0,0.0
19367,1,And I've had a consistent record ever since 1965.," {""score"": 0, ""reasoning"": ""This sentence is not check-worthy as it only contains a statement about the speaker's consistent record since 1965, which is subjective and not verifiable using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
24294,1,That's pennies on the dollar compared to renewing the cold war.," {""score"": 0, ""reasoning"": ""This sentence expresses an opinion and contains a comparison using the term 'pennies on the dollar,' which is a subjective and trivial factual claim. It does not contain any verifiable factual claims that are salient to the general public.""}",0.0,0.0,0.0,0.0,0.0
6048,1,"We've got to do both, and that's exactly what my plan does."," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claims that are check-worthy as it is a subjective statement about a plan without any specific facts or verifiable information.""}",0.0,0.0,0.0,0.0,0.0
18096,1,"As a matter of fact, this is a global effort."," {""score"": 0, ""reasoning"": ""This sentence expresses a subjective statement and does not contain any verifiable factual claims. It is a common phrase used to indicate consensus or agreement, and does not provide any specific information that can be checked against publicly available data.""}",0.0,0.0,0.0,0.0,0.0
2612,1,"You know, this is where budgets matter, because budgets reflect choices."," {""score"": 0, ""reasoning"": ""This sentence contains an opinionated statement 'budgets matter' and does not contain any factual claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
26073,1,I started working on welfare reform in 1980 because I was sick of seeing people trapped in a system that was increasingly isolating them and making their kids more vulnerable to get in trouble.," {""score"": 20, ""reasoning"": ""The sentence contains a subjective statement about the speaker's motivation for working on welfare reform in 1980. While the year mentioned is factual, the reason behind it is an opinion and not something that can be objectively verified or quantified",0.0,0.0,0.0,0.0,0.0
13012,1,There are only three left.," {""score"": 0, ""reasoning"": ""This statement does not contain any factual claims that can be verified using publicly available information. It is a subjective claim about the quantity of an unspecified object or things, which is not check-worthy.""}",0.0,0.0,0.0,0.0,0.0
25882,1,"I mean, we've cut defense spending too much in the first place."," {""score"": 0, ""reasoning"": ""This sentence contains an opinion statement 'we've cut defense spending too much' which is not factual and not capable of being objectively verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
29965,1,"Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it's just one of those things."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement about a settlement 'with no admission of guilt' and a general statement about a lawsuit 'brought against many real estate firms.' These types of claims are not factual and verifiable using publicly available information, making them non-",0.0,0.0,0.0,0.0,0.0
34131,1,"He violated the red line in the sand, and he made so many mistakes, made all the mistakes."," {""score"": 0, ""reasoning"": ""This sentence contains subjective statements and does not contain any specific factual claims that can be verified using publicly available information. Therefore, it is non-checkworthy.""}",0.0,0.0,0.0,0.0,0.0
1086,1,"But to add one other feature, I don't control any of the tapes."," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claims that are check-worthy as it only expresses a lack of control over tapes, which is an opinionated and subjective statement.""}",0.0,0.0,0.0,0.0,0.0
23352,1,That's why I proposed a hydrogen automobile -- hydrogen-generated automobile.," {""score"": 0, ""reasoning"": ""This sentence expresses a proposal or idea about a hydrogen-generated automobile, which is not a factual claim that can be objectively verified using publicly available information. Therefore, it is non-checkworthy.""}",0.0,0.0,0.0,0.0,0.0
32764,1,"I do think the use of special forces, which we're using, the use of enablers and trainers in Iraq, which has had some positive effects, are very much in our interests, and so I do support what is happening, but let me just..."," {""score"": 0, ""reasoning"": ""The sentence does not contain any clear factual claims that can be checked using publicly available information. It mainly expresses the speaker's opinion and supports the use of special forces and trainers in Iraq, which is a subjective statement.""}",0.0,0.0,0.0,0.0,0.0
14673,1,I'm totally focussed on the fact that we are still evading the issue of the Glaspie papers.," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claims that are salient to the general public. It only expresses the speaker's focus or opinion on a specific issue (the Glaspie papers) which is not verifiable using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
15093,1,I have been accused lately of having a secret plan with regard to the hostages.," {""score"": 0, ""reasoning"": ""This sentence contains an accusation and a claim of a secret plan, but it is not possible to verify the truth of these claims using publicly available information. Therefore, it is non-checkworthy.""}",0.0,0.0,0.0,0.0,0.0
23456,1,"Ladies and gentlemen, that's just not true what he said."," {""score"": 0, ""reasoning"": ""The sentence does not contain any factual claims that can be verified using publicly available information. It is a general response that does not make any specific assertions about facts or statistics.""}",0.0,0.0,0.0,0.0,0.0
33833,1,"And that was now all on tape, started by her."," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claim that is checkworthy. It is written in the past tense and describes an action ('started'), but it does not provide any verifiable information about who'she' is or what 'it' refers to. Without",0.0,0.0,0.0,0.0,0.0
27122,1,"But look, this has been going on for a year."," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claims that can be objectively verified using publicly available information. It only expresses the speaker's observation about the duration of a situation, which is subjective in nature.""}",0.0,0.0,0.0,0.0,0.0
24335,1,"I mean, that's been done."," {""score"": 0, ""reasoning"": ""This sentence is non-checkworthy as it contains only subjective statements and expresses a casual opinion without any factual claims or verifiable information.""}",0.0,0.0,0.0,0.0,0.0
13184,1,"As I uh - related a moment ago, the President has always indicated that we must not make the mistake in dealing with the dictator of indicating that we are going to make a concession at the point of a gun."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective claim about the President's indications and actions, which are not objectively verifiable using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
21450,1,"I'm spending my money -- not PAC money, not foreign money, my money -- to take this message to the people."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement about the speaker's actions and does not contain any objectively verifiable claims.""}",0.0,0.0,0.0,0.0,0.0
730,1,That is my position on SDI and it's never wavered a bit.," {""score"": 0, ""reasoning"": ""This sentence expresses a personal position on SDI (Strategic Defense Initiative) that has never changed, which is subjective information and not verifiable using publicly available data.""}",0.0,0.0,0.0,0.0,0.0
27440,1,So the work that we've done with respect to sanctions now offers Iran a choice.," {""score"": 0, ""reasoning"": ""The sentence does not contain any factual claims that can be verified using publicly available information. It only expresses a conditional statement about the work done with respect to sanctions and the choices offered to Iran, which are subjective and open to interpretation.""}",0.0,0.0,0.0,0.0,0.0
22188,1,And it works- -it works in Milwaukee.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement 'it works' and a place name 'Milwaukee'. It does not contain any factual claims that can be objectively verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
29223,1,"I could name, I mean, there are thousands of them."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement 'I could name, I mean, there are thousands of them.' It is not possible to verify the factual claim made in this statement using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
5703,1,They're doing it all over America because they have to.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement 'they have to.' It does not contain any factual or salient claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
19715,1,"The bottom line is, we went in there alone."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement 'we went in there alone' which is not factual and salient to the general public. It is an expression of personal experience and not capable of being verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
27811,1,But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.," {""score"": 0, ""reasoning"": ""This sentence contains no factual claims that can be checked using publicly available information. It only expresses the speaker's perspective on the president's statements and does not make any definitive factual claims about the auto industry or the location of jobs.""}",0.0,0.0,0.0,0.0,0.0
16024,1,I voted against that at the National Governors Association.," {""score"": 0, ""reasoning"": ""This sentence is non-checkworthy as it contains a subjective claim about a specific action taken by the speaker during a meeting or event for which there is no publicly available verification information.""}",0.0,0.0,0.0,0.0,0.0
10130,1,They're using cheap hand guns.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective claim about the type of guns being used, which is not verifiable using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
19415,1,Even though I have consistently opposed the legalization of drugs all my public life and worked hard against them.," {""score"": 0, ""reasoning"": ""The sentence does not contain any factual claims that can be objectively verified using publicly available information. It only expresses the speaker's opinion and past actions, which are subjective and not check-worthy.""}",0.0,0.0,0.0,0.0,0.0
8976,1,It at the John doesn't quite realize - he's never held an executive position of that kind.," {""score"": 0, ""reasoning"": ""This sentence expresses a subjective opinion about John's ability to realize or understand something, and it does not contain any factual claims that can be objectively verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
23414,1,I have a plan to cover those folks.," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claims that are check-worthy. It is a subjective statement about having a plan, which is not verifiable using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
32664,1,She talks in favor of the rebels.," {""score"": 0, ""reasoning"": ""This sentence only expresses a subjective opinion and does not contain any factual claims that can be objectively verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
9018,1,"And I have said freely, all over this country, that it was a mistake for me or anyone to ever try to put the Judeo-Christian heritage of this country, important as it is, and important as my religious faith is to me - it's a very deeply personal matter."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement about the speaker's personal religious beliefs and opinions, making it non-checkworthy.""}",0.0,0.0,0.0,0.0,0.0
33022,1,"I think it's such a great question, because energy is under siege by the Obama administration."," {""score"": 0, ""reasoning"": ""This sentence expresses an opinion and contains no factual claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
32908,1,"She didn't answer it, because when Ambassador Stevens..."," {""score"": 0, ""reasoning"": ""This sentence is non-checkworthy as it contains no clear factual claims that could be verified using publicly available information. It only describes an action (She didn't answer it) without providing any information about the factual context or content of the question or situation",0.0,0.0,0.0,0.0,0.0
32350,1,"It's been debunked, but it never stops him from saying whatever he wants to say."," {""score"": 0, ""reasoning"": ""This sentence contains an opinion and does not contain any factual claims that are checkworthy.""}",0.0,0.0,0.0,0.0,0.0
25315,1,"Georgie Anne, we, believe me, supported the Simpson-Mazzoli bill strongly -- and the bill that came out of the Senate."," {""score"": 30, ""reasoning"": ""This sentence contains a factual claim about Georgie Anne's support for the Simpson-Mazzoli bill, but it is not clear which specific version of the bill she is referring to (the one that passed in the House or the one that passed",0.0,0.0,0.0,0.0,0.0
17550,1,"In my opinion, as we deal with this deficit, people from about $70,000 a year on down have to be dealt with very, very carefully, because they are the ones who didn't get any relief the first time around."," {""score"": 0, ""reasoning"": ""This sentence expresses an opinion and does not contain any factual claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
27084,1,They're willing to work with us.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective claim about someone's willingness to work with others, which is not easily verifiable using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
27076,1,"And finally, we don't want to have military involvement there."," {""score"": 0, ""reasoning"": ""This sentence expresses a subjective opinion and does not contain any factual claims that can be checked or verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
30174,1,I was against the war.," {""score"": 0, ""reasoning"": ""This sentence expresses a subjective opinion, and it is not possible to verify the truth or falsehood of the statement using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
2900,1,"And I'm not gonna exclude the American people from that process in the future, as Mr. Ford and Kissinger have done."," {""score"": 0, ""reasoning"": ""This sentence contains an opinionated statement about Mr. Ford and Kissinger without providing any factual information or claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
4240,1,I immediately said that this was illegal and objectionable.," {""score"": 0, ""reasoning"": ""This sentence expresses a subjective opinion and does not contain any factual claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
13419,1,The t- man who grows tomatoes - it costs less for those tomatoes than it does for the label on the can.," {""score"": 0, ""reasoning"": ""The sentence contains a subjective statement 'it costs less' which is not verifiable using publicly available information. The comparison between the cost of tomatoes and the label on a can is not factual and objective, making the sentence non-checkworthy.""}",0.0,0.0,0.0,0.0,0.0
23641,1,My opponent was against that.," {""score"": 0, ""reasoning"": ""The sentence 'My opponent was against that' is non-checkworthy as it only contains an opinion statement about an unspecified 'that' and a reference to'my opponent.' It is not possible to verify the factual accuracy of this statement using publicly available",0.0,0.0,0.0,0.0,0.0
23445,1,"Now, he says he's only going to tax the rich."," {""score"": 30, ""reasoning"": ""This sentence contains a claim about someone's stated intention to 'tax the rich.' However, the claim is not factual in and of itself, as it only reports what the person has said. It would require additional context or research to determine if the claim",0.0,0.0,0.0,0.0,0.0
33930,1,"... and it's a criminal enterprise, and so many people know it."," {""score"": 30, ""reasoning"": ""This sentence contains a claim that 'it's a criminal enterprise,' but without more context or specific evidence, it is difficult to verify this claim with publicly available information. Additionally, the statement'so many people know it' is subjective and opinion-cent",0.0,0.0,0.0,0.0,0.0
31932,1,And many Republicans and independents have said the same thing.," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claims that can be objectively verified using publicly available information. It only contains statements about what some people have said, which are subjective in nature.""}",0.0,0.0,0.0,0.0,0.0
19848,1,I've supported all the education programs.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective claim about the speaker's past actions and does not provide any factual information that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
21629,1,Mr. Perot wants to do the same thing.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement in the form of a want or intention attribution to Mr. Perot. It does not contain any factual claims that can be objectively verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
19513,1,"And, I might add, with the democratic Russia."," {""score"": 0, ""reasoning"": ""This sentence contains an opinion-centered statement 'I might add, with the democratic Russia.' which is not factual or salient to the general public. It is not possible to verify this claim using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
22724,1,He talks about a grand idea: Let's have a summit; we're going to solve the problem in Iraq by holding a summit.," {""score"": 0, ""reasoning"": ""This sentence expresses a proposal or plan, which is subjective and opinion-centered. It does not contain any verifiable factual claims.""}",0.0,0.0,0.0,0.0,0.0
13602,1,"On this, as on so many other issues, I have a fundamental difference from the present administration."," {""score"": 0, ""reasoning"": ""This sentence expresses a subjective opinion of the speaker about the 'present administration.' It does not contain any factual claims that can be objectively verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
8200,1,The same is true of highways.," {""score"": 0, ""reasoning"": ""This sentence is non-checkworthy as it contains only a general statement about highways without any specific claim that can be fact-checked or verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
28132,1,"Listen, for 24 years I have never been afraid to take on the big drug companies."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement about the speaker's past experience and fear level, which is not factual or salient to the general public.""}",0.0,0.0,0.0,0.0,0.0
18338,1,"Plus, he says the cornerstone of his plan to succeed in Iraq is to call upon nations to serve."," {""score"": 10, ""reasoning"": ""This sentence contains a factual claim about the content of a specific person's plan, but it does not provide enough information to verify the claim using publicly available information. The claim is also not particularly salient or significant to the general public.""}",0.0,0.0,0.0,0.0,0.0
33867,1,"And frankly, those stories have been largely debunked."," {""score"": 0, ""reasoning"": ""This sentence expresses an opinion and does not contain any factual claims that can be checked using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
14591,1,We are a rising nation.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective and opinion-centered statement, and it is not possible to verify the claim using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
24928,1,I have ordered an investigation.," {""score"": 0, ""reasoning"": ""This sentence is not check-worthy because it expresses an intention or action, which is not a factual claim that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
12164,1,And they get health care.," {""score"": 0, ""reasoning"": ""The sentence does not contain any factual claims that can be verified using publicly available information. It is a simple statement about people receiving health care, which is a common occurrence and not necessarily newsworthy or check-worthy.""}",0.0,0.0,0.0,0.0,0.0
10854,1,"I traveled all over the world looking at the effects of greenhouse gas emissions, Joe Lieberman and I."," {""score"": 30, ""reasoning"": ""The sentence contains a factual claim about Joe Lieberman and the speaker's travel history, but the specifics of the travel and its relation to greenhouse gas emissions are not verifiable with publicly available information.""}",0.0,0.0,0.0,0.0,0.0
25941,1,They may be danger -- I voted I for everything since that time.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement 'They may be danger' which cannot be objectively verified using publicly available information. The statement 'I voted I for everything since that time' is a trivial factual claim and does not provide enough specificity or context for fact",0.0,0.0,0.0,0.0,0.0
32536,1,"And so do all of her donors, or most of her donors."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement 'all of her donors, or most of her donors' which is an opinion and not a factual claim that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
16778,1,"Well, that bill has not yet come down to the Oval Office, so I am not in a position to make any judgment on it tonight."," {""score"": 0, ""reasoning"": ""This sentence is non-checkworthy as it contains no factual claims that can be verified using publicly available information. It only expresses a limitation of the speaker's ability to make a judgment.""}",0.0,0.0,0.0,0.0,0.0
24593,1,"But maybe you meant that some in the country don't have the will to fight it, but those that are out there on the front line, as you know -- you've been a strong backer of law enforcement -- really -- I just want to clear that up --have the will to fight it, and, frankly, some of them are giving their lives."," {""score"": 0, ""reasoning"": ""The sentence does not contain any clear factual claims that can be verified using publicly available information. It consists of subjective statements and expressions of opinion, as well as an implied question that is not directly answered in the text.""}",0.0,0.0,0.0,0.0,0.0
13966,1,Mr. Perot says it's a bad deal.," {""score"": 0, ""reasoning"": ""This sentence only contains a subjective statement from Mr. Perot expressing his opinion. It is not factual or salient to the general public and does not contain any claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
6176,1,I voted for Justice Breyer and Justice Ginsburg.," {""score"": 0, ""reasoning"": ""This statement is non-checkworthy as it is a personal fact that cannot be verified publicly, and it does not contain any factual claims that would be salient to the general public.""}",0.0,0.0,0.0,0.0,0.0
11995,1,Some of the restrictions that have been placed by the Congress in the last couple of years.," {""score"": 30, ""reasoning"": ""This sentence contains a claim about the number and timing of restrictions placed by Congress in the last couple of years, which could be factual. However, without more specific information, it is difficult to verify the claim using publicly available information. The claim is also not",0.0,0.0,0.0,0.0,0.0
7600,1,In the first place I've never suggested that Cuba was lost except for the present.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement and does not contain any factual claims that can be checked using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
12271,1,But it starts with working in a collaborative effort with states and local folks.," {""score"": 0, ""reasoning"": ""The sentence contains a subjective statement 'it starts' and a vague claim 'working in a collaborative effort' without specifying who or what is collaborating, making it non-factual and not possible to verify with publicly available information.""}",0.0,0.0,0.0,0.0,0.0
2485,1,"Innermountain Healthcare does it superbly well, Mayo Clinic is doing it superbly well, Cleveland Clinic, others."," {""score"": 0, ""reasoning"": ""The sentence contains subjective statements 'does it superbly well' and does not provide any specific factual information about Innermountain Healthcare, Mayo Clinic, or Cleveland Clinic that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
16617,1,But it was a tremendous shift from administrative jobs into the delivery of services.," {""score"": 30, ""reasoning"": ""This sentence contains a subjective statement ('tremendous shift') which makes it difficult to assign a clear factual value. However, it does imply a factual change in job roles (from administrative to service delivery). The level of specificity and availability",0.0,0.0,0.0,0.0,0.0
