sentence_id,Verdict,score,Text,reasoning,raw_response
32480,1,80,But we're bringing the tax rate down from 35 percent to 15 percent.,,"  Sure! Here's my assessment of the given sentence's check-worthiness:{""score"": 80, ""reasoning"": ""The claim that the tax rate is being reduced from 35% to 15% is a factual claim that can be verified using public"
8236,1,70,"It will cost a minimum of four billion dollars a year more, a maximum of four and nine-tenths billion dollar a year more than we're presently spending.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it"
12198,1,70,That we spent -- the top 1% receive 223 as opposed to 445 billion in new spending.,,"  Sure, I'd be happy to help!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:Reasoning:The claim in the sentence is partially factual and salient to the general public"
2326,1,70,"Now, Governor Romney has said he wants to repeal Dodd-Frank.",,"  Sure, I'd be happy to help! Here's my assessment of the given sentence's check-worthiness:{ ""score"": 70, ""reasoning"": ""The claim that Governor Romney wants to repeal Dodd-Frank is a factual claim that"
28160,1,80,"We've spent 65 years now on the development of a hybrid system, partly private, partly public, and 85% of our people have health insurance, 15% don't.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 80. Here's why:* Factual claim: The sentence contains a factual claim about the development of a hy"
20122,1,60,There are actually more people in government except for people in defense related jobs.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:The claim in the sentence is partially factual, as there are indeed more people employed in"
28296,1,60,"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:Reasoning:* The claim that there are now a smaller percentage of vot"
7721,1,70,"When he selected his vice presidential running mate, he selected a man who had voted against most of these proposals and who opposes them at the present time.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it"
1389,1,60,But now I think there have been a couple of instances where the Burger Court has made technical rulings where an obviously guilty person was later found to be guilty.,,"  Sure! I'd be happy to help you with that.After analyzing the given sentence, I would give it a check-worthiness score of 60. Here's why:Reasoning:The sentence contains a claim that is both factual and salient to"
23306,1,,"As I told you, we've just got a report that said over the past 13 months, we've created 1.9 million new jobs.",,"  Sure, I'd be happy to help!The sentence you provided is:""As I told you, we've just got a report that said over the past 13 months, we've created 1.9 million new jobs.""Based on the information provided"
16783,1,80,"As a result, we have saved over $9 billion in federal expenditures.",,"  Sure, I'd be happy to help you with that!After analyzing the given sentence, I would give it a check-worthiness score of 80. Here's my reasoning:The claim in the sentence is factual and salient to the general public, as it"
19702,1,,"We're even shipping 3,000 Kurds to Guam.",,"  Sure, I can help you with that!The sentence ""We're even shipping 3,000 Kurds to Guam."" is check-worthy because it contains a factual claim that can be verified using publicly available information. The claim is salient to the general public"
17550,1,60,"In my opinion, as we deal with this deficit, people from about $70,000 a year on down have to be dealt with very, very carefully, because they are the ones who didn't get any relief the first time around.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:The claim in the sentence is partially factual and salient to the general public. It"
2316,1,60,"You had loan officers were -- that were giving loans and mortgages that really shouldn't have been given, because the folks didn't qualify.",,"  Sure, I can help you with that!After analyzing the given sentence, I would give it a check-worthiness score of 60. Here's my reasoning:The sentence contains a claim that is both factual and salient to the general public. The claim is that"
32009,1,70,And Donald insulted and attacked them for weeks over their religion.,,"  Thank you for providing the sentence for fact-checking. Based on the information provided, I would give the sentence a check-worthiness score of 70.Here's why:* The claim that Donald insulted and attacked people for their religion is a factual claim that"
8726,1,60,"We have a coal supply that is equal to 50% of the world's coal supply, good for centuries, in this country.",,"  Sure, I can help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:The claim in the sentence is partially factual and salient to the general public. The sentence states that the"
21457,1,60,"In terms of programs, I've submitted, what, 4 different budgets to the US Congress in great detail.",,"  Sure, I can help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:The claim in the sentence is factual and relevant to the general public, as it pertains to the"
27831,1,60,"I said that we would provide guarantees, and -- and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60.Here's why:* The claim in the sentence is factual and salient to the general public"
33427,1,60,"... to sign immigration reform, and George W. Bush supported it, as well.",,"  Sure! Based on the sentence you provided, I would give it a check-worthiness score of 60. Here's why:The claim that George W. Bush supported immigration reform is a factual claim that can be verified through publicly available information. Bush did in fact support compreh"
30262,1,70,We're a country that owes $20 trillion.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it"
909,1,60,But I also believe we need an agricultural policy which doesn't cost us 15 to 20 to 25 billion dollars a year that it's been costing us over the course of the past three or four years under this administration.,,"  Sure, I can help you with that!After analyzing the given sentence, I would give it a check-worthiness score of 60. Here's why:Reasoning:The sentence contains a factual claim about the cost of agricultural policy under the current administration"
7036,1,60,"If you're married, you got tax relief.",,"  Sure! I'd be happy to help you with that.After analyzing the sentence you provided, I would give it a check-worthiness score of 60.Here's why:The claim in the sentence is partially factual, as marriage does offer some tax"
27627,1,60,So our troops will come home at that point.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:The claim in the sentence is partially factual, as it mentions the possibility of troops returning"
34131,1,20,"He violated the red line in the sand, and he made so many mistakes, made all the mistakes.",,"  Sure, I can help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 20. Here's why:The sentence contains several claims that are factual and salient to the general public, such as ""he viol"
8197,1,80,We have developed more hydroelectric power in these seven and a half years than was developed in any previous administration in history.,,"  Sure! Based on the sentence you provided, I would give it a check-worthiness score of 80.Here's why:* The claim is factual: The sentence makes a direct claim about the amount of hydroelectric power developed during a specific period of time, which"
18687,1,70,"No president, through all of American history, has ever ceded, and nor would I, the right to preempt in any way necessary to protect the United States of America.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it"
16608,1,70,Our country now has no comprehensive energy program or policy.,,"  Sure, I can help you with that!After analyzing the given sentence, I would give it a check-worthiness score of 70. Here's my reasoning:The claim in the sentence is factual and salient to the general public, as it pertains to"
14867,1,60,"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:The claim in the sentence that is most likely to be verifiable through publicly available information"
8757,1,75,"Because in industry today, we're producing more, over the last several years, and at 12% less use of energy than we were back in about 1973.",,"  Sure! I'd be happy to help you with that.After analyzing the sentence you provided, I would give it a check-worthiness score of 75. Here's why:Reasoning:The sentence contains a factual claim that can be verified through"
2380,1,70,And three-quarters of them said it makes us less likely to hire people.,,"  Sure, I'd be happy to help!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it touches on"
8755,1,70,"That is the same Government that, in 1920, told us we only had enough oil left for 13 years, and 19 years later, told us we only had enough left for another 15 years.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it"
13427,1,70,"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public. It refers"
21717,1,70,I am not for national registration of firearms.,,"  Sure, I can help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:Reasoning:* The claim is factual: The sentence explicitly states a position on the topic"
8950,1,70,"But at the same time, we gave back to the people of California - in tax rebates, tax credits, tax cuts - $5.7 billion.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it"
27747,1,60,"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.",,"  Sure, I can help you with that!After analyzing the given sentence, I would give it a check-worthiness score of 60. Here's my reasoning:The claim in the sentence that is most likely to be verifiable through publicly available information is the estimate of"
16516,1,70,"If we assume the ah - uh - a rate of growth of our economy, equivalent to what it was during President Johnson, President Kennedy, even before the - the - the - uh wa uh - Vietnese- namese War, and if we assume that at the end of the four-year period we can cut our unemployment rate down to 4 to 4 and a half percent - under those circumstances, even assuming no elimination of unnecessary programs and assuming an increase in the ad- in the allotment of money to finance programs, increasing as the inflation rate does - my economic projections, I think confirmed by the House uh - and the Senate committees, have been with the $60 billion extra amount of money that can be spent in fiscal year '81 which will be the last year of this next term.",,"  Sure! I can help you with that.After analyzing the given sentence, I would give it a check-worthiness score of 70. Here's why:Reasoning:The sentence contains several factual claims that are salient to the general public, such"
2820,1,70,"A few months later, he said he wanted to cut the defense budget by eight or nine billion dollars.",,"  Sure, I can help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:Reasoning:* The claim is factual: The sentence mentions a specific amount of money ($"
34250,1,20,"He now also aligned with Iran, who we made very powerful.",,"  Thank you for providing the sentence for fact-checking. Based on the criteria you've defined, I would give the sentence a score of 20 out of 100 for check-worthiness. Here's the reasoning:Score: 20Reasoning:"
6977,1,80,"But I want to warn my fellow citizens: The cost of doing nothing, the cost of saying the current system is OK, far exceeds the costs of trying to make sure we save the system for our children.",,"  Sure, I can help you with that! Here's my assessment of the given sentence's check-worthiness:Score: 80Reasoning:This sentence contains a factual claim that is salient to the general public, specifically the idea that the costs"
10863,1,60,"Nuclear power is safe, and it's clean, and it creates hundreds of thousands of jobs.",,"  Sure, I can help you with that! Here's my assessment of the given sentence's check-worthiness:Score: 60Reasoning:This sentence contains a mix of both factual and subjective claims. The statement ""Nuclear power is"
14912,1,70,"At the same time, as I have said earlier, we have added about nine million net new jobs in that period of time - a record never before achieved.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it"
24841,1,80,The Soviet Union is no more and we're working with a democratic country.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 80. Here's why:The claim in the sentence is factual and salient to the general public, as it"
28054,1,70,"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient's bill of rights through.",,"  Sure, I can help you with that!After analyzing the given sentence, I would give it a check-worthiness score of 70. Here's my reasoning:The sentence contains a claim that is both factual and salient to the general public. Specifically, the claim"
16829,1,70,"This permits a company to create uh - a dummy corporation, to export their products, and then not to pay the full amount of taxes on them.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is partially factual and salient to the general public. It"
8928,1,70,"And one is going to give you $122 more if you happen to be in that range of about a $20,000-a-year income.",,"  Sure, I'd be happy to help!The sentence you provided is check-worthy, with a score of 70. Here's why:* The claim is factual: The sentence mentions a specific dollar amount ($122) that could be earned by someone"
8124,1,70,I'm not satisfied to have fifty percent of our steel-mill capacity unused.,,"  Sure! Here's my assessment of the given sentence's check-worthiness:{""score"": 70, ""reasoning"": ""The claim that 50% of steel-mill capacity is unused is a factual statement that can be verified through publicly available data."
10609,1,80,And Senator McCain voted for four out of five of those George Bush budgets.,,"  Sure, I can help you with that!After analyzing the given sentence, I would give it a check-worthiness score of 80. Here's why:Reasoning:* The claim in the sentence is factual, as it refers to a specific event"
15294,1,60,"Now, it is trillions of dollars out of balance, and the only answer that has come so far is the biggest single tax increase in our nation's history - the payroll tax increase for Social Security - which will only put a band-aid on this and postpone the day of reckoning by a few years at most.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:Reasoning:* The claim that ""it is trillions of dollars"
19104,1,70,"We passed 100,000 police, the assault weapons ban, the Brady Bill.",,"  Sure, I can help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it touches on a"
27084,1,,They're willing to work with us.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence ""They're willing to work with us,"" I have determined that it is a check-worthy claim. The statement is factual and salient to the general public, as it implies a willingness to"
20753,1,60,Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:Reasoning:The sentence contains a claim that is both factual and salient"
25897,1,70,We have never been asked to send troops to the West Bank.,,"  Sure, I can help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it touches on a"
14952,1,0,We've had the Central Accounting.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence ""We've had the Central Accounting,"" I have determined that it is a non-checkworthy claim. Here's why:{ ""score"": 0, ""reasoning"": """
6216,1,60,"Senator Obama, as a member of the Illinois State Senate, voted in the Judiciary Committee against a law that would provide immediate medical attention to a child born of a failed abortion.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:Reasoning:* The claim is factual: The sentence mentions a specific"
3116,1,70,"Just recently, President Rabin said that our relations were never better.",,"  Sure, I'd be happy to help! Here's my assessment of the sentence you provided:Score: 70Reasoning:This sentence contains a factual claim that is salient to the general public, specifically the statement that ""our relations were never better"
20898,1,60,We have a strong charter school movement that I signed the legislation to get started in the State of Texas.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:* Factual claim: The sentence contains a factual claim about the existence of a strong"
20338,1,,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,,"  Sure, I can help you with that!The sentence you provided is:""I don't think he will because under his plan, if you work out the numbers, $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut."""
8962,1,70,"But I do know that, despite his pledge to reduce state Government spending, that it rose from $4.6 billion when he took office in 1967, to $10.2 billion during his eight years in office.",,"  Sure, I'd be happy to help you with that!After reviewing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:* Factual claim: The sentence contains a factual claim about the change in state government"
25136,1,70,"In a recent 30-day period, 37 terrorist acts in 20 countries have been committed.",,"  Sure, I can help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's my reasoning:The claim in the sentence is factual and salient to the general public, as it refers to a"
12414,1,,"That's going to be up to the people, isn't it?",,"  Sure! I can help you with that.The sentence ""That's going to be up to the people, isn't it?"" is check-worthy because it contains a factual claim that can be verified using publicly available information. The claim is salient to the general public, as"
27076,1,60,"And finally, we don't want to have military involvement there.",,"  Sure, I can help you with that!After analyzing the given sentence, I would give it a check-worthiness score of 60. Here's my reasoning:The sentence contains a factual claim, which is that military involvement should be avoided. This is a sal"
14929,1,80,"But that can't hide the fact that there are eight million men and women out of work in America today, and two million of those lost their jobs in just the last few months.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 80. Here's why:Reasoning:The sentence contains a factual claim about the number of unemp"
17644,1,60,"Yes, there has been an increase in poverty, but it is a lower rate of increase than it was in the preceding years before we got here.",,"  Sure, I'd be happy to help! Here's my assessment of the given sentence's check-worthiness:Score: 60Reasoning:This sentence contains a claim that is partially factual and salient to the general public. The claim is"
7676,1,60,"About two percent of our population of white people are - is illiterate, ten per cent of our colored population.",,"  I can certainly help you with that! After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:Reasoning:The sentence contains a factual claim about the literacy rate of different racial groups in the population"
28462,1,50,Right now our military is the strongest in the entire history of the world.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 50.Here's why:The claim that the military is the strongest in the entire history of the world"
3715,1,75,I saved the taxpayers $6.8 billion by fighting a contract that was negotiated between Boeing and DOD that was completely wrong.,,"  Sure, I can help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 75. Here's my reasoning:The claim in the sentence is factual and salient to the general public, as it touches on"
17129,1,70,This is the worst trade year in American history by far.,,"  Sure! I'd be happy to help you with that.After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it"
1851,1,60,"But under Governor Romney's definition, there are a whole bunch of millionaires and billionaires who are small businesses.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's my reasoning:The sentence contains a claim that can be verified using publicly available information. Governor Rom"
6926,1,70,"The Lewin report accurately noted that there are going to be 20 million people, over 20 million people added to government-controlled health care.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is partially factual and salient to the general public. The"
32170,1,80,"Right now, we are at 90 percent health insurance coverage.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 80. Here's why:The sentence makes a claim about the current state of health insurance coverage in the United States"
8326,1,70,The farmer produced these surpluses because the government asked him to through legislation during the war.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:Reasoning:The claim in the sentence that the farmer produced surpluses"
1086,1,60,"But to add one other feature, I don't control any of the tapes.",,"  Sure, I can help you with that!After analyzing the given sentence, I would give it a check-worthiness score of 60. Here's my reasoning:The sentence contains a claim that is factual and salient to the general public, which meets the first criter"
15178,1,60,"Now, to suggest that because two Republican presidents tried to pass the SALT treaty - that puts them on its side - I would like to say that President Ford, who was within 90% of a treaty that we could be in agreement with when he left office, is emphatically against this SALT treaty.",,"  Sure, I'd be happy to help you with that!Based on the sentence you provided, I would give it a check-worthiness score of 60. Here's why:* The claim that President Ford was ""within 90% of a treaty"
30216,1,70,"I voted for every sanction against Iran when I was in the Senate, but it wasn't enough.",,"  Sure, I can help you with that! Here's my assessment of the given sentence's check-worthiness:Score: 70Reasoning:This sentence contains a factual claim that is salient to the general public, specifically the claim that the speaker"
16609,1,60,"We have twenty different agencies in the federal government responsible for the production, the regulation, the uh - information about energy, the conservation of energy, spread all over government.",,"  Sure! I'd be happy to help you with that.After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:Reasoning:The sentence contains several claims that are factual and salient to"
8202,1,60,We often hear gross national product discussed and in that respect may I say that when we compare the growth in this Administration with that of the previous Administration that then there was a total growth of eleven percent over seven years; in this Administration there has been a total growth of nineteen per cent over seven years.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:Reasoning:The sentence contains a claim about the growth of the economy during two"
14898,1,70,"which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate.",,"  Sure, I can help you with that!After analyzing the given sentence, I would give it a check-worthiness score of 70. Here's my reasoning:The claim in the sentence is factual and salient to the general public, as it relates to a"
14087,1,60,Look what's happening to McDonnell Douglas; even Boeing is losing market share -- because we let the Europeans spend $25-$40 billion on Airbus without an appropriate competitive response.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 60. Here's why:* Factual claim: The sentence contains a factual claim about McDonnell Douglas"
11645,1,70,"We did, actually, send troops into Rwanda to help with the humanitarian relief measures.",,"  Sure, I can help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it relates to a"
12659,1,70,We've had the lowest rate of increase of economic growth in the last nine months of any major industrialized society in the world.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it"
1440,1,80,"Since the depths of the recession, we have added four million jobs.",,"  Sure, I'd be happy to help!After reviewing the sentence you provided, I would give it a check-worthiness score of 80. Here's why:Reasoning:The sentence is factual and salient to the general public, as it refers"
24320,1,70,Our dollar's at an all time low against some foreign currencies.,,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it"
22305,1,60,"Not to the schools but to -- you know, 46% of the teachers in Chicago, public school teachers, send their kids to private school.",,"  Sure, I can help you with that! Here's my assessment of the given sentence:Score: 60Reasoning:This sentence contains a factual claim that is salient to the general public, as it relates to the education system in Chicago. The"
27385,1,70,"Our Navy is old -- excuse me, our Navy is smaller now than at any time since 1917.",,"  Sure, I'd be happy to help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's my reasoning:The claim in the sentence is factual and salient to the general public, as"
19466,1,70,The administration says they support the instant check.,,"  Sure! I can help you with that.After analyzing the sentence you provided, I would give it a check-worthiness score of 70.Here's my reasoning:The claim in the sentence is factual and salient to the general public, as it per"
1020,1,70,"I proposed, as you know, a reduction to increase the personal exemption from seven hundred and fifty to a thousand dollars.",,"  Sure, I can help you with that!After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's why:The claim in the sentence is factual and salient to the general public, as it relates to a"
23226,1,70,He's the first president in 72 years to lose jobs.,,"  Sure! I can help you with that.After analyzing the sentence you provided, I would give it a check-worthiness score of 70. Here's my reasoning:{""score"": 70,""reasoning"": ""The claim that the president is"
1265,1,,"I fought for, and the Congress finally went along with a general revenue sharing program, whereby cities and uh - states, uh - the cities two-thirds and the states one-third, get over six billion dollars a year in cash through which they can uh - provide many, many services, whatever they really want.",,"  Sure, I'd be happy to help!The sentence you provided is:""I fought for, and the Congress finally went along with a general revenue sharing program, whereby cities and uh - states, uh - the cities two-thirds and the states one-third"
