tweet_id,check_worthiness,score,tweet_text,reasoning,raw_response
1235185048078278657,0,0,Safety always comes first. Do not panic and stay safe. #CoronaAlert <link>,This tweet is not check-worthy because it is a general statement encouraging safety during the Coronavirus outbreak. It does not contain a verifiable factual claim that would require fact-checking by a professional fact-checker.," {""score"": 0,""reasoning"": ""This tweet is not check-worthy because it is a general statement encouraging safety during the Coronavirus outbreak. It does not contain a verifiable factual claim that would require fact-checking by a professional fact-checker.""}"
1234916336393969667,0,80,"Countries with largest numbers of #coronavirus diagnoses  1. China 2. South Korea 3. Italy 4. Iran 5, Japan 6. France 7. Germany 8. Spain 9. Singapore 10. USA",," {""score"": 80,""reasoning"": ""The tweet contains a verifiable factual claim about the number of coronavirus diagnoses in different countries. However, the claim is already widely reported and easily verifiable through reliable sources, so it may not require the attention of professional fact-"
1234616723615166465,0,70,"I'm stunned by the depth of #coronavirus information being released in #Singapore. On this website you can see every known infection case, where the person lives and works, which hospital they got admitted to, and the network topology of carriers, all laid out on a time-series <link>",," {""score"": 70,""reasoning"": ""The tweet makes a verifiable claim about the availability of detailed information about COVID-19 cases in Singapore, including personal data such as place of work and residence. While it is difficult to assess the accuracy of this claim without further investigation,"
1235351764737675264,0,0,"Thank you, keep up the great work!","This sentence does not contain a verifiable factual claim, but is instead a positive comment without any specific information that could be fact-checked."," {""score"": 0, ""reasoning"": ""This sentence does not contain a verifiable factual claim, but is instead a positive comment without any specific information that could be fact-checked.""}"
1235149229179404289,0,85,"The new #coronavirus has killed about 3.4% of confirmed cases globally - making it deadlier than the flu, but still containable.   The seasonal flu's fatality rate is below 1% https://aje.io/gysap",," {""score"": 85,""reasoning"": ""The tweet contains a verifiable factual claim about the fatality rate of the new coronavirus and the seasonal flu. This information is important for the general public to know and has the potential to impact public health decisions. Additionally, the"
1234650511636410368,0,70,Nigeria being able to handle Ebola and Corona virus effectively just lets you know that the incompetence in everything else is on purpose,," {""score"": 70,""reasoning"": ""This tweet contains a verifiable factual claim about Nigeria's handling of Ebola and Coronavirus, and implies a causation or correlation between Nigeria's competence in handling those crises and its perceived incompetence in"
1234634259912155137,0,90,"BREAKING: I am announcing a new directive requiring NY health insurers to waive cost sharing associated with testing for #coronavirus, including emergency room, urgent care and office visits.  We can't let cost be a barrier to access to COVID-19 testing for any New Yorker.",," {""score"": 90, ""reasoning"": ""The tweet contains a factual claim about a new directive that affects healthcare access and costs for New Yorkers. The claim is check-worthy because it has the potential to impact a large number of people and could be verified by checking with the relevant health"
1234831345777627138,0,0,Now they want to clean,," {""score"": 0, ""reasoning"": ""The sentence is too vague and does not contain a verifiable factual claim. It does not appear to contain false information, and it is unclear what impact it could have on the general public or how it could be harmful to society, certain people, companies,"
1235210250812305408,0,70,"Netanyahu announcing Israel's new extreme measures against #corona. Orders Israelis to stop shaking hands, suggests following Indian custom of namaste instead. 🙏🏽 <link>",," {""score"": 70,""reasoning"": ""The tweet contains a verifiable factual claim about the actions taken by a specific individual, Netanyahu, in response to the coronavirus outbreak. The claim that he is ordering Israelis to stop shaking hands and suggesting the Indian custom of"
1235239113298759680,1,90,"Just spoke with ER doc who say he's seeing cases he's 99% sure are #coronavirus. Negative for flu, recent travel, work in airports. Not allowed to test. Patients return to work because they can't take time off w/out a firm diagnosis. Other ER docs seeing the same thing.",," {""score"": 90, ""reasoning"": ""This tweet contains a verifiable factual claim about the experiences of an ER doctor regarding the number of COVID-19 cases they are seeing. The claim that the doctor is '99% sure' that the cases are COVID-19 is a"
1235265562990637056,0,70,"Slowly, all Hindu traditions will be accepted by the world. Yoga is already in. Need for family system & vegetarianism is dire, Universal Acceptance to fight terrorism, polytheism to fight hate & bigotry of the communists.  The time for unscientific Abrahamic principles is over.<link>",," {""score"": 70,""reasoning"": ""This tweet contains several verifiable claims, including the claim that yoga is widely accepted, the claim that there is a need for family systems and vegetarianism, and the claim that unscientific Abrahamic principles are no longer relevant."
1234835892159877121,0,70,Congress should NOT tie emergency #coronavirus funding with #FISA reauthorization.   We MUST reform our FISA system to restore the American people’s confidence in our justice system and ensure what happened to  @realDonaldTrump  and his campaign in 2016 NEVER happens again.<link>,," {""score"": 70, ""reasoning"": ""The tweet contains a check-worthy claim about Congress tying emergency coronavirus funding with FISA reauthorization, which is a verifiable factual claim. However, the claim about restoring confidence in the justice system and ensuring a specific outcome regarding"
1235037111239077889,1,80,"#EXO members #Chanyeol, #Lay, #Suho and #Kai have donated a combined 170 million won to Korea Disaster Relief Association Hope Bridge to help fight the #coronavirus outbreak. #COVID19  @weareoneEXO  @layzhang  #찬열 #ZhangYixing #수호 #엑소",," {""score"": 80,""reasoning"": ""The tweet contains a verifiable factual claim about a combined donation amount from four specific individuals. While it is positive that the celebrities are donating to a good cause, the accuracy of the donation amount should be verified to"
1235001112735944705,0,70,Dear  @VP  Pence: What are you hiding from the American people? Why won’t you let the people see and hear what experts are saying about the #CoronaOutbreak?,," {""score"": 70,""reasoning"": ""This tweet is check-worthy because it implies that Vice President Pence is hiding something from the American people regarding the coronavirus outbreak. This is a verifiable factual claim that could have a significant impact on the public, and it could"
1234778537615212544,0,0,"Dear  @PMOIndia ,  Quit wasting India's time playing the clown with your social media accounts, when India is facing an emergency. Focus the attention of every Indian on taking on the Corona virus challenge.   Here's how it's done..  #coronavirusindia",," {""score"": 0, ""reasoning"": ""This tweet is a opinion or a suggestion, not a verifiable factual claim. It does not contain a definition, mention a quantity in the present or the past, make a verifiable prediction about the future, reference laws, procedures, and rules of operation"
1235197302333149185,1,85,Hold on - #China Communist Party now denying #CoronavirusOutbreak originated in China? This after Beijing’s catastrophic mishandling of the virus has caused a global health crisis? What a collection of incompetent thugs & liars <link>,," {""score"": 85, ""reasoning"": ""This tweet contains a factual claim about China Communist Party denying the origin of the Coronavirus outbreak in China. This claim has the potential to cause harm to China's reputation and could have an impact on the general public's perception of the"
1235166676309676032,1,80,"The World Health Organization confirmed that Covid-19 is deadlier than the seasonal flu, but does not transmit as easily. Read the latest updates on the coronavirus outbreak here.",," {""score"": 80,""reasoning"": ""The tweet contains a factual claim about the World Health Organization's confirmation of the deadliness of Covid-19 compared to the seasonal flu. However, the claim about the transmission rate of Covid-19 compared to the"
1235172654778167296,0,70,DO NOT PANIC !  Here’s all what you need to know &amp; do as a responsible citizen.DO NOT PANIC !  Here’s all what you need to know & do as a responsible citizen.  #coronavirusindia #Microbe  #covid2019  #CoronaAlert <link>,," {""score"": 70,""reasoning"": ""The tweet contains a link that claims to provide important information about the coronavirus for responsible citizens. The claim is check-worthy because it refers to a matter of public concern and could potentially contain false or misleading information. The phrasing '"
1235409660104015873,0,90,"Trump to Hannity on WHO saying coronavirus death rate is 3.4%: ""I think the 3.4% number is really a false number. Now this is just my hunch, but based on a lot of conversations ... personally, I'd say the number is way under 1%.""  Astoundingly irresponsible. <link>",," {""score"": 90,""reasoning"": ""This tweet contains a verifiable factual claim about a statement made by a public figure, which could have a significant impact on public understanding of the COVID-19 pandemic. The claim appears to be false or misleading, as it contrad"
1234933752498921473,0,70,Dear  @realDonaldTrump : Why are we still not testing at the scale we need to contain the #CoronavirusOutbreak?   Have you apologized yet for saying criticism of your Administration’s botched testing was a new hoax? <link>,," {""score"": 70,""reasoning"": ""The tweet contains a verifiable factual claim about the scale of testing for the coronavirus outbreak and whether or not the President has apologized for his comments. This information can be verified through reliable sources and has the potential to impact the general"
1235216569539551232,0,50,Thank you for the inspiration #India- from today all Israelis say #Shalom🇮🇱#Namaste🇮🇳,," {""score"": 50, ""reasoning"": ""The tweet contains a verifiable claim about a change in greeting behavior, but it is unclear if this is a widespread phenomenon or just the sentiment of the tweet's author. Additionally, the potential impact on society is low, so a fact"
1235234176414162944,0,80,"If true, the  @StateDept  officials who denied coronavirus testing to exposed US embassy staff need to resign.   Also, a reminder that last week in  @HouseForeign  Committee,  @SecPompeo  refused 6 times to deny that #coronavirus is a hoax. <link>",," {""score"": 80,""reasoning"": ""The tweet contains a factual claim about the actions of US State Department officials and Secretary of State Pompeo regarding coronavirus testing and denial of it being a hoax. If these claims are true, they could have significant implications for"
1234966189668995078,0,50,"A call to every Democrat running for president, or anywhere for that matter. Will you join President Trump in donating your quarterly salary toward fighting #CoronaVirus? Citizens would be very grateful. Thank you in advance.",," {""score"": 50, ""reasoning"": ""The tweet is not making a factual claim that can be verified, but it is asking a question and making a suggestion to a specific group of people. While it is not currently harmful or impactful, it could be check-worthy if any of the"
1235278295211618304,0,95,"A State of Emergency has been declared for LA City and County due to confirmed cases of Coronavirus.  Angelenos need to be prepared, but not panicked. Listen to the advice of experts.  Make sure you're following  @CDCgov  and  @lapublichealth  for the latest info and recommendations. <link>",," {""score"": 95,""reasoning"": ""The tweet contains a factual claim about a State of Emergency being declared in LA City and County due to confirmed cases of Coronavirus. This information is check-worthy as it is a significant event that could have a major impact on"
1235043647038443523,0,70,We are doomed.    #coronavirus #Covid_19 https://t.co/Pey8CNyCOT,," {""score"": 70,""reasoning"": ""This tweet contains a verifiable factual claim about the current situation with the coronavirus pandemic. The claim 'We are doomed' is an exaggeration and could be harmful to the society by spreading fear and panic. It is important for"
1234830346182709249,0,50,@waltshaub Please repost this. It shares vital information and it's a class on how to lead during times of crisis  An excellent speech by Singapore’s Health Minister Mr. Gan Kim Yong.   An excellent way of describing #coronavirus #CoronaVirusUpdates,," {""score"": 50,""reasoning"": ""The tweet is not making a factual claim that can be verified, but rather expressing an opinion about a speech. However, the tweet does reference a specific event (a speech by Singapore’s Health Minister) and could be check"
1234887886354382849,0,80,#B52Questions 1. Why is Rudy not under arrest? 2. Why is Harvey not in Riker’s? 3. Why is Cuccinelli still working? 4. Has Barr quit yet? 5. When is Flynn being sentenced? 6. Who trusts Pence and Mrs. Miller with messaging about #coronavirus ? 7. Are R’s happy w/their guy?,," {""score"": 80,""reasoning"": ""This tweet contains multiple factual claims and questions about current events and individuals, some of which may contain false or misleading information. These claims have the potential to impact the public's understanding of current events and legal proceedings, and therefore should"
1234872254883909642,0,80,"Globally, about 3.4% of reported #COVID19 cases have died. By comparison, seasonal flu generally kills far fewer than 1% of those infected- @DrTedros  #coronavirus",," {""score"": 80,""reasoning"": ""The tweet contains a verifiable factual claim about the COVID-19 mortality rate, which is a topic of significant public interest and potential impact. However, the comparison to the seasonal flu is not directly relevant to the current pandemic"
1235029940208205825,0,85,"It is a fair question to ask whether the lack of testing is due to gross incompetence by the  @realDonaldTrump  Administration, or Trump’s stated desire to minimize the #CoronaOutbreak. Either way we now have severe consequences. And we cannot get those critical weeks back.",," {""score"": 85,""reasoning"": ""This tweet contains a verifiable factual claim about the lack of testing for the coronavirus in the US, and suggests that it may be due to either incompetence or a deliberate decision by the Trump Administration. This is check-"
1234980702103334914,1,85,Nothing to see here folks.   Only the  @GOP  stopping a corona virus bill because it doesn’t allow all of their big pharma pals to charge whatever they want for a lifesaving vaccine that hasn’t even been developed yet.   #OneVoice1 <link>,," {""score"": 85,""reasoning"": ""This tweet contains a verifiable factual claim about the actions of the GOP regarding a coronavirus bill, and implies that the GOP is preventing the bill from passing due to their desire to allow pharmaceutical companies to charge high prices"
1234911733111808007,1,90,"To date, the president has spent $133.7 million of taxpayer money to play golf.  That is 334 years worth of presidential salary.",," {""score"": 90,""reasoning"": ""This tweet contains two verifiable factual claims: the amount of money spent on golf by the president and the salary of the president. These claims, if false, could have an impact on the public's perception of the president's"
1234376367392739329,0,50,"The worst thing about this Corona virus outbreak isn't that it sickens and kills. It's that the outbreak brings out the ugliest of human behavior: the ignorance, stupidity, racism, and phobias, the blame game, the tight-lipped arrogance, the complacence, existing all at once.",," {""score"": 50, ""reasoning"": ""The tweet contains a subjective statement about the impact of the coronavirus outbreak on human behavior, which is difficult to fact-check. However, the tweet could be harmful to certain groups of people who are being negatively stereotyped, so"
1235403545597407232,1,85,Dear  @realDonaldTrump : Please stop misleading the American people about #coronavirus. Your own  @NIH  expert Dr. Fauci said the death rate is about 2%. Washington State deaths suggest for certain populations the death rate is even higher.  STOP MAKING STUFF UP. LIVES ARE AT STAKE. <link>,," {""score"": 85,""reasoning"": ""This tweet contains a verifiable factual claim about the coronavirus death rate, which is check-worthy because it could have an impact on public understanding of the virus and potentially influence people's behavior. The claim that the death rate is"
1234928054927077385,1,90,"BREAKING: Boris Johnson says he visited Kettering hospital & shook hands with corona patients, but the hospital doesn't have corona cases & shaking hands would be dangerous.  Not sure how I'll gloss over the fact the PM is a liar & a complete fucking idiot, but I'll find a way x.",," {""score"": 90, ""reasoning"": ""The tweet contains a factual claim about a public figure, which, if false, could have a significant impact on the public's perception of the individual and their actions. The claim that the hospital does not have coronavirus cases and that shaking hands with"
1234930572411244544,1,90,"BREAKING:  @WHO  says the **case-fatality rate for #coronavirus is 3.4%**  The 1918 Spanish Flu that killed 50 million worldwide (population 1.9 billion) had a CFR of ~2.5%, whereas usual seasonal flu is 0.1%  NOT good.  #COVID19 #CoronavirusOutbreak #pandemic h/t  @lauferlaw <link>",," {""score"": 90,""reasoning"": ""The claim that the case-fatality rate for COVID-19 is 3.4% is check-worthy because it is a verifiable factual claim that could have a significant impact on the general public. The source of the"
1235198753671385091,0,50,Well she certainly isn't taking any chances..  #CoronaAlert https://t.co/Jegj3K2mSE,," {""score"": 50, ""reasoning"": ""The tweet contains a vague claim about someone taking precautions related to the coronavirus, but it does not contain enough specific information to fact-check. However, due to the ongoing global pandemic and the potential for misinformation to cause harm, a score"
1234966701218967553,1,90,"Ferdinand Marcos’ salary as President of the Philippines never went above $13,500 per year.  He stole $10 billion from his country while in office.  https://theguardian.com/world/2016/may/07/10bn-dollar-question-marcos-millions-nick-davies",," {""score"": 90,""reasoning"": ""The tweet contains a verifiable factual claim about the salary of Ferdinand Marcos as President of the Philippines, as well as a claim about the amount of money he allegedly stole while in office. Both claims could have an impact on"
1235479539666399234,0,80,"The Health Minister saying that the Indian Govt has the #coronavirus crisis under control, is like the Capt of the Titanic telling passengers not to panic as his ship was unsinkable.   It's time the Govt made public an action plan backed by solid resources to tackle this crisis.",," {""score"": 80,""reasoning"": ""The tweet contains a comparison that implies a potential false claim about the Indian government's handling of the coronavirus crisis. This comparison could be harmful to the society by causing panic or mistrust in the government's actions. A fact"
1235087583396261891,1,80,"China will quarantine any passengers coming to China from countries that have reported cases of corona virus, for two weeks. But their Ambasador to KENYA tells us not to discriminate agaings their nationals. What’s wrong with us? Tulirogwa?",," {""score"": 80,""reasoning"": ""The tweet contains a verifiable factual claim about China's quarantine policy for passengers coming from countries with reported cases of coronavirus. However, the tweet also includes a normative statement about Kenya's response to the virus,"
1235355704753557505,0,85,Have spoken w readers who have elderly relatives who are resisting social distancing precautions because they've heard on Fox News that COVID-19 is overhyped; hospital doctor in red state who says she assumes it must not be that serious since prep is so much less than for H1N1.,," {""score"": 85, ""reasoning"": ""This tweet contains multiple verifiable factual claims, including the claim that some people are resisting social distancing precautions due to misinformation they have heard on Fox News, and the claim that a hospital doctor in a red state is assuming that COVID"
1235102963640696832,0,80,28 #CoronaOutbreak cases thus far in India 👇🏽  Italian tourists: 16  Their driver: 1  Kerala: 3 (cured/discharged)  Agra: 6  Delhi: 1 (Noida school dad)  Telangana: 1  #coronavirusindia,," {""score"": 80,""reasoning"": ""The tweet contains specific, verifiable numbers of confirmed cases of coronavirus in India, which is a matter of public concern and interest. The tweet could potentially cause harm if the information is inaccurate or outdated, as it pert"
1234918699011919872,1,90,BREAKING: A person who died last week in a #Seattle hospital has since tested positive for #coronavirus. The person lived in the same nursing home that has had numerous #COVID19 cases and deaths.  How many people were exposed due to lack of testing <link>,," {""score"": 90,""reasoning"": ""This tweet contains a verifiable factual claim about a specific case of COVID-19, which has a significant impact on public health. The claim that a person who died last week tested positive for the virus could be harmful if it is"
1234548306451234817,0,80,"My office just received a call from a constituent who yelled, “I’m not falling for the Democrat #coronavirus hoax.” President  @realDonaldTrump , it’s imperative people take this seriously. Your words are giving them the impression that it’s not serious. You must do better.",," {""score"": 80,""reasoning"": ""This tweet contains a verifiable claim about a statement made by a public figure, President Donald Trump, regarding the coronavirus. The claim that the President's words are giving people the impression that the coronavirus is not serious could have an"
1235085578795794433,0,80,Virus which has affected the World  - EBOLA - CORONA - SARS - HIV  Virus which has affected India  - SUDHIR - ARNAB - SARDANA - AMISH,," {""score"": 80,""reasoning"": ""The tweet contains a list of viruses that have affected the world, but it is unclear if the author is stating that these viruses have caused a certain number of cases or deaths. The second part of the tweet contains a list"
1235084048055152642,0,80,Corona virus minding its business by avoiding Africa and going to other continents,," {""score"": 80,""reasoning"": ""This tweet contains a factual claim about the coronavirus, stating that it is avoiding Africa and going to other continents. This claim is not supported by scientific evidence and could potentially harm public understanding of the virus. It is therefore check-"
1235375867917930498,0,90,"Tonight, Acting Governor  @LtGovOliver  and I are announcing the first presumptive positive case of novel coronavirus, or #COVID19, in New Jersey. The individual, a male in his 30s, is hospitalized in Bergen County and has been hospitalized since March 3rd. <link>",," {""score"": 90,""reasoning"": ""The tweet contains a verifiable factual claim about a presumptive positive case of COVID-19 in New Jersey. The tweet mentions specific details about the individual, such as their gender and age, as well as the location"
1234746024767287296,1,80,"So basically the Indonesian gov did nothing. #COVID19 patients found out info themselves, checked themselves in, requested test themselves, and on top of al that, found out tests were positive from the media. Woww. #indonesia Flag of Monaco👍🏻 <link>",," {""score"": 80,""reasoning"": ""The tweet contains a factual claim about the actions taken by the Indonesian government in response to the COVID-19 pandemic. The claim that patients had to find out information, check themselves in, request tests, and find out test results"
1235018922023440385,0,70,"Non medical friends, let’s have a chat about masks. So, you’ve bought yourself a box of N95 masks and you think you’re good for #COVID19. Let me tell you what my hospital makes me do EVERY YEAR to make sure my N95 mask fits (yes, they come in sizes). Watch out: long thread ahead!",," {""score"": 70, ""reasoning"": ""The tweet contains a verifiable factual claim about hospital procedures for N95 masks, which could have an impact on public understanding of mask effectiveness. However, the claim about annual procedures is not explicitly harmful or impactful, and the thread format suggests a"
1234614110198943747,1,70,"Hearing rumors that the swamp is trying to tie long-term FISA reauthorization to emergency funding to fight the #coronavirus. This should not happen. FISA process was abused to spy on  @realDonaldTrump . We need real reform, not political games.",," {""score"": 70,""reasoning"": ""The tweet contains a verifiable factual claim about the FISA reauthorization being tied to emergency funding for the coronavirus, and implies that the FISA process was abused to spy on Donald Trump. These claims have the"
1234959222196056067,1,80,"Boris Johnson visited Kettering General Hospital and there are NO Coronavirus cases there, but he said he shook hands with patients who had #Coronavirus Stop it now, you were absent when floods devastated communities, now #coronavirus stories, go back to hiding in fridges! <link>",," {""score"": 80,""reasoning"": ""The tweet contains a verifiable factual claim about Boris Johnson visiting Kettering General Hospital and the current state of Coronavirus cases there. This claim can be verified through news reports or official statements. The tweet also contains"
1235195629674037248,0,0,#CoronaAlert Google just broke a heart ♥ 😭 https://t.co/EyhUjIthLe,The tweet does not contain a verifiable factual claim. It is an expression of emotion about a Google alert related to coronavirus.," {""score"": 0,""reasoning"": ""The tweet does not contain a verifiable factual claim. It is an expression of emotion about a Google alert related to coronavirus.""}"
1235341250284474370,0,85,"Today's #coronavirus recap:  -93,164 confirmed cases globally & 3,199 deaths  -90% of new cases from Flag of Iran Flag of Italy Flag of South Korea  -#COVID19 deadlier than flu, but doesn't spread as easily ( @WHO )  -Containment still a top Earth globe europe-africa priority  -#PPE supply is rapidly depleting;  increase in production needed",," {""score"": 85,""reasoning"": ""This tweet contains several verifiable factual claims, including the number of confirmed cases and deaths from the coronavirus, the percentage of new cases from three specific countries, and the statement from the WHO that COVID-19 is deadl"
1234872193760129024,1,85,"Trump literally does not know how vaccines work.  ""You take a solid flu vaccine, you don't think that could have an impact or much of an impact on Corona?""  Medical professionals: ""No.""  #trumpviruscoverup #coronavirusseattle #supertuesday <link>",," {""score"": 85,""reasoning"": ""This tweet contains a verifiable factual claim about President Trump's understanding of vaccines, specifically his apparent confusion about the impact of a flu vaccine on the coronavirus. This claim could have a significant impact on the public's perception"
1235305149981130757,1,70,". @realDonaldTrump  acted swiftly to limit travel to & from the affected regions, to quarantine Americans that had been to those regions, and to deny entry to foreign nationals from those regions. Those actions have proven critical for slowing spread of the #coronavirus to the U.S. <link>",," {""score"": 70,""reasoning"": ""The tweet makes a verifiable claim about past actions taken by a specific individual, former President Donald Trump, and links those actions to the spread of the coronavirus in the U.S. While the claim is not necessarily false, it is"
1235134799121199105,0,70,Can someone explain this so called co-incidence? #CoronaAlert https://t.co/cMC4mjfOsA,," {""score"": 70, ""reasoning"": ""The tweet contains a claim that there is a 'co-incidence' between two events, without specifying what the coincidence is. This implies that the tweet is making a correlation or causation claim, which is check-worthy. Additionally,"
1235247452145451013,1,90,"People aren't surprised when I tell them there are 13,000 Covid-19 cases outside China, or when I tell them this number doubles every 3 days. But when I tell them that if growth continues at this rate, we'll have 1.7 million cases in 3 weeks, they're astonished.",," {""score"": 90,""reasoning"": ""The tweet contains a verifiable prediction about the future based on current growth rates of Covid-19 cases outside of China. This information could have a significant impact on public awareness and response to the pandemic, and it is important that the claim"
1235094882915471365,1,85,"Chinese scientists claim that the #COVID19 virus has probably genetically mutated to two variants: S-cov & L-cov. They believe the L-cov is more dangerous, featuring higher transmitibility and inflicting more harm on human respiratory system.",," {""score"": 85,""reasoning"": ""This tweet contains a verifiable factual claim about a scientific discovery, which could have a significant impact on public health. The claim that Chinese scientists have identified two variants of the COVID-19 virus, S-cov and L-"
1235405659765534720,0,20,I tweeted yesterday asking how life could be permanently ‘reset’ due to the Covid-19 virus & since then my box has been flooded with hilarious memes. This one takes the prize—I mean pooch! <link>,," {""score"": 20,""reasoning"": ""The tweet contains a verifiable claim about the author's experience of receiving memes after asking a question on Twitter. However, the claim about the reason for receiving the memes is not check-worthy as it is subjective and cannot"
1234956181610823680,0,50,"If you want a really clear explanation of the new #coronavirus, listen to my latest guest on Common Sense, Joe Lhota, from NYU/Langone Hospital.  The origin, the symptoms, advice to minimize your chances of getting it, and the proper perspective.",," {""score"": 50, ""reasoning"": ""The tweet mentions a verifiable claim about the new coronavirus, which is a topic of great public interest and potential harm. However, the claim is not clearly false or misleading, and the tweet does not contain a specific factual statement that"
1235309210667290628,1,90,"The US embassy in Tokyo exposed at least 5 employees to #coronavirus patients from the cruise ship Diamond Princess last month.  When they all asked to be tested, a top embassy official not only refused -- he also told them not to seek any outside testing. <link>",," {""score"": 90,""reasoning"": ""The tweet contains a specific claim about the US embassy in Tokyo exposing at least 5 employees to coronavirus patients and then refusing to test them and telling them not to seek outside testing. This is a verifiable factual claim"
1234546210356154368,1,90,UNDERSTAND SOMETHING:  Donald Trump CLOSED the federal program that investigates infectious diseases and viruses in 2018.  He did it because Obama created it.   This is why a narcissistic psychopath can't be president.  #CoronaOutbreak <link>,," {""score"": 90,""reasoning"": ""The tweet contains a factual claim about a specific action taken by a political figure, which could have a significant impact on public perception and trust in government institutions, particularly in the context of a current public health crisis. The claim should be verified"
1235445761195696131,1,70,"We are eight weeks into this #COVID19 outbreak: yet we have identified the virus, we have the genetic sequence, PCR & serological assay in use. This wealth of knowledge is unprecedented for a new disease.  #coronavirus <link>",," {""score"": 70,""reasoning"": ""The tweet contains several verifiable claims about the current state of knowledge regarding COVID-19, including the fact that the virus has been identified, its genetic sequence is known, and PCR and serological assays are in use. These"
1235203167127834625,1,85,Florida's surgeon general doesn't have a public health background.  Nor does his chief of staff.   And the deputy secretary in charge of the state's 67 county offices is vacant.   And the deputy secretary for health just started in November.  #coronavirus <link>,," {""score"": 85, ""reasoning"": ""The tweet contains multiple factual claims about the backgrounds and positions of several individuals, which can be verified through publicly available information. The potential impact on public trust and safety during a public health crisis such as the coronavirus pandemic makes this a check-worthy"
1234905840995491842,0,70,I am well and have continued my duties from home since my return from China as part of the WHO-China Mission on #COVID19  The rumour that I am sick or in quarantine is obviously false.  I look forward to returning to the office after 14 days of self-isolation,," {""score"": 70,""reasoning"": ""The tweet contains a verifiable claim that the person is not sick or in quarantine, and has been working from home since returning from China. This claim could have an impact on the public's perception of the person's health and"
