sentence_id,Verdict,score,Text,reasoning,raw_response
8466,1,,And it is a fact in the August session that the four members of the Rules Committee who were Republicans joining with two Democrats voted against sending the aid to education bill to the floor of the House.,,"  Sure, I'd be happy to help! Here is my assessment of the sentence you provided:Input: ""It is a fact in the August session that the four members of the Rules Committee who were Republicans joining with two Democrats voted against sending the aid to education bill to the floor"
14448,1,60,"The mistake that both parties made in Washington with the S&L business was deregulating them without proper capital requirements, proper oversight and regulation, proper training of the executives.",,"  I would give the sentence a score of 60 out of 100 for check-worthiness. Here's my reasoning:The sentence contains several factual claims, including:1. Deregulating the S&L business without proper capital requirements2. Deregulating"
1789,1,,And he is saying that he is going to pay for it by closing loopholes and deductions.,,"  Sure, I'd be happy to help you with that! The sentence you provided is:""And he is saying that he is going to pay for it by closing loopholes and deductions.""Based on the information provided, I would give this sentence a check-worthiness score"
32725,1,60,"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.",,"  I would give the sentence ""We will be attacking Mosul in three weeks or four weeks"" a check-worthiness score of 60.The sentence contains a factual claim about an upcoming military operation, which is salient to the general public. However, without additional context, it"
27509,1,60,"And then the president began what I have called an apology tour, of going to various nations in the Middle East and criticizing America.",,"  I would give the given sentence a score of 60 out of 100 for check-worthiness. Here's why:The sentence contains a factual statement about the president's actions, specifically the mention of an ""apology tour"" and visiting various nations in the Middle"
2336,1,20,That's one of the unintended consequences of Dodd-Frank.,,"  Sure, I can help you with that! The sentence you provided is:""That's one of the unintended consequences of Dodd-Frank.""I would give this sentence a check-worthiness score of 20 out of 100. Here's why"
12993,1,,We find four times as many projects undertaken and completed in this Administration than in the previous one.,,"  Sure! I'd be happy to help you with that.The sentence you provided is:""We find four times as many projects undertaken and completed in this Administration than in the previous one.""Based on my analysis, I would give this sentence a check-worthiness score"
17464,1,80,It was only when the Supreme Court handed down a decision that the Federal Government intervened in what had always been a State policy.,,"  I would give the sentence ""It was only when the Supreme Court handed down a decision that the Federal Government intervened in what had always been a State policy."" a check-worthiness score of 80.The sentence contains a factual claim about a legal decision made by the Supreme Court and the"
11247,1,30,That's what we've been doing over the last eight years and that has actually made us more safe.,,"  Sure, I'd be happy to help you with that! Here's my assessment of the given sentence:Input: ""That's what we've been doing over the last eight years and that has actually made us more safe.""Score: 30Reason"
2874,1,60,"Immediately before the Kansas City convention, he added back another one point eight billion dollars in the defense budget.",,"  I have analyzed the sentence you provided, and I give it a check-worthiness score of 60.The reason for this score is that the sentence contains a factual claim about the increase in the defense budget, which is a salient topic to the general public. However, the claim"
26076,1,20,We reduced the welfare rolls by 2 million already.,,"  I would give the sentence ""We reduced the welfare rolls by 2 million already."" a check-worthiness score of 20.The reason for this score is that the sentence contains a factual claim about a specific policy action taken by the government, which is salient to the"
21706,1,,In Houston there's been a 15- percent drop in the crime rate in the last year because of the work the mayor did there in increasing the police force.,,"  Sure, I'd be happy to help! The sentence you provided is:""In Houston there's been a 15-percent drop in the crime rate in the last year because of the work the mayor did there in increasing the police force.""Based on this sentence, I"
25315,1,20,"Georgie Anne, we, believe me, supported the Simpson-Mazzoli bill strongly -- and the bill that came out of the Senate.",,"  The given sentence is:""Georgie Anne, we, believe me, supported the Simpson-Mazzoli bill strongly -- and the bill that came out of the Senate.""Based on the given sentence, I would give it a check-worthiness score of 20."
32480,1,20,But we're bringing the tax rate down from 35 percent to 15 percent.,,"  Thank you for providing the sentence you'd like me to evaluate. Here's my assessment:Score: 20Reasoning: This sentence contains a factual claim about the tax rate, which is salient to the general public. However, the claim is not entirely accurate."
8236,1,70,"It will cost a minimum of four billion dollars a year more, a maximum of four and nine-tenths billion dollar a year more than we're presently spending.",,"  I have analyzed the sentence you provided and here is my assessment:Score: 70Reasoning:The sentence contains a factual claim about the cost of something (in this case, the cost of spending), which is salient to the general public. However,"
12198,1,60,That we spent -- the top 1% receive 223 as opposed to 445 billion in new spending.,,"  I would give the given sentence a score of 60 out of 100 for check-worthiness. Here's why:The sentence contains a factual claim about the distribution of new spending in the United States, specifically that the top 1% received $223 billion"
2326,1,60,"Now, Governor Romney has said he wants to repeal Dodd-Frank.",,"  Sure, I'd be happy to help you with that! Here's my assessment of the sentence you provided:Input: ""Governor Romney has said he wants to repeal Dodd-Frank.""Score: 60Reasoning: This sentence"
28160,1,70,"We've spent 65 years now on the development of a hybrid system, partly private, partly public, and 85% of our people have health insurance, 15% don't.",,"  Sure, I'd be happy to help you with that! Here's my assessment of the given sentence:Score: 70Reasoning: This sentence contains a mix of factual and opinion-based claims. The statement that ""85% of our people have health"
20122,1,40,There are actually more people in government except for people in defense related jobs.,,"  I would give the sentence ""There are actually more people in government except for people in defense related jobs."" a check-worthiness score of 40.The reason for this score is that the sentence contains a factual claim about the number of people in government, which is a topic of public interest"
28296,1,,"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.",,"  Sure, I'd be happy to help! Here's my assessment of the given sentence:Input: ""It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of"
7721,1,60,"When he selected his vice presidential running mate, he selected a man who had voted against most of these proposals and who opposes them at the present time.",,  I would give the sentence a check-worthiness score of 60. Here's my reasoning:The sentence contains a factual claim about the number of homeless people in America increasing by 40% over a specific time period (the last two years). This is a salient fact
1389,1,30,But now I think there have been a couple of instances where the Burger Court has made technical rulings where an obviously guilty person was later found to be guilty.,,"  I would give the sentence you provided a score of 30 out of 100 for check-worthiness. Here's why:The sentence contains a factual claim about the Burger Court, which is a real legal term and a significant historical event. However, the sentence also includes"
23306,1,,"As I told you, we've just got a report that said over the past 13 months, we've created 1.9 million new jobs.",,"  Sure, I can help you with that! The sentence you provided is:""As I told you, we've just got a report that said over the past 13 months, we've created 1.9 million new jobs.""Based on my analysis, I would give"
16783,1,60,"As a result, we have saved over $9 billion in federal expenditures.",,"  Sure, I'd be happy to help you with that! Here's my assessment of the given sentence:Input: ""We have saved over $9 billion in federal expenditures.""Score: 60Reasoning: This sentence contains a factual claim"
19702,1,,"We're even shipping 3,000 Kurds to Guam.",,"  Sure, I'd be happy to help you with that!The sentence you provided is:""We're even shipping 3,000 Kurds to Guam.""Based on my analysis, I would give this sentence a check-worthiness score of "
17550,1,20,"In my opinion, as we deal with this deficit, people from about $70,000 a year on down have to be dealt with very, very carefully, because they are the ones who didn't get any relief the first time around.",,"  I would give the given sentence a score of 20 out of 100 for check-worthiness. Here's why:The sentence contains a subjective opinion expressed as a personal viewpoint, rather than a factual claim that can be verified through publicly available information. The statement"
2316,1,20,"You had loan officers were -- that were giving loans and mortgages that really shouldn't have been given, because the folks didn't qualify.",,  I would give the given sentence a score of 20 out of 100 for check-worthiness. Here's why:The sentence contains a factual claim about loan officers giving loans and mortgages to people who didn't qualify. This is a salient issue
32009,1,60,And Donald insulted and attacked them for weeks over their religion.,,  I would give the sentence you provided a score of 60 out of 100 for check-worthiness. Here's why:The sentence contains a factual claim about the increase in the number of homeless people in America over the past two years. This is a salient issue
8726,1,20,"We have a coal supply that is equal to 50% of the world's coal supply, good for centuries, in this country.",,"  Sure, I can help you with that! Here's the check-worthiness score and reasoning for the given sentence:Score: 20Reasoning: The sentence contains a factual claim about the country's coal supply, which is equal to 50% of the"
21457,1,20,"In terms of programs, I've submitted, what, 4 different budgets to the US Congress in great detail.",,"  I would give the sentence ""In terms of programs, I've submitted, what, 4 different budgets to the US Congress in great detail."" a check-worthiness score of 20.The sentence contains a factual claim about the number of budgets submitted to Congress, which is"
27831,1,60,"I said that we would provide guarantees, and -- and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy.",,  I would give the sentence you provided a score of 60 out of 100 for check-worthiness. Here's why:The sentence contains a factual claim about the number of homeless people in America increasing by 40% over the last two years. This is a
33427,1,60,"... to sign immigration reform, and George W. Bush supported it, as well.",,"  I would give the sentence:...""to sign immigration reform, and George W. Bush supported it, as well.""a check-worthiness score of 60.The reason for this score is that the sentence contains a factual claim about the past actions of two public figures"
30262,1,80,We're a country that owes $20 trillion.,,"  Based on the information provided, I would give the sentence ""We're a country that owes $20 trillion"" a check-worthiness score of 80.The sentence contains a factual claim about the national debt of the United States, which is a salient issue"
909,1,30,But I also believe we need an agricultural policy which doesn't cost us 15 to 20 to 25 billion dollars a year that it's been costing us over the course of the past three or four years under this administration.,,"  I have analyzed the sentence you provided and assigned it a check-worthiness score of 30. Here's the reasoning:The sentence contains a factual claim about the cost of agricultural policy, which is salient to the general public. The claim is also specific and quantifiable,"
7036,1,20,"If you're married, you got tax relief.",,"  Sure, I'd be happy to help you with that! Here's my assessment of the sentence you provided:Input: ""If you're married, you got tax relief.""Score: 20Reasoning: This sentence contains a factual claim about tax"
27627,1,100,So our troops will come home at that point.,,"  I would give the sentence ""Our troops will come home at that point."" a check-worthiness score of 100. This is because the sentence contains a factual claim about the future return of troops, which is salient to the general public. The statement is also verifiable through publicly"
34131,1,0,"He violated the red line in the sand, and he made so many mistakes, made all the mistakes.",,"  I would give the sentence ""He violated the red line in the sand, and he made so many mistakes, made all the mistakes"" a score of 0 out of 100 for check-worthiness. Here's why:* The sentence contains no factual claims or information that"
8197,1,,We have developed more hydroelectric power in these seven and a half years than was developed in any previous administration in history.,,"  Sure, I can help you with that! The sentence you provided is:""We have developed more hydroelectric power in these seven and a half years than was developed in any previous administration in history.""Based on my analysis, I would give this sentence a check-worthiness score of"
18687,1,,"No president, through all of American history, has ever ceded, and nor would I, the right to preempt in any way necessary to protect the United States of America.",,"  Sure, I can help you with that! The sentence you provided is:'""No president, through all of American history, has ever ceded, and nor would I, the right to preempt in any way necessary to protect the United States of America.""'Here's my assessment"
16608,1,60,Our country now has no comprehensive energy program or policy.,,"  Based on the input sentence provided, I would give it a check-worthiness score of 60. Here's why:The sentence contains a factual claim about the lack of an energy program or policy in the country. This is a salient issue that is likely to be of interest to"
14867,1,,"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.",,"  Sure, I can help you with that!The sentence you provided is:""I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.""Based"
8757,1,,"Because in industry today, we're producing more, over the last several years, and at 12% less use of energy than we were back in about 1973.",,"  Sure, I can help you with that! Here's my analysis of the sentence you provided:Input: ""Because in industry today, we're producing more, over the last several years, and at 12% less use of energy than we were back in about 197"
2380,1,0,And three-quarters of them said it makes us less likely to hire people.,,"  Sure, I can help you with that! The given sentence is:""And three-quarters of them said it makes us less likely to hire people.""I will assign a check-worthiness score between 0 and 100 based on the level of factuality and public"
8755,1,,"That is the same Government that, in 1920, told us we only had enough oil left for 13 years, and 19 years later, told us we only had enough left for another 15 years.",,"  Sure, I can help you with that! The given sentence is:""That is the same Government that, in 1920, told us we only had enough oil left for 13 years, and 19 years later, told us we only had enough left for another 1"
13427,1,80,"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added.",,"  I have analyzed the sentence you provided and have assigned it a check-worthiness score of 80. Here's why:The sentence contains a factual claim about a recent event in American politics. Specifically, it states that the Vice President cast a deciding vote against federal aid for teachers"
21717,1,10,I am not for national registration of firearms.,,"  I would give the sentence ""I am not for national registration of firearms."" a check-worthiness score of 10.The sentence contains a factual claim about the speaker's stance on a specific policy issue, which is salient to the general public. The claim is also"
8950,1,,"But at the same time, we gave back to the people of California - in tax rebates, tax credits, tax cuts - $5.7 billion.",,"  Sure, I'd be happy to help you with that! The sentence you provided is:""But at the same time, we gave back to the people of California - in tax rebates, tax credits, tax cuts - $5.7 billion.""Based on the information"
27747,1,,"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.",,"  Sure, I can help you with that! The sentence you provided is:""They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,0"
16516,1,80,"If we assume the ah - uh - a rate of growth of our economy, equivalent to what it was during President Johnson, President Kennedy, even before the - the - the - uh wa uh - Vietnese- namese War, and if we assume that at the end of the four-year period we can cut our unemployment rate down to 4 to 4 and a half percent - under those circumstances, even assuming no elimination of unnecessary programs and assuming an increase in the ad- in the allotment of money to finance programs, increasing as the inflation rate does - my economic projections, I think confirmed by the House uh - and the Senate committees, have been with the $60 billion extra amount of money that can be spent in fiscal year '81 which will be the last year of this next term.",,"  Thank you for providing me with the sentence you would like me to evaluate. Here is my assessment:Score: 80Reasoning: This sentence contains several factual claims, including the names of past presidents (Johnson and Kennedy), the Vietnam War, and the current unemp"
2820,1,60,"A few months later, he said he wanted to cut the defense budget by eight or nine billion dollars.",,"  I would give the sentence: ""A few months later, he said he wanted to cut the defense budget by eight or nine billion dollars."" a check-worthiness score of 60.Here's why:* The sentence contains a factual claim about a specific action that was taken"
34250,1,20,"He now also aligned with Iran, who we made very powerful.",,"  I would give the given sentence a score of 20 out of 100 for check-worthiness. Here's why:The sentence contains a factual claim about the current president of the United States, which is easily verifiable. However, the sentence also contains a subjective statement"
6977,1,70,"But I want to warn my fellow citizens: The cost of doing nothing, the cost of saying the current system is OK, far exceeds the costs of trying to make sure we save the system for our children.",,"  Sure, I'd be happy to help you with that! Here's my assessment of the given sentence:Score: 70Reasoning:This sentence contains a factual claim about the cost of doing nothing, which is a salient issue to the general public"
10863,1,60,"Nuclear power is safe, and it's clean, and it creates hundreds of thousands of jobs.",,"  I would give the sentence ""Nuclear power is safe, and it's clean, and it creates hundreds of thousands of jobs."" a check-worthiness score of 60.Here's why:* The claim that nuclear power is safe is a factual statement that can"
14912,1,0,"At the same time, as I have said earlier, we have added about nine million net new jobs in that period of time - a record never before achieved.",,"  Sure, I'd be happy to help you with that! Here's my assessment of the given sentence:Input: ""In my opinion, people should not get married until they are at least 25 years old.""Score: 0Reasoning: This sentence does"
24841,1,100,The Soviet Union is no more and we're working with a democratic country.,,"  Sure, I can help you with that!The sentence you provided is: ""The Soviet Union is no more and we're working with a democratic country.""Based on the information provided, I would give this sentence a check-worthiness score of 100. Here"
28054,1,60,"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient's bill of rights through.",,"  Thank you for providing the sentence you'd like me to evaluate. Here's my assessment:Score: 60Reasoning: The sentence contains a factual claim about the passage of a patient's bill of rights in Texas, which is a notable achievement that could"
16829,1,60,"This permits a company to create uh - a dummy corporation, to export their products, and then not to pay the full amount of taxes on them.",,"  Thank you for providing the sentence you'd like me to evaluate. Here's my assessment:Score: 60Reasoning:This sentence contains a factual claim about the taxation of corporations. It is possible to verify this claim through publicly available information,"
8928,1,,"And one is going to give you $122 more if you happen to be in that range of about a $20,000-a-year income.",,"  Sure! I can help you with that. The sentence you provided is:""And one is going to give you $122 more if you happen to be in that range of about a $20,000-a-year income.""I would give this sentence a check"
8124,1,80,I'm not satisfied to have fifty percent of our steel-mill capacity unused.,,"  I would give the sentence ""I'm not satisfied to have fifty percent of our steel-mill capacity unused"" a check-worthiness score of 80.The sentence contains a factual claim about the capacity of steel mills, which is a topic of public interest and could be verified"
10609,1,60,And Senator McCain voted for four out of five of those George Bush budgets.,,"  Sure, I can help you with that!The sentence you provided is:""And Senator McCain voted for four out of five of those George Bush budgets.""Based on the information provided, I would give this sentence a check-worthiness score of 60 out of"
15294,1,60,"Now, it is trillions of dollars out of balance, and the only answer that has come so far is the biggest single tax increase in our nation's history - the payroll tax increase for Social Security - which will only put a band-aid on this and postpone the day of reckoning by a few years at most.",,"  Sure, I'd be happy to help you with that! Here's my assessment of the given sentence:Score: 60Reasoning: This sentence contains a mix of factual and opinion-based claims. The statement ""it is trillions of dollars out of"
19104,1,70,"We passed 100,000 police, the assault weapons ban, the Brady Bill.",,"  Thank you for providing the sentence you'd like me to evaluate. Here's my assessment:Score: 70Reasoning: The sentence contains a factual statement about a piece of legislation that was passed, specifically the assault weapons ban and the Brady Bill. This"
27084,1,0,They're willing to work with us.,,"  Sure! I'd be happy to help you with this task. Please provide the sentence you'd like me to check, and I'll give you a check-worthiness score between 0 and 100, along with a reasoning explanation."
20753,1,,Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans.,,"  Sure, I can help you with that! Here's my assessment of the given sentence:Input: ""Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans."""
25897,1,0,We have never been asked to send troops to the West Bank.,,  Thank you for providing the sentence you would like me to evaluate. Here is my assessment:Score: 0Reasoning: This sentence does not contain any factual claims or information that is salient to the general public. It is a statement of opinion or a statement of fact that is
14952,1,20,We've had the Central Accounting.,,"  Thank you for providing the sentence you'd like me to evaluate. Here's my assessment:Score: 20Reasoning: The sentence contains a factual claim about the current president of the United States, which is easily verifiable through publicly available information. However, the"
6216,1,70,"Senator Obama, as a member of the Illinois State Senate, voted in the Judiciary Committee against a law that would provide immediate medical attention to a child born of a failed abortion.",,"  I have analyzed the sentence provided, and based on my assessment, I would give it a check-worthiness score of 70.Here's my reasoning:* The sentence contains a factual claim about a specific vote cast by a public official, Senator Obama, in"
3116,1,20,"Just recently, President Rabin said that our relations were never better.",,"  I would give the given sentence a score of 20 out of 100 for check-worthiness. Here's why:The sentence contains a factual claim about the current president of Israel, Benjamin Netanyahu, and his statement about the relations between Israel and another country. This"
20898,1,60,We have a strong charter school movement that I signed the legislation to get started in the State of Texas.,,"  I would give the sentence a score of 60 out of 100 for check-worthiness. Here's why:Reasoning:The sentence contains a factual claim about the existence of a strong charter school movement in Texas, which is salient to the general public"
20338,1,20,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,,"  Based on the sentence provided, I would give it a check-worthiness score of 20. Here's why:The sentence contains a factual claim about the potential impact of a political plan on Medicare funding. Specifically, it states that under the plan, $100 billion"
8962,1,60,"But I do know that, despite his pledge to reduce state Government spending, that it rose from $4.6 billion when he took office in 1967, to $10.2 billion during his eight years in office.",,"  I have analyzed the sentence you provided, and I would give it a check-worthiness score of 60. Here's why:The sentence contains a factual claim about the increase in government spending in a particular state during a specific time period. This is a salient topic to"
25136,1,80,"In a recent 30-day period, 37 terrorist acts in 20 countries have been committed.",,"  I would give the sentence ""In a recent 30-day period, 37 terrorist acts in 20 countries have been committed."" a check-worthiness score of 80.The sentence contains a factual claim about terrorist acts in various countries, which is salient"
12414,1,0,"That's going to be up to the people, isn't it?",,"  Sure, I'd be happy to help! Here's my assessment of the given sentence:Input: ""That's going to be up to the people, isn't it?""Score: 0Reasoning: This sentence does not contain any factual claims"
27076,1,0,"And finally, we don't want to have military involvement there.",,"  I would give the sentence ""We don't want to have military involvement there"" a check-worthiness score of 0. Here's why:This sentence does not contain any factual claims or information that can be verified through publicly available sources. It is a personal opinion or st"
14929,1,0,"But that can't hide the fact that there are eight million men and women out of work in America today, and two million of those lost their jobs in just the last few months.",,"  Sure, I'd be happy to help you with that! Please provide the sentence you'd like me to evaluate, and I'll give you a score between 0 and 100, along with a reasoning explanation."
17644,1,0,"Yes, there has been an increase in poverty, but it is a lower rate of increase than it was in the preceding years before we got here.",,"  Sure, I'd be happy to help you with that! Please provide the sentence you'd like me to check, and I'll give you a score between 0 and 100, along with the reasoning for why I gave that score.For the sentence you provided:"
7676,1,20,"About two percent of our population of white people are - is illiterate, ten per cent of our colored population.",,  I would give the input sentence a score of 20 out of 100 for check-worthiness. Here's why:The sentence contains a factual claim about the illiteracy rate of different racial groups in the US population. This is a salient and publicly relevant
28462,1,20,Right now our military is the strongest in the entire history of the world.,,"  I would give the sentence ""Right now our military is the strongest in the entire history of the world."" a check-worthiness score of 20.The sentence contains a factual claim about the current state of the military, which is salient to the general public. The claim is also"
3715,1,80,I saved the taxpayers $6.8 billion by fighting a contract that was negotiated between Boeing and DOD that was completely wrong.,,"  I have analyzed the given sentence and determined its check-worthiness score as follows:Score: 80Reasoning: The sentence contains a factual claim about saving taxpayers money, which is a salient issue to the general public. The claim is also specific and quantifiable"
17129,1,20,This is the worst trade year in American history by far.,,"  Sure, I'd be happy to help you with that! Here's my assessment of the sentence you provided:Input: ""This is the worst trade year in American history by far.""Score: 20Reasoning: This sentence contains a factual claim about"
1851,1,60,"But under Governor Romney's definition, there are a whole bunch of millionaires and billionaires who are small businesses.",,"  I would give the sentence ""But under Governor Romney's definition, there are a whole bunch of millionaires and billionaires who are small businesses"" a check-worthiness score of 60.The sentence contains a factual statement about the definition of small businesses under Governor Romney"
6926,1,20,"The Lewin report accurately noted that there are going to be 20 million people, over 20 million people added to government-controlled health care.",,"  Thank you for providing me with the sentence you would like me to evaluate. Here is my assessment:{""score"": 20, ""reasoning"": ""This sentence contains a factual claim about the Lewin report and the potential addition of 20 million people to government-controlled health"
32170,1,80,"Right now, we are at 90 percent health insurance coverage.",,"  Sure, I can help you with that! Here's my assessment of the sentence you provided:Input: ""Right now, we are at 90 percent health insurance coverage.""Score: 80Reasoning: This sentence contains a factual claim about the"
8326,1,60,The farmer produced these surpluses because the government asked him to through legislation during the war.,,"  Sure, I'd be happy to help! The sentence you provided is:""The farmer produced these surpluses because the government asked him to through legislation during the war.""Based on my analysis, I would give this sentence a check-worthiness score of 60"
1086,1,,"But to add one other feature, I don't control any of the tapes.",,"  Understood! I can provide a check-worthiness score for the given sentence based on the criteria you've provided.The sentence you provided is: ""But to add one other feature, I don't control any of the tapes.""Based on the criteria you've out"
15178,1,,"Now, to suggest that because two Republican presidents tried to pass the SALT treaty - that puts them on its side - I would like to say that President Ford, who was within 90% of a treaty that we could be in agreement with when he left office, is emphatically against this SALT treaty.",,"  Sure, I'd be happy to help you with that! The sentence you provided is:""I would like to say that President Ford, who was within 90% of a treaty that we could be in agreement with when he left office, is emphatically against this SALT"
30216,1,60,"I voted for every sanction against Iran when I was in the Senate, but it wasn't enough.",,"  I would give the sentence: ""I voted for every sanction against Iran when I was in the Senate, but it wasn't enough."" a check-worthiness score of 60.Here's my reasoning:The sentence contains a factual claim about the speaker's past"
16609,1,20,"We have twenty different agencies in the federal government responsible for the production, the regulation, the uh - information about energy, the conservation of energy, spread all over government.",,"  I would give the sentence ""We have twenty different agencies in the federal government responsible for the production, the regulation, the uh - information about energy, the conservation of energy, spread all over government."" a check-worthiness score of 20.The sentence contains several factual claims"
8202,1,,We often hear gross national product discussed and in that respect may I say that when we compare the growth in this Administration with that of the previous Administration that then there was a total growth of eleven percent over seven years; in this Administration there has been a total growth of nineteen per cent over seven years.,,"  Sure, I'd be happy to help you with that! Here's my assessment of the sentence you provided:Input: ""We often hear gross national product discussed and in that respect may I say that when we compare the growth in this Administration with that of the previous Administration that then there was"
14898,1,60,"which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate.",,"  I would give the given sentence a score of 60 out of 100 for check-worthiness. Here's why:The sentence contains a factual claim about the economic policies of George H.W. Bush, which is salient to the general public. Specifically, it mentions"
14087,1,60,Look what's happening to McDonnell Douglas; even Boeing is losing market share -- because we let the Europeans spend $25-$40 billion on Airbus without an appropriate competitive response.,,"  I have analyzed the given sentence and determined its check-worthiness score as follows:Score: 60Reasoning:The sentence contains a factual claim about the market share of McDonnell Douglas and Boeing, as well as a comparison between the spending of"
11645,1,20,"We did, actually, send troops into Rwanda to help with the humanitarian relief measures.",,"  Sure, I'd be happy to help you with that! Here's my assessment of the sentence you provided:Input: ""We did, actually, send troops into Rwanda to help with the humanitarian relief measures.""Score: 20Reasoning"
12659,1,60,We've had the lowest rate of increase of economic growth in the last nine months of any major industrialized society in the world.,,"  Sure, I can help you with that! Here's my assessment of the given sentence:Input: ""We've had the lowest rate of increase of economic growth in the last nine months of any major industrialized society in the world.""Score: 60Reason"
1440,1,80,"Since the depths of the recession, we have added four million jobs.",,"  Sure, I'd be happy to help! Here's my assessment of the sentence you provided:Input: ""Since the depths of the recession, we have added four million jobs.""Score: 80Reasoning: This sentence contains a factual claim"
24320,1,0,Our dollar's at an all time low against some foreign currencies.,,"  Sure, I can help you with that! The sentence you provided is:""Our dollar's at an all time low against some foreign currencies.""I will give it a check-worthiness score between 0 and 100, along with the reasoning for my score"
22305,1,,"Not to the schools but to -- you know, 46% of the teachers in Chicago, public school teachers, send their kids to private school.",,"  Sure, I can help you with that! The sentence you provided is:""Not to the schools but to -- you know, 46% of the teachers in Chicago, public school teachers, send their kids to private school.""Here's my assessment of the sentence's"
27385,1,,"Our Navy is old -- excuse me, our Navy is smaller now than at any time since 1917.",,"  Sure, I'd be happy to help you with that!The sentence you provided is: ""Our Navy is old -- excuse me, our Navy is smaller now than at any time since 1917.""Based on my analysis, I would give this sentence a check"
19466,1,60,The administration says they support the instant check.,,"  I have analyzed the given sentence and here is my assessment of its check-worthiness:Score: 60Reasoning:The sentence contains a factual statement about the administration's stance on instant checks, which is a policy issue that may be of interest to"
1020,1,60,"I proposed, as you know, a reduction to increase the personal exemption from seven hundred and fifty to a thousand dollars.",,"  I would give the sentence ""I proposed, as you know, a reduction to increase the personal exemption from seven hundred and fifty to a thousand dollars."" a score of 60 out of 100 for check-worthiness.Here's why:* The sentence contains a"
