sentence_id,Verdict,score,Text,reasoning,raw_response
14867,1,70,"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.",," {""score"": 70,""reasoning"": ""The sentence contains a factual claim about a war having occurred and ended during a specific eight-year period, which could be objectively verified using publicly available information. However, the claim is somewhat vague and does not specify which war is being referred"
8757,1,80,"Because in industry today, we're producing more, over the last several years, and at 12% less use of energy than we were back in about 1973.",," {""score"": 80,""reasoning"": ""The sentence contains a factual claim about energy use in industry that is salient to the general public, as energy efficiency is a topic of public interest. The claim can be verified using publicly available data, such as statistics from the US Energy Information"
2380,1,80,And three-quarters of them said it makes us less likely to hire people.,," {""score"": 80,""reasoning"": ""This sentence contains a factual claim about a survey result that could be of interest to the general public. However, the claim lacks necessary context, such as the sample size and the population surveyed, to fully evaluate its check-worthiness"
8755,1,85,"That is the same Government that, in 1920, told us we only had enough oil left for 13 years, and 19 years later, told us we only had enough left for another 15 years.",," {""score"": 85,""reasoning"": ""This sentence contains a factual claim about the US government's predictions about oil reserves in the past, which is objectively verifiable and historically significant. However, it does not provide enough context to determine the exact years and the source of"
13427,1,80,"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added.",," {""score"": 80,""reasoning"": ""The sentence is check-worthy because it contains a factual claim about the Vice President's vote on federal aid for teachers' salaries. While it is not possible to verify the exact vote without more context, it is possible to verify whether"
21717,1,0,I am not for national registration of firearms.,This is a subjective statement of opinion and therefore not check-worthy.," {""score"": 0, ""reasoning"": ""This is a subjective statement of opinion and therefore not check-worthy.""}"
8950,1,80,"But at the same time, we gave back to the people of California - in tax rebates, tax credits, tax cuts - $5.7 billion.",," {""score"": 80,""reasoning"": ""This sentence is check-worthy because it contains a specific factual claim about a large amount of money being given back to the people of California in the form of tax rebates, credits, and cuts. While it is likely true that some amount"
27747,1,70,"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.",," {""score"": 70, ""reasoning"": ""The sentence contains a factual claim about the number of people moving from farms to cities each year, which is salient to the general public. However, the exact number is not critical to the understanding of the sentence and it is difficult to verify the accuracy of"
16516,1,70,"If we assume the ah - uh - a rate of growth of our economy, equivalent to what it was during President Johnson, President Kennedy, even before the - the - the - uh wa uh - Vietnese- namese War, and if we assume that at the end of the four-year period we can cut our unemployment rate down to 4 to 4 and a half percent - under those circumstances, even assuming no elimination of unnecessary programs and assuming an increase in the ad- in the allotment of money to finance programs, increasing as the inflation rate does - my economic projections, I think confirmed by the House uh - and the Senate committees, have been with the $60 billion extra amount of money that can be spent in fiscal year '81 which will be the last year of this next term.",," {""score"": 70, ""reasoning"": ""This sentence contains several factual claims that are potentially check-worthy, including the rate of growth of the economy during President Johnson and President Kennedy, the unemployment rate after four years, and the amount of extra money that can be spent in fiscal year '81"
2820,1,70,"A few months later, he said he wanted to cut the defense budget by eight or nine billion dollars.",," {""score"": 70,""reasoning"": ""This sentence is check-worthy because it asserts a specific numerical claim about a proposed cut to the defense budget by a named individual. However, the score is reduced because the sentence does not specify the time frame or context in which the statement was"
34250,1,70,"He now also aligned with Iran, who we made very powerful.",," {""score"": 70,""reasoning"": ""The sentence contains a factual claim about a country's power, which is salient to the general public. However, the claim is somewhat subjective and may be difficult to verify precisely using publicly available information, as the concept of 'power"
6977,1,70,"But I want to warn my fellow citizens: The cost of doing nothing, the cost of saying the current system is OK, far exceeds the costs of trying to make sure we save the system for our children.",," {""score"": 70,""reasoning"": ""This sentence contains a check-worthy claim about the costs of maintaining the current system versus trying to save it for future generations. However, the claim is somewhat subjective and qualitative, which is why the score is not higher. The claim is"
10863,1,80,"Nuclear power is safe, and it's clean, and it creates hundreds of thousands of jobs.",," {""score"": 80,""reasoning"": ""The claim that 'Nuclear power is safe, and it's clean' is check-worthy because it touches on the contentious issue of nuclear power's safety and environmental impact. While it is true that nuclear power has a low"
14912,1,80,"At the same time, as I have said earlier, we have added about nine million net new jobs in that period of time - a record never before achieved.",," {""score"": 80,""reasoning"": ""The claim that 'we have added about nine million net new jobs in that period of time' is check-worthy because it is a factual claim that is salient to the general public. It touches on economic statistics, which can be verified"
24841,1,70,The Soviet Union is no more and we're working with a democratic country.,," {""score"": 70,""reasoning"": ""The claim that the Soviet Union is 'no more' is factual and can be verified using publicly available information. However, the claim that 'we're working with a democratic country' is somewhat subjective and depends on the definition of '"
28054,1,70,"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient's bill of rights through.",," {""score"": 70,""reasoning"": ""This sentence is check-worthy because it asserts that the speaker brought Republicans and Democrats together in Texas to pass a patient's bill of rights. While it is difficult to evaluate the accuracy of this claim without more context, it is a fact"
16829,1,80,"This permits a company to create uh - a dummy corporation, to export their products, and then not to pay the full amount of taxes on them.",," {""score"": 80,""reasoning"": ""The sentence contains a factual claim about the ability of a company to create a 'dummy corporation' to export products and avoid paying the full amount of taxes. While the term 'dummy corporation' can be subject to interpretation, the claim about export"
8928,1,70,"And one is going to give you $122 more if you happen to be in that range of about a $20,000-a-year income.",," {""score"": 70,""reasoning"": ""The sentence contains a factual claim about a specific monetary amount being given to individuals within a certain income range. However, the source of this information is not provided, and it is not possible to verify the claim using publicly available information. The"
8124,1,70,I'm not satisfied to have fifty percent of our steel-mill capacity unused.,," {""score"": 70,""reasoning"": ""This statement is check-worthy because it contains a factual claim about steel-mill capacity utilization. However, the claim is somewhat subjective because the satisfaction level of the speaker is a matter of opinion. The score is reduced because of this"
10609,1,80,And Senator McCain voted for four out of five of those George Bush budgets.,," {""score"": 80,""reasoning"": ""This sentence is check-worthy because it makes a factual claim about Senator McCain's voting record on the George Bush budgets. While it is possible to verify this claim using publicly available information, such as voting records from the Senate,"
15294,1,85,"Now, it is trillions of dollars out of balance, and the only answer that has come so far is the biggest single tax increase in our nation's history - the payroll tax increase for Social Security - which will only put a band-aid on this and postpone the day of reckoning by a few years at most.",," {""score"": 85,""reasoning"": ""The sentence contains a factual claim about the current state of the US budget being 'trillions of dollars out of balance' and a claim about the proposed solution being 'the biggest single tax increase in our nation's history - the pay"
19104,1,70,"We passed 100,000 police, the assault weapons ban, the Brady Bill.",," {""score"": 70,""reasoning"": ""The sentence contains factual claims about the passing of certain legislation, which is salient to the general public. However, the exact time frame of these events is not specified, making it difficult to verify the claims with certainty using publicly available information"
27084,1,0,They're willing to work with us.,This sentence is too vague and subjective to be check-worthy. It does not contain any factual claims that can be verified using publicly available information.," {""score"": 0, ""reasoning"": ""This sentence is too vague and subjective to be check-worthy. It does not contain any factual claims that can be verified using publicly available information.""}"
20753,1,70,Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans.,," {""score"": 70,""reasoning"": ""This sentence contains a factual claim about a specific tax cut proposal by an unnamed subject, which affects a certain number of people. While the claim is somewhat vague, it is still check-worthy because it touches on a topic of public interest"
25897,1,70,We have never been asked to send troops to the West Bank.,," {""score"": 70,""reasoning"": ""This claim is factual and can be verified using publicly available information. It touches on a geopolitical issue that is of interest to the general public. However, it is difficult to assign a score of 100 because the claim"
14952,1,0,We've had the Central Accounting.,This sentence is a statement of an event (having Central Accounting) but it is unclear what is being referred to by 'Central Accounting'. It is not possible to verify the claim without additional context.," {""score"": 0, ""reasoning"": ""This sentence is a statement of an event (having Central Accounting) but it is unclear what is being referred to by 'Central Accounting'. It is not possible to verify the claim without additional context.""}"
6216,1,80,"Senator Obama, as a member of the Illinois State Senate, voted in the Judiciary Committee against a law that would provide immediate medical attention to a child born of a failed abortion.",," {""score"": 80,""reasoning"": ""This sentence is check-worthy because it asserts a specific and factual claim about Senator Obama's voting record on a specific piece of legislation. While the claim is not directly related to current events, it is still salient to the general"
3116,1,70,"Just recently, President Rabin said that our relations were never better.",," {""score"": 70,""reasoning"": ""The claim that 'our relations were never better' is factual and could be check-worthy, but it is somewhat subjective and depends on the context. However, the statement that 'President Rabin said' is a verifiable fact"
20898,1,70,We have a strong charter school movement that I signed the legislation to get started in the State of Texas.,," {""score"": 70,""reasoning"": ""The claim that there is a'strong charter school movement' in Texas is check-worthy, as it is a factual claim that could be verified through publicly available data on charter school enrollment, funding, and performance. The claim"
20338,1,70,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,," {""score"": 70,""reasoning"": ""The sentence contains a factual claim about a specific policy proposal, stating that $100 billion would be taken from Medicare to give tax cuts to the wealthiest 1%. This claim is check-worthy because it touches on a significant"
8962,1,85,"But I do know that, despite his pledge to reduce state Government spending, that it rose from $4.6 billion when he took office in 1967, to $10.2 billion during his eight years in office.",," {""score"": 85,""reasoning"": ""The sentence is mostly factual and contains a specific, check-worthy claim about the rise in state government spending during a specific time period under a particular governor. The claim is salient to the general public because it touches on government spending and account"
25136,1,85,"In a recent 30-day period, 37 terrorist acts in 20 countries have been committed.",," {""score"": 85,""reasoning"": ""This sentence is check-worthy because it contains a factual claim that is salient to the general public: the number of terrorist acts committed in a recent 30-day period and the countries where they occurred. While it is possible that"
12414,1,0,"That's going to be up to the people, isn't it?",This sentence is a question and does not contain any factual claims that can be verified with publicly available information.," {""score"": 0, ""reasoning"": ""This sentence is a question and does not contain any factual claims that can be verified with publicly available information.""}"
27076,1,0,"And finally, we don't want to have military involvement there.",This sentence is an expression of opinion and does not contain any factual claims that can be verified using publicly available information.," {""score"": 0,""reasoning"": ""This sentence is an expression of opinion and does not contain any factual claims that can be verified using publicly available information.""}"
14929,1,90,"But that can't hide the fact that there are eight million men and women out of work in America today, and two million of those lost their jobs in just the last few months.",," {""score"": 90,""reasoning"": ""The sentence is check-worthy because it contains specific factual claims about the number of unemployed people in America, which are both statistically significant and salient to the general public. The claim about the number of unemployed people in America today"
17644,1,70,"Yes, there has been an increase in poverty, but it is a lower rate of increase than it was in the preceding years before we got here.",," {""score"": 70,""reasoning"": ""The sentence contains a factual claim about an increase in poverty, which is salient to the general public. However, the claim about the rate of increase being lower than in the preceding years is subjective and may require additional context to verify"
7676,1,80,"About two percent of our population of white people are - is illiterate, ten per cent of our colored population.","The sentence contains factual claims about literacy rates among different racial groups, which are salient to the general public and can be verified using publicly available data."," {""score"": 80,""reasoning"": ""The sentence contains factual claims about literacy rates among different racial groups, which are salient to the general public and can be verified using publicly available data.""}"
28462,1,80,Right now our military is the strongest in the entire history of the world.,," {""score"": 80,""reasoning"": ""This statement is check-worthy because it asserts a factual claim about the strength of the military, which is both salient and could potentially be verified using publicly available information. However, the claim is somewhat subjective and could be difficult to"
3715,1,80,I saved the taxpayers $6.8 billion by fighting a contract that was negotiated between Boeing and DOD that was completely wrong.,," {""score"": 80,""reasoning"": ""This statement is mostly factual and contains a salient claim that could be of interest to the general public. The claim that the sentence's subject'saved the taxpayers $6.8 billion' is factual and can be verified"
17129,1,80,This is the worst trade year in American history by far.,," {""score"": 80,""reasoning"": ""This statement is check-worthy because it asserts a factual claim about the worst trade year in American history. While it may be subjective to some extent, it does involve specific and objective information about the economy, which is salient to"
1851,1,70,"But under Governor Romney's definition, there are a whole bunch of millionaires and billionaires who are small businesses.",," {""score"": 70,""reasoning"": ""This sentence is check-worthy because it contains a factual claim about Governor Romney's definition of small businesses, which could have implications for tax policy and income inequality. However, the score is reduced because the claim is somewhat vague and does"
6926,1,80,"The Lewin report accurately noted that there are going to be 20 million people, over 20 million people added to government-controlled health care.",," {""score"": 80,""reasoning"": ""The claim that 'there are going to be 20 million people, over 20 million people added to government-controlled health care' is check-worthy because it is a factual claim that is potentially significant to the general public"
32170,1,80,"Right now, we are at 90 percent health insurance coverage.","This claim is check-worthy because it asserts a specific statistic about health insurance coverage. However, the lack of context about the source of this data and the time frame for the statistic brings the score down."," {""score"": 80,""reasoning"": ""This claim is check-worthy because it asserts a specific statistic about health insurance coverage. However, the lack of context about the source of this data and the time frame for the statistic brings the score down.""}"
8326,1,70,The farmer produced these surpluses because the government asked him to through legislation during the war.,," {""score"": 70,""reasoning"": ""This sentence is check-worthy because it contains a factual claim about the reason for a farmer's surplus production during a war. While it is possible that the claim is accurate, it is not a commonly known fact and therefore requires fact"
1086,1,0,"But to add one other feature, I don't control any of the tapes.",This sentence is not check-worthy because it is unclear what the speaker is referring to with the phrase 'the tapes.' It is not possible to verify the claims using publicly available information without additional context.," {""score"": 0,""reasoning"": ""This sentence is not check-worthy because it is unclear what the speaker is referring to with the phrase 'the tapes.' It is not possible to verify the claims using publicly available information without additional context.""}"
15178,1,70,"Now, to suggest that because two Republican presidents tried to pass the SALT treaty - that puts them on its side - I would like to say that President Ford, who was within 90% of a treaty that we could be in agreement with when he left office, is emphatically against this SALT treaty.",," {""score"": 70,""reasoning"": ""The claim that 'two Republican presidents tried to pass the SALT treaty' is check-worthy because it is factual and of potential public interest. However, the statement about President Ford being 'within 90% of"
30216,1,80,"I voted for every sanction against Iran when I was in the Senate, but it wasn't enough.",," {""score"": 80,""reasoning"": ""The sentence contains a factual claim about the speaker's voting record in the Senate, which is salient to the general public and can be verified using publicly available information. However, the claim that the sanctions 'weren't enough"
16609,1,70,"We have twenty different agencies in the federal government responsible for the production, the regulation, the uh - information about energy, the conservation of energy, spread all over government.",," {""score"": 70, ""reasoning"": ""The claim that there are twenty different agencies responsible for energy production, regulation, and conservation is factual and potentially verifiable, but would require some effort to confirm the exact number and specific agencies involved. The claim is also of potential public interest, given the importance"
8202,1,80,We often hear gross national product discussed and in that respect may I say that when we compare the growth in this Administration with that of the previous Administration that then there was a total growth of eleven percent over seven years; in this Administration there has been a total growth of nineteen per cent over seven years.,," {""score"": 80,""reasoning"": ""The sentence contains a factual claim about the growth in Gross National Product (GNP) during two different administrations. This is a statistic that is both factual and salient to the general public. However, the exact time frames"
14898,1,80,"which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate.",," {""score"": 80,""reasoning"": ""This sentence is check-worthy because it contains a factual claim about a statement made by George Bush about a specific economic policy and its predicted impact on inflation. While the claim is not easily verifiable without additional context, such as the time period"
